"Cluster","Silo","ID","D0","D3","D5","D7","D9","D11","D13"
11,"3","CHOYP_MYSP.4.9.m.2302",259.19385,853.89705,992.7304,784.781,851.46595,477.3096,1014.5178
16,"3","CHOYP_PAN2.1.1.m.44691",373.3665,507.825,0.1,479.97415,0.1,300.49035,0.1
1,"3","CHOYP_RS3A.4.15.m.15367",136.9162,137.98365,88.8072,97.0305,87.3261,172.1084,25.15805
2,"3","CHOYP_RS5.1.2.m.146",97.63145,112.8553,208.83265,141.9722,120.99615,189.19215,294.8516
2,"3","CHOYP_TAGL3.1.1.m.31031",271.90145,284.47355,273.5725,236.9143,269.42295,339.82105,264.21265
5,"3","CHOYP_TBA.1.6.m.12217",441.20555,544.12625,198.43425,143.3838,112.79015,16.7105,280.26985
7,"3","CHOYP_TBB4B.1.7.m.12262",290.5583,333.21015,548.0101,588.66265,448.0418,315.0938,435.76855
2,"3","CHOYP_TRIADDRAFT_57086.1.1.m.25271",283.9452,358.1622,350.48735,254.32635,353.78955,218.18475,321.19135
10,"9","CHOYP_ACT.23.27.m.58454",234.6437,0.1,102.60505,250.12515,115.95735,261.9099,0.1
1,"9","CHOYP_ACT.5.27.m.15585",0.1,0.1,0.1,0.1,0.1,0.1,0.1
1,"9","CHOYP_ACT.6.27.m.15622",0.1,0.1,0.1,0.1,0.1,0.1,0.1
2,"9","CHOYP_ACT3.3.3.m.66907",325.8941,251.1409,238.72395,210.52075,334.80975,214.8842,327.81
1,"9","CHOYP_CATB.1.2.m.5440",247.83465,237.2437,156.656,161.0039,184.9553,192.8249,153.3784
2,"9","CHOYP_EIF5A.1.3.m.22684",202.0064,311.9791,287.03825,194.38305,305.7476,245.66555,292.33845
2,"9","CHOYP_ENO.1.2.m.7681",154.4307,148.02745,182.30925,208.96075,184.8943,208.1377,194.5305
2,"9","CHOYP_HSP7D.2.3.m.34782",114.974,146.89205,182.0329,199.51815,201.44025,175.804,206.88285
1,"9","CHOYP_LDLR.6.7.m.57984",75.22025,121.05345,158.9252,144.39065,203.88955,194.41465,118.6063
10,"9","CHOYP_LOC100890099.1.1.m.11505",328.4778,0.1,88.20305,219.74785,0.1,416.6036,0.1
18,"9","CHOYP_LOC101169658.2.3.m.20752",3.40875,36.4086,142.48055,316.166,380.10125,445.35895,533.59615
10,"9","CHOYP_LOC101173335.4.4.m.49816",182.6314,0.1,82.0958,171.43925,177.58445,214.32635,0.1
21,"9","CHOYP_LOC752782.1.1.m.53937",0.1,568.72235,328.73155,0.1,197.9363,0.1,266.4716
24,"9","CHOYP_LOC754102.1.1.m.57578",727.5924,559.59835,369.94445,268.22635,280.1185,505.8474,332.79735
2,"9","CHOYP_MYS.4.7.m.18188",141.88085,180.7544,183.19635,175.8307,191.9963,211.79105,211.19245
19,"9","CHOYP_MYSP.1.9.m.1097",364.6204,92.97375,240.02425,46.3273,361.8968,360.46315,554.6728
20,"9","CHOYP_MYSP.4.9.m.2302",259.19385,1147.50595,569.57415,1208.58315,434.48165,556.2715,627.3832
22,"9","CHOYP_PAN2.1.1.m.44691",373.3665,441.7236,0.1,0.1,296.0909,964.1086,0.1
2,"9","CHOYP_RS3A.4.15.m.15367",136.9162,162.87345,182.7894,173.63305,88.90715,171.7772,0.1
1,"9","CHOYP_RS5.1.2.m.146",97.63145,121.6388,231.0983,168.51615,165.18025,193.74205,211.50285
3,"9","CHOYP_TAGL3.1.1.m.31031",271.90145,317.2425,280.77695,257.51455,361.24375,467.86335,423.168
23,"9","CHOYP_TBA.1.6.m.12217",441.20555,34.45415,140.54485,183.0576,83.7,50.3576,0.1
25,"9","CHOYP_TBB4B.1.7.m.12262",290.5583,575.2672,265.15795,367.6797,401.77685,635.2697,567.3892
3,"9","CHOYP_TRIADDRAFT_57086.1.1.m.25271",283.9452,303.20255,370.01345,259.1985,229.80995,270.9148,478.2411
