"Cluster","Silo","ID","D0","D3","D5","D7","D9","D11","D13"
2,"3","CHOYP_BRAFLDRAFT_208436.4.32.m.22689",65.48135,42.2917,52.40455,0.1,62.66415,70.61395,53.2141
2,"3","CHOYP_BRAFLDRAFT_266781.1.2.m.24880",61.06805,55.7935,69.54965,59.1611,68.32775,66.64005,60.1236
2,"3","CHOYP_BRAFLDRAFT_74063.1.5.m.2740",37.256,39.01795,47.1555,57.8745,53.27895,77.62115,68.8137
2,"3","CHOYP_BRAFLDRAFT_91441.1.1.m.47971",17.4971,38.38745,67.8297,62.41405,62.9525,52.90255,55.4939
2,"3","CHOYP_CAH2.1.1.m.42306",32.88185,28.50685,46.239,48.6701,62.4325,66.3956,67.6596
15,"3","CHOYP_CALM.22.50.m.31010",33.2019,35.5408,14.19735,0.1,242.6491,56.0522,49.0406
3,"3","CHOYP_CALM.35.50.m.49987",66.95375,68.06625,61.38105,68.42445,57.51675,73.19545,44.45025
4,"3","CHOYP_CATB.1.2.m.5440",247.83465,255.9161,212.4263,148.92775,135.00225,204.8425,176.3398
47,"3","CHOYP_CDPK5.1.1.m.6214",116.35095,157.4112,338.81155,341.3615,204.79915,317.1796,253.7249
2,"3","CHOYP_CG14207.1.1.m.41523",38.3905,55.4782,37.2575,41.91785,45.10245,74.5586,47.32665
2,"3","CHOYP_contig_004993.m.5721",7.97005,3.89935,11.653,36.67355,24.71695,17.3834,47.60125
3,"3","CHOYP_contig_024697.m.28081",98.2029,71.8899,49.5134,96.2059,93.08755,34.15735,62.60275
3,"3","CHOYP_contig_026567.m.30260",48.3691,50.82965,68.1513,99.0282,122.09425,95.75455,110.86825
2,"3","CHOYP_contig_027060.m.30790",50.35635,52.93005,62.2567,60.725,49.37275,84.8698,69.9012
47,"3","CHOYP_contig_041958.m.48141",118.6971,125.73595,288.43815,334.24525,248.58245,288.91665,225.8463
16,"3","CHOYP_CYC.1.5.m.5663",26.8026,43.04125,43.35265,82.0466,128.57835,160.82765,177.9305
2,"3","CHOYP_DLAT.1.1.m.64812",60.9257,63.9854,62.3258,69.97825,61.6978,72.3133,72.241
2,"3","CHOYP_DNPH1.1.1.m.28418",60.84315,61.70075,62.22855,55.4788,55.7884,55.9629,59.51585
2,"3","CHOYP_DSIM_GD24875.1.1.m.66201",22.78395,56.49475,60.04015,23.2102,13.3981,0.1,0.1
3,"3","CHOYP_DVIR_GJ21252.1.1.m.10086",114.45085,107.76365,95.9049,90.3221,101.67625,102.25095,103.584
17,"3","CHOYP_EF1A.2.4.m.50858",559.1337,592.91925,671.2199,625.9092,638.5678,813.5562,814.2211
2,"3","CHOYP_EF1A.3.4.m.63416",65.7693,56.6984,70.77655,52.78715,71.05765,48.9272,55.16865
3,"3","CHOYP_EIF3I.1.1.m.56504",50.78125,50.4617,50.81045,61.54145,68.47115,79.479,65.33785
19,"3","CHOYP_EIF5A.1.3.m.22684",202.0064,352.3577,380.49725,273.24535,269.13555,363.8985,240.5233
2,"3","CHOYP_ELOC.1.1.m.1299",67.18385,64.71275,61.2479,59.78385,64.92425,68.8311,72.42415
1,"3","CHOYP_ENO.1.2.m.7681",154.4307,168.42915,156.00445,141.5826,161.44515,205.88405,186.4109
2,"3","CHOYP_FABP7.2.2.m.29096",0.1,7.57035,19.0129,32.06865,52.29585,90.14285,46.92605
2,"3","CHOYP_FLNA.2.6.m.11845",0.98865,0.5269,74.4623,37.8434,2.28805,55.62715,1.03215
1,"3","CHOYP_GST7.1.1.m.59335",123.6369,191.6692,151.0817,85.10795,85.4568,58.64795,60.6882
3,"3","CHOYP_GSTO2.1.1.m.36486",63.76055,65.2838,61.8788,61.07105,53.32385,82.63025,79.37055
3,"3","CHOYP_HN1L.2.2.m.9837",88.4293,98.6807,69.8719,59.23545,45.0957,96.3798,74.16265
1,"3","CHOYP_HSP7D.2.3.m.34782",114.974,126.9403,171.74285,117.95255,168.5778,207.90135,160.4684
3,"3","CHOYP_ISCW_ISCW001592.1.2.m.20852",72.6043,53.80155,59.5672,74.13475,60.94165,62.0628,53.37585
2,"3","CHOYP_KCY.1.1.m.29973",40.33145,63.6239,48.0216,76.47595,42.04945,78.4603,57.1457
18,"3","CHOYP_LDLR.6.7.m.57984",75.22025,81.71735,156.55645,204.01965,345.0764,207.1013,136.1998
3,"3","CHOYP_LOC100168945.1.1.m.37004",107.5204,102.4021,104.264,103.41805,107.9278,102.2513,132.8009
2,"3","CHOYP_LOC100211409.1.1.m.4742",32.04495,46.3082,46.7362,25.647,16.7977,40.07425,91.15755
2,"3","CHOYP_LOC100366787.1.1.m.65795",92.3365,66.70595,57.59705,63.85865,51.23985,46.7926,35.0115
2,"3","CHOYP_LOC100367201.2.2.m.61573",64.7319,58.4454,46.98375,49.3507,58.1887,61.73015,37.5716
2,"3","CHOYP_LOC100370747.1.1.m.28315",51.7362,55.1727,73.4917,75.3613,66.2726,72.48885,83.3397
2,"3","CHOYP_LOC100371236.1.1.m.62865",59.50635,51.819,68.83345,77.11845,75.4137,69.9267,59.273
3,"3","CHOYP_LOC100376457.1.2.m.11537",57.82445,67.2882,63.0757,64.07995,69.154,78.8635,86.34565
3,"3","CHOYP_LOC100533521.2.2.m.52097",84.26195,77.36905,97.33525,106.33325,102.9474,78.7922,154.5444
2,"3","CHOYP_LOC100699093.1.1.m.20134",69.26165,64.6397,59.8332,64.1115,59.94365,71.92165,68.93215
22,"3","CHOYP_LOC100699383.1.1.m.63490",151.9164,167.74565,214.8679,187.204,250.16115,441.3681,159.66895
2,"3","CHOYP_LOC100710670.2.2.m.45011",67.8551,59.07755,55.3003,64.82935,63.09435,78.75975,61.03525
2,"3","CHOYP_LOC100711559.1.1.m.10313",51.11685,46.5218,46.82915,61.03385,49.6907,37.17375,37.7152
2,"3","CHOYP_LOC100727208.1.1.m.9366",74.0683,55.6508,42.11675,60.45025,65.3911,30.5786,74.7245
3,"3","CHOYP_LOC100862999.1.1.m.11759",135.8972,108.06035,75.81055,103.76295,101.24885,122.54865,135.3682
33,"3","CHOYP_LOC100890099.1.1.m.11505",328.4778,0.1,0.1,0.1,399.37935,0.1,0.1
4,"3","CHOYP_LOC100903522.1.3.m.2296",181.1159,159.1001,242.87365,228.2578,185.9719,243.9528,268.7364
2,"3","CHOYP_LOC101040300.1.2.m.6533",60.7435,55.0928,62.42775,54.6285,62.3906,66.20035,66.40635
18,"3","CHOYP_LOC101072646.1.1.m.8800",109.4635,133.43575,197.0244,180.9229,279.45035,273.36825,153.9401
23,"3","CHOYP_LOC101156984.2.2.m.22956",429.62335,475.48035,390.79095,452.0377,434.48045,450.16025,369.9468
2,"3","CHOYP_LOC101157371.3.3.m.51109",26.3606,44.47595,35.07235,60.81375,61.46505,68.1714,43.78625
24,"3","CHOYP_LOC101169658.2.3.m.20752",3.40875,8.2151,58.0008,188.02175,212.2051,371.88895,343.9124
25,"3","CHOYP_LOC101173335.4.4.m.49816",182.6314,74.04785,57.98815,58.2571,163.1489,183.0191,168.2268
19,"3","CHOYP_LOC587133.1.1.m.61281",298.17555,365.99355,410.38745,303.24275,334.5834,379.27185,287.51045
2,"3","CHOYP_LOC658895.1.1.m.20262",63.7875,60.3686,71.6763,58.16865,61.02605,68.439,72.8067
1,"3","CHOYP_LOC660560.1.4.m.31036",84.2122,99.0184,120.48365,114.94305,126.16195,174.24495,100.45835
29,"3","CHOYP_LOC752782.1.1.m.53937",0.1,255.1912,439.6172,0.1,0.1,0.1,0.1
42,"3","CHOYP_LOC754102.1.1.m.57578",727.5924,194.2018,196.68555,413.94255,166.4163,215.3891,99.74995
2,"3","CHOYP_LRP5.1.3.m.18025",53.85565,54.85595,62.9643,51.2124,44.12805,46.7058,59.3314
3,"3","CHOYP_MDHC.1.1.m.57053",101.15255,89.46845,106.35345,108.30365,136.21565,128.4354,92.4813
3,"3","CHOYP_MGC89016.1.2.m.76",57.8242,58.21625,59.83615,56.2155,71.1647,79.90815,78.4931
26,"3","CHOYP_MLE.1.9.m.15462",332.974,405.21395,268.20645,217.60245,297.9735,423.1871,279.31435
1,"3","CHOYP_MYS.4.7.m.18188",141.88085,162.82165,168.01925,164.15425,158.0989,178.9106,180.6226
27,"3","CHOYP_MYSP.1.9.m.1097",364.6204,79.74485,47.1293,188.0331,99.6236,250.0452,132.43355
28,"3","CHOYP_MYSP.4.9.m.2302",259.19385,853.89705,992.7304,784.781,851.46595,477.3096,1014.5178
4,"3","CHOYP_MYSP.8.9.m.44813",161.40425,203.59025,192.5266,210.51245,207.6088,172.4519,239.55005
2,"3","CHOYP_NEMVEDRAFT_V1G232294.1.1.m.22465",48.8753,54.9409,59.3429,70.73015,66.9904,66.68605,81.1214
2,"3","CHOYP_NEMVEDRAFT_V1G236573.2.2.m.47233",62.37105,49.4832,49.93445,37.4311,37.70985,39.89625,63.30035
31,"3","CHOYP_NEMVEDRAFT_V1G242065.1.1.m.21817",383.3097,330.5441,388.00225,502.85645,414.7447,458.4088,452.8544
2,"3","CHOYP_NPC2.5.7.m.30911",57.6518,62.96075,44.60195,46.80265,43.1648,58.61545,71.50175
7,"3","CHOYP_NPC2.6.7.m.31030",87.8344,173.0241,252.0057,269.33205,363.95865,262.2899,273.89035
14,"3","CHOYP_ODC1.1.1.m.12032",78.64235,93.95235,73.22525,67.5008,109.3485,219.2904,83.57345
2,"3","CHOYP_OLA1.2.2.m.28588",58.30735,53.5049,68.6946,63.71855,62.937,68.23135,60.8243
36,"3","CHOYP_PAN2.1.1.m.44691",373.3665,507.825,0.1,479.97415,0.1,300.49035,0.1
3,"3","CHOYP_PAN2.1.1.m.44693",23.562,41.5818,95.46415,47.2394,53.1107,39.1313,67.93225
3,"3","CHOYP_PCKG.1.2.m.43785",116.0113,97.49695,96.5534,95.32455,86.96695,102.7659,143.6275
4,"3","CHOYP_PHUM_PHUM289860.1.1.m.44779",190.77385,187.8745,198.82895,214.75525,206.31775,199.0615,270.1265
37,"3","CHOYP_PRP6.2.2.m.34365",111.52565,126.77505,137.33525,143.5327,0.1,0.1,0.1
2,"3","CHOYP_PSA.1.1.m.27259",57.84705,59.7481,65.411,67.42915,65.0744,70.19065,68.08925
2,"3","CHOYP_RBBP4.1.1.m.62913",58.5008,53.9678,68.74675,66.2882,48.71055,66.7187,61.144
3,"3","CHOYP_RL10A.1.2.m.7633",94.4408,108.2056,61.8349,36.3662,65.2041,27.9131,115.24625
2,"3","CHOYP_RL18A.6.8.m.61646",42.80165,46.4227,80.54005,32.1935,42.006,78.7526,28.50455
3,"3","CHOYP_RL40.1.7.m.3623",47.9366,54.8355,60.98365,57.99055,94.9503,58.8634,63.61495
38,"3","CHOYP_RLA1.5.12.m.15482",0.1,0.1,204.6253,112.90785,123.0219,0.1,0.1
1,"3","CHOYP_RS16.1.5.m.29365",105.67295,108.8224,106.0071,93.03275,123.3088,123.0374,111.29
14,"3","CHOYP_RS3A.4.15.m.15367",136.9162,137.98365,88.8072,97.0305,87.3261,172.1084,25.15805
3,"3","CHOYP_RS4.3.11.m.15465",9.84135,31.0485,34.3459,71.0229,46.8738,94.25635,55.53835
9,"3","CHOYP_RS5.1.2.m.146",97.63145,112.8553,208.83265,141.9722,120.99615,189.19215,294.8516
2,"3","CHOYP_RS6.10.12.m.44863",46.4308,49.3528,74.61725,75.1435,64.32135,71.4625,80.76685
2,"3","CHOYP_SC31A.1.2.m.8241",59.85105,65.9412,53.80155,56.6563,48.3676,51.31125,56.7975
2,"3","CHOYP_SELD.1.2.m.8600",51.29945,63.1034,56.6995,72.36845,67.4032,61.70595,75.1894
3,"3","CHOYP_SMP_051990.7.7.m.57569",82.0493,96.37085,97.2248,107.2355,116.16995,100.52705,112.3636
2,"3","CHOYP_SMP_194720.1.1.m.53496",53.3845,52.56535,57.49555,59.32765,61.2116,68.5741,78.74505
2,"3","CHOYP_SPTCA.1.2.m.1905",25.59665,26.1025,64.45,68.44545,64.5489,74.06255,0.1
10,"3","CHOYP_TAGL3.1.1.m.31031",271.90145,284.47355,273.5725,236.9143,269.42295,339.82105,264.21265
41,"3","CHOYP_TBA.1.6.m.12217",441.20555,544.12625,198.43425,143.3838,112.79015,16.7105,280.26985
40,"3","CHOYP_TBA1A.2.4.m.19573",0.1,108.6418,115.5204,0.1,0.1,0.1,0.1
39,"3","CHOYP_TBA2.1.1.m.955",329.57535,257.928,219.92985,199.71705,228.9927,191.1755,77.0967
44,"3","CHOYP_TBB4B.1.7.m.12262",290.5583,333.21015,548.0101,588.66265,448.0418,315.0938,435.76855
43,"3","CHOYP_TBB4B.7.7.m.63980",549.2633,428.7215,242.1056,247.93235,220.68445,384.00315,308.5597
2,"3","CHOYP_TEMPT.1.3.m.4934",4.10335,15.5828,27.41575,53.398,20.99135,74.89815,80.50545
3,"3","CHOYP_TPM.17.19.m.63919",0.1,0.1,87.95335,86.9468,77.24905,81.6865,74.9678
45,"3","CHOYP_TPM.18.19.m.66023",88.92355,91.4025,5.8748,6.20985,0.1,0.1,70.76315
3,"3","CHOYP_TPM.7.19.m.15554",120.0044,2.2794,105.24525,110.6422,111.4712,71.48195,0.1
46,"3","CHOYP_TRIADDRAFT_57086.1.1.m.25271",283.9452,358.1622,350.48735,254.32635,353.78955,218.18475,321.19135
3,"3","CHOYP_UCHL.1.1.m.29303",125.549,120.95665,90.79005,110.4345,118.98775,107.5366,143.8206
11,"3","CHOYP_VOLCADRAFT_93060.2.2.m.26741",572.0971,508.734,251.0703,211.39365,230.9109,251.0353,185.57225
2,"3","CHOYP_YAHB.1.1.m.25422",60.7435,65.41405,48.64585,29.31065,47.6959,54.5615,56.9378
1,"9","CHOYP_14332.1.2.m.5643",98.67095,132.3968,149.3615,136.29685,154.2391,58.72215,175.0944
14,"9","CHOYP_14332.2.2.m.61737",103.18375,107.2649,62.66285,61.34945,51.14335,205.9016,34.8846
3,"9","CHOYP_2AAA.1.1.m.13306",60.4283,71.56105,68.2876,72.6359,74.9676,75.74755,72.25215
69,"9","CHOYP_ABCF2.1.2.m.28362",381.0581,394.90065,427.17515,461.9663,335.74685,268.42145,467.2112
59,"9","CHOYP_ACT.23.27.m.58454",234.6437,0.1,102.60505,250.12515,115.95735,261.9099,0.1
2,"9","CHOYP_ACT.5.27.m.15585",0.1,0.1,0.1,0.1,0.1,0.1,0.1
2,"9","CHOYP_ACT.6.27.m.15622",0.1,0.1,0.1,0.1,0.1,0.1,0.1
67,"9","CHOYP_ACT3.3.3.m.66907",325.8941,251.1409,238.72395,210.52075,334.80975,214.8842,327.81
2,"9","CHOYP_ACT3A.1.1.m.25943",54.5923,55.58325,60.00605,56.81375,82.4713,38.57225,54.38425
3,"9","CHOYP_ARPC2.1.1.m.50573",53.82485,56.50075,57.29055,48.44345,62.4157,86.06725,76.1281
4,"9","CHOYP_ATPB.1.1.m.21960",228.9379,249.794,209.6934,177.6311,237.76145,185.21515,206.7159
53,"9","CHOYP_BRAFLDRAFT_114866.4.5.m.35627",421.346,370.8376,436.9669,332.88915,300.30495,281.96875,292.66465
3,"9","CHOYP_BRAFLDRAFT_125880.1.3.m.7081",91.68575,125.69385,118.524,115.93735,109.5748,101.06035,71.45685
52,"9","CHOYP_BRAFLDRAFT_127065.6.7.m.30727",332.54005,503.55835,129.41815,60.6951,37.78655,49.17855,28.594
3,"9","CHOYP_BRAFLDRAFT_204736.2.2.m.63327",65.56065,61.87515,69.0164,80.5989,59.25495,50.2844,74.93805
45,"9","CHOYP_BRAFLDRAFT_208436.4.32.m.22689",65.48135,133.4708,0.1,0.1,53.8612,64.92035,50.3747
3,"9","CHOYP_BRAFLDRAFT_266781.1.2.m.24880",61.06805,66.42525,76.43185,62.55825,72.36805,66.23415,57.7344
3,"9","CHOYP_BRAFLDRAFT_74063.1.5.m.2740",37.256,37.9038,49.68305,62.8534,78.8028,87.45325,64.58225
3,"9","CHOYP_BRAFLDRAFT_91441.1.1.m.47971",17.4971,57.35995,60.8193,61.32845,68.8215,62.16205,74.5802
3,"9","CHOYP_CAH2.1.1.m.42306",32.88185,40.1241,52.3501,65.78905,72.99425,70.53225,65.6129
2,"9","CHOYP_CALM.22.50.m.31010",33.2019,0.1,48.46785,40.55295,46.87475,68.92165,14.9456
2,"9","CHOYP_CALM.35.50.m.49987",66.95375,49.1574,45.2129,53.9673,47.2089,49.3229,51.5836
8,"9","CHOYP_CATB.1.2.m.5440",247.83465,237.2437,156.656,161.0039,184.9553,192.8249,153.3784
79,"9","CHOYP_CDPK5.1.1.m.6214",116.35095,259.21375,240.36805,191.3649,342.59325,351.29995,298.463
3,"9","CHOYP_CG14207.1.1.m.41523",38.3905,47.403,48.1258,46.5893,72.4938,75.6432,65.58115
3,"9","CHOYP_contig_004993.m.5721",7.97005,12.15125,44.14705,91.7976,58.9486,57.05615,79.31845
2,"9","CHOYP_contig_024697.m.28081",98.2029,63.92535,64.6889,80.9203,29.0872,43.21655,62.77965
16,"9","CHOYP_contig_026567.m.30260",48.3691,58.1561,62.7291,90.60615,116.17405,169.905,135.88
3,"9","CHOYP_contig_027060.m.30790",50.35635,62.85475,57.9488,66.6194,84.68945,75.63485,59.25685
78,"9","CHOYP_contig_041958.m.48141",118.6971,173.0308,330.16185,417.46555,296.95655,287.7274,418.39595
3,"9","CHOYP_CYC.1.5.m.5663",26.8026,86.36235,132.72685,48.78235,170.06305,88.62175,62.47555
3,"9","CHOYP_DLAT.1.1.m.64812",60.9257,66.42315,71.7773,72.64385,65.59115,69.47585,54.3194
3,"9","CHOYP_DNPH1.1.1.m.28418",60.84315,71.64585,63.3259,77.69665,54.18485,70.51205,44.78015
40,"9","CHOYP_DSIM_GD24875.1.1.m.66201",22.78395,122.6062,92.9867,27.6018,10.3443,10.8075,6.6216
1,"9","CHOYP_DVIR_GJ21252.1.1.m.10086",114.45085,116.45805,111.47895,97.81235,137.47265,108.86235,114.128
55,"9","CHOYP_EF1A.2.4.m.50858",559.1337,739.42795,731.18665,710.73345,784.8577,746.1566,708.48805
3,"9","CHOYP_EF1A.3.4.m.63416",65.7693,70.42275,76.0791,54.5587,54.8995,53.2752,55.0958
2,"9","CHOYP_EIF3I.1.1.m.56504",50.78125,45.2126,52.17435,57.7621,75.5315,57.7104,44.29035
46,"9","CHOYP_EIF5A.1.3.m.22684",202.0064,311.9791,287.03825,194.38305,305.7476,245.66555,292.33845
3,"9","CHOYP_ELOC.1.1.m.1299",67.18385,76.87115,83.2484,55.9538,53.1785,64.7506,58.41185
4,"9","CHOYP_ENO.1.2.m.7681",154.4307,148.02745,182.30925,208.96075,184.8943,208.1377,194.5305
3,"9","CHOYP_FABP7.2.2.m.29096",0.1,12.0017,34.53235,57.123,70.605,103.99755,74.49135
3,"9","CHOYP_FLNA.2.6.m.11845",0.98865,77.60375,1.6348,93.08815,45.25935,64.52485,93.7741
3,"9","CHOYP_GST7.1.1.m.59335",123.6369,101.21115,106.5251,78.26165,62.53545,53.4011,53.63915
2,"9","CHOYP_GSTO2.1.1.m.36486",63.76055,68.93415,56.7422,38.6141,67.4178,79.05825,55.6458
2,"9","CHOYP_HN1L.2.2.m.9837",88.4293,66.31275,48.83395,16.9625,71.4331,59.21635,37.0392
4,"9","CHOYP_HSP7D.2.3.m.34782",114.974,146.89205,182.0329,199.51815,201.44025,175.804,206.88285
2,"9","CHOYP_ISCW_ISCW001592.1.2.m.20852",72.6043,70.4429,63.80825,78.57755,59.04735,34.464,46.8567
3,"9","CHOYP_KCY.1.1.m.29973",40.33145,87.5807,54.3958,104.3822,94.0673,110.803,80.0898
1,"9","CHOYP_LDLR.6.7.m.57984",75.22025,121.05345,158.9252,144.39065,203.88955,194.41465,118.6063
1,"9","CHOYP_LOC100168945.1.1.m.37004",107.5204,117.01925,119.3963,119.79955,107.06735,107.57115,119.67045
3,"9","CHOYP_LOC100211409.1.1.m.4742",32.04495,25.63555,80.61835,72.1983,87.1277,83.46505,70.49535
3,"9","CHOYP_LOC100366787.1.1.m.65795",92.3365,53.67075,58.06445,59.95765,59.25775,54.6123,52.61745
3,"9","CHOYP_LOC100367201.2.2.m.61573",64.7319,69.96395,53.31085,58.83905,64.1162,40.3165,64.5236
3,"9","CHOYP_LOC100370747.1.1.m.28315",51.7362,77.0122,72.9802,60.46815,78.12135,73.22225,57.11025
3,"9","CHOYP_LOC100371236.1.1.m.62865",59.50635,59.3783,80.4113,63.82995,65.34575,64.36585,57.0243
2,"9","CHOYP_LOC100376457.1.2.m.11537",57.82445,49.01775,76.6317,67.2751,61.1283,74.42265,55.1688
1,"9","CHOYP_LOC100533521.2.2.m.52097",84.26195,73.50565,123.6117,141.14,106.093,119.32145,160.31695
3,"9","CHOYP_LOC100699093.1.1.m.20134",69.26165,63.85145,74.97185,64.2688,77.80425,71.5436,65.76365
56,"9","CHOYP_LOC100699383.1.1.m.63490",151.9164,199.6737,246.7877,172.79125,461.85975,425.6754,177.00385
3,"9","CHOYP_LOC100710670.2.2.m.45011",67.8551,64.61495,69.92925,61.08085,90.2672,84.48005,76.4064
3,"9","CHOYP_LOC100711559.1.1.m.10313",51.11685,46.23945,65.41655,86.17205,57.0898,53.194,67.9979
3,"9","CHOYP_LOC100727208.1.1.m.9366",74.0683,67.8275,73.20885,68.25225,97.0933,79.9398,51.65405
1,"9","CHOYP_LOC100862999.1.1.m.11759",135.8972,121.0161,115.70095,152.54295,125.77095,134.83555,115.54135
66,"9","CHOYP_LOC100890099.1.1.m.11505",328.4778,0.1,88.20305,219.74785,0.1,416.6036,0.1
5,"9","CHOYP_LOC100903522.1.3.m.2296",181.1159,265.46915,175.40645,232.59085,253.4103,217.14365,281.378
3,"9","CHOYP_LOC101040300.1.2.m.6533",60.7435,54.52605,70.5721,69.3415,79.3424,74.72465,67.7631
57,"9","CHOYP_LOC101072646.1.1.m.8800",109.4635,154.01955,259.43175,277.0791,177.08655,102.90055,128.20075
20,"9","CHOYP_LOC101156984.2.2.m.22956",429.62335,426.9364,464.97635,492.59345,465.04785,499.26,438.7492
3,"9","CHOYP_LOC101157371.3.3.m.51109",26.3606,36.90825,53.7953,88.00605,101.0235,83.4096,72.42165
58,"9","CHOYP_LOC101169658.2.3.m.20752",3.40875,36.4086,142.48055,316.166,380.10125,445.35895,533.59615
59,"9","CHOYP_LOC101173335.4.4.m.49816",182.6314,0.1,82.0958,171.43925,177.58445,214.32635,0.1
60,"9","CHOYP_LOC587133.1.1.m.61281",298.17555,231.0322,384.48075,344.3579,386.66005,395.00455,523.60335
3,"9","CHOYP_LOC658895.1.1.m.20262",63.7875,74.00385,73.73985,74.61835,75.7317,59.2471,71.4322
3,"9","CHOYP_LOC660560.1.4.m.31036",84.2122,95.8604,119.0875,121.1061,129.82575,125.8774,116.8877
64,"9","CHOYP_LOC752782.1.1.m.53937",0.1,568.72235,328.73155,0.1,197.9363,0.1,266.4716
73,"9","CHOYP_LOC754102.1.1.m.57578",727.5924,559.59835,369.94445,268.22635,280.1185,505.8474,332.79735
3,"9","CHOYP_LRP5.1.3.m.18025",53.85565,74.73465,68.59725,77.2316,60.85035,64.07985,89.73365
1,"9","CHOYP_MDHC.1.1.m.57053",101.15255,109.686,110.9824,92.4763,129.7466,144.41825,138.65565
2,"9","CHOYP_MGC89016.1.2.m.76",57.8242,65.3837,64.9197,81.04585,63.8723,76.4635,71.841
50,"9","CHOYP_MLE.1.9.m.15462",332.974,292.4514,310.5932,280.68625,396.64855,451.3902,311.47925
4,"9","CHOYP_MYS.4.7.m.18188",141.88085,180.7544,183.19635,175.8307,191.9963,211.79105,211.19245
62,"9","CHOYP_MYSP.1.9.m.1097",364.6204,92.97375,240.02425,46.3273,361.8968,360.46315,554.6728
63,"9","CHOYP_MYSP.4.9.m.2302",259.19385,1147.50595,569.57415,1208.58315,434.48165,556.2715,627.3832
61,"9","CHOYP_MYSP.8.9.m.44813",161.40425,111.63405,241.6663,240.88295,195.80085,176.1415,0.1
3,"9","CHOYP_NEMVEDRAFT_V1G232294.1.1.m.22465",48.8753,74.5866,58.1167,74.0653,64.56625,80.8022,52.76605
3,"9","CHOYP_NEMVEDRAFT_V1G236573.2.2.m.47233",62.37105,67.19865,68.68745,62.28105,38.8068,56.4505,51.1428
65,"9","CHOYP_NEMVEDRAFT_V1G242065.1.1.m.21817",383.3097,380.6822,413.1722,411.75135,552.68855,515.97005,565.067
3,"9","CHOYP_NPC2.5.7.m.30911",57.6518,39.1573,59.0566,60.7125,73.2115,84.63235,69.0604
49,"9","CHOYP_NPC2.6.7.m.31030",87.8344,229.2927,356.49655,315.0711,266.57065,215.0872,262.5272
3,"9","CHOYP_ODC1.1.1.m.12032",78.64235,67.2318,103.55435,61.0678,196.3316,142.77665,65.88665
3,"9","CHOYP_OLA1.2.2.m.28588",58.30735,72.03585,73.09335,67.3595,66.0591,61.23245,65.24765
68,"9","CHOYP_PAN2.1.1.m.44691",373.3665,441.7236,0.1,0.1,296.0909,964.1086,0.1
2,"9","CHOYP_PAN2.1.1.m.44693",23.562,56.1644,17.07925,67.07615,0.1,0.1,125.55935
1,"9","CHOYP_PCKG.1.2.m.43785",116.0113,101.1462,117.8268,108.9759,116.1839,127.0171,140.08805
5,"9","CHOYP_PHUM_PHUM289860.1.1.m.44779",190.77385,218.49215,248.4214,255.32345,236.07705,263.4231,305.94795
45,"9","CHOYP_PRP6.2.2.m.34365",111.52565,103.5642,0.1,58.6853,0.1,0.1,0.1
3,"9","CHOYP_PSA.1.1.m.27259",57.84705,65.51415,73.9508,66.538,69.3468,74.9415,65.43095
3,"9","CHOYP_RBBP4.1.1.m.62913",58.5008,67.0933,64.3764,58.86465,82.92795,55.0064,60.73925
2,"9","CHOYP_RL10A.1.2.m.7633",94.4408,109.0877,50.25475,34.09725,78.3594,28.1339,50.97635
3,"9","CHOYP_RL18A.6.8.m.61646",42.80165,57.1633,67.58545,55.11965,79.2662,106.0635,53.26215
2,"9","CHOYP_RL40.1.7.m.3623",47.9366,57.8861,49.3937,65.359,60.16,46.3873,59.79385
