"clust.class","Freq"
"1",15836
"2",57
"3",8
"4",2
"5",2
"6",1
"7",6
"8",6
"9",2
"10",1
"11",3
"12",1
"13",1
"14",1
"15",1
"16",1
"17",2
"18",1
"19",2
"20",1
"21",1
"22",1
"23",4
"24",2
"25",3
"26",1
"27",1
"28",1
"29",1
"30",1
"31",1
"32",1
"33",1
"34",1
"35",1
