"ID","Cluster","Silo","D0","D3","D5","D7","D9","D11","D13","Gene.names"
"CHOYP_BRAFLDRAFT_93030.1.1.m.29276",1,"9",0.1,0.1,0.1,0.1,0.8498,0.89365,0.79795,"Sptbn1 Elf Spnb-2 Spnb2 Sptb2"
"CHOYP_BRAFLDRAFT_93247.1.1.m.7558",1,"9",1.28885,0.1,0.1,0.1,0.1,0.1,0.1,"None"
"CHOYP_BRAFLDRAFT_93247.1.1.m.7558",1,"3",1.28885,1.24365,0.1,0.1,0.1,0.1,0.1,"None"
"CHOYP_BRAFLDRAFT_93411.1.3.m.13317",1,"3",1.67605,1.6167,0.6911,1.3307,1.07235,1.4529,2.16485,"TJP3 ZO3"
"CHOYP_BRAFLDRAFT_93411.1.3.m.13317",1,"9",1.67605,0.1,1.43295,1.9788,3.7911,1.13815,3.24465,"TJP3 ZO3"
"CHOYP_BRAFLDRAFT_93411.3.3.m.54402",1,"3",1.2296,1.18655,0.5151,0.96535,1.69785,2.06345,1.57045,"TJP1 ZO1"
"CHOYP_BRAFLDRAFT_93411.3.3.m.54402",1,"9",1.2296,2.20945,1.0395,1.43555,2.75025,0.8394,2.35385,"TJP1 ZO1"
"CHOYP_BRAFLDRAFT_93856.2.6.m.20593",1,"3",0.1,0.1,0.1,2.50885,0.1,0.1,0.1,"None"
"CHOYP_BRAFLDRAFT_93856.2.6.m.20593",1,"9",0.1,0.1,2.712,3.04355,1.3519,0.1,0.1,"None"
"CHOYP_BRAFLDRAFT_93876.1.1.m.8885",1,"3",1.17305,0.1,0.1,1.2206,1.2268,2.47225,1.54645,"DMAP1 KIAA1425"
"CHOYP_BRAFLDRAFT_93876.1.1.m.8885",1,"9",1.17305,1.1987,0.1,0.1,2.4368,1.27915,0.1,"DMAP1 KIAA1425"
"CHOYP_BRAFLDRAFT_94906.1.1.m.59345",1,"9",20.7073,21.0821,22.83065,25.0811,30.11245,31.40805,28.3702,"djr-1.1 B0432.2"
"CHOYP_BRAFLDRAFT_94906.1.1.m.59345",1,"3",20.7073,24.9398,25.1202,18.43805,29.4034,25.3666,24.04525,"djr-1.1 B0432.2"
"CHOYP_BRAFLDRAFT_95073.3.9.m.27326",1,"9",0.1,0.1,0.1,0.65825,0.1,0.1,0.1,"None"
"CHOYP_BRAFLDRAFT_95073.3.9.m.27326",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"None"
"CHOYP_BRAFLDRAFT_95739.1.2.m.53575",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"Lrig1"
"CHOYP_BRAFLDRAFT_95739.1.2.m.53575",1,"9",0.1,0.1,0.5515,0.1,0.1,0.1,0.1,"Lrig1"
"CHOYP_BRAFLDRAFT_95739.2.2.m.57592",1,"9",0.1,0.1,1.8801,0.1,0.1,0.1,0.1,"None"
"CHOYP_BRAFLDRAFT_95739.2.2.m.57592",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"None"
"CHOYP_BRAFLDRAFT_95868.1.2.m.56034",1,"9",0.1,0.1,2.0275,2.2136,0.1,0.1,0.1,"None"
"CHOYP_BRAFLDRAFT_95868.1.2.m.56034",1,"3",0.1,0.1,0.1,7.2463,0.1,0.1,0.1,"None"
"CHOYP_BRAFLDRAFT_96254.1.1.m.47860",1,"9",7.6355,3.32485,2.3962,1.36585,2.30585,2.4036,4.32625,"Dfna5 Dfna5h"
"CHOYP_BRAFLDRAFT_96254.1.1.m.47860",1,"3",7.6355,4.20245,2.19415,1.18375,1.18975,1.223,7.237,"Dfna5 Dfna5h"
"CHOYP_BRAFLDRAFT_96598.1.1.m.54770",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,1.81765,"Tspan7 Mxs1 Tm4sf2"
"CHOYP_BRAFLDRAFT_96598.1.1.m.54770",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"Tspan7 Mxs1 Tm4sf2"
"CHOYP_BRAFLDRAFT_97410.1.3.m.34739",1,"3",0.1,3.54715,0.1,0.1,0.1,0.1,0.1,"None"
"CHOYP_BRAFLDRAFT_97410.1.3.m.34739",1,"9",0.1,0.1,0.1,0.1,0.1,4.00255,3.62115,"None"
"CHOYP_BRAFLDRAFT_97676.1.1.m.62102",1,"3",0.83765,0.80895,1.525,1.60345,1.61535,0.1,0.1,"VPS52 SACM2L"
"CHOYP_BRAFLDRAFT_97676.1.1.m.62102",1,"9",0.83765,1.5987,0.92515,0.1,0.8787,0.1,0.1,"VPS52 SACM2L"
"CHOYP_BRAFLDRAFT_97881.1.1.m.46581",1,"9",8.79765,11.4899,6.88165,4.5622,7.5292,7.8404,8.30585,"SIN3B KIAA0700"
"CHOYP_BRAFLDRAFT_97881.1.1.m.46581",1,"3",8.79765,8.87705,11.36655,6.86795,6.46325,7.3055,5.5577,"SIN3B KIAA0700"
"CHOYP_BRAFLDRAFT_98499.1.1.m.5718",1,"3",1.96185,5.57625,1.9345,0.1,0.1,0.1,0.1,"None"
"CHOYP_BRAFLDRAFT_98499.1.1.m.5718",1,"9",1.96185,0.1,0.1,2.36295,0.1,8.42015,1.9406,"None"
"CHOYP_BRAFLDRAFT_98740.3.7.m.46571",1,"9",0.9865,1.0079,0.1,1.18295,0.1,0.1,0.1,"SCUBE1"
"CHOYP_BRAFLDRAFT_98740.3.7.m.46571",1,"3",0.9865,0.1,0.1,0.1,0.1,0.1,0.1,"SCUBE1"
"CHOYP_BRAFLDRAFT_98740.4.7.m.53694",1,"3",0.1,0.1,0.1,3.4421,3.8977,2.93235,2.0682,"LTBP2 C14orf141 LTBP3"
"CHOYP_BRAFLDRAFT_98740.4.7.m.53694",1,"9",0.1,0.1,0.1,0.92275,4.8351,2.58955,4.51995,"LTBP2 C14orf141 LTBP3"
"CHOYP_BRAFLDRAFT_98740.5.7.m.58200",1,"9",0.1,0.1,1.5697,1.74225,0.1,3.112,0.1,"Adgre1 Emr1 Gpf480"
"CHOYP_BRAFLDRAFT_98740.5.7.m.58200",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"Adgre1 Emr1 Gpf480"
"CHOYP_BRAFLDRAFT_98740.6.7.m.59350",1,"3",3.02655,1.45625,0.77375,1.5422,0.8399,0.8629,0.1,"ANKRD53 QtsA-16406"
"CHOYP_BRAFLDRAFT_98740.6.7.m.59350",1,"9",3.02655,1.5376,0.86895,0.1,0.84705,1.66575,2.2695,"ANKRD53 QtsA-16406"
"CHOYP_BRAFLDRAFT_98740.6.7.m.59351",1,"3",0.1,0.1,0.1,0.1,1.2139,2.5117,0.1,"NID2"
"CHOYP_BRAFLDRAFT_98740.6.7.m.59351",1,"9",0.1,0.1,0.1,1.45345,2.49135,0.1,0.1,"NID2"
"CHOYP_BRAFLDRAFT_98740.7.7.m.65348",1,"9",0.1,0.1,0.82805,5.0826,4.0539,0.1,4.55545,"FBN1"
"CHOYP_BRAFLDRAFT_98740.7.7.m.65348",1,"3",0.1,0.1,0.1,3.22765,5.40355,4.1845,3.2455,"FBN1"
"CHOYP_BRAFLDRAFT_98895.2.2.m.39575",1,"9",0.1,0.1,1.34075,1.46225,0.1,0.1,0.1,"trim71 lin41"
"CHOYP_BRAFLDRAFT_98895.2.2.m.39575",1,"3",0.1,2.23315,0.1,1.21,0.1,0.1,0.1,"trim71 lin41"
"CHOYP_BRAFLDRAFT_98992.1.1.m.62815",1,"9",46.9203,57.02865,51.59405,50.59405,55.11705,50.26335,51.941,"Acadm"
"CHOYP_BRAFLDRAFT_98992.1.1.m.62815",1,"3",46.9203,54.01495,54.4063,61.12515,49.64045,58.3332,69.2223,"Acadm"
"CHOYP_BRAFLDRAFT_99018.1.1.m.14650",1,"9",5.78525,5.8963,6.3911,9.3623,0.1,8.54895,13.45395,"NGR_a02510 y4mH"
"CHOYP_BRAFLDRAFT_99018.1.1.m.14650",1,"3",5.78525,5.5742,7.4923,11.74145,6.1022,0.1,7.68475,"NGR_a02510 y4mH"
"CHOYP_BRAFLDRAFT_99073.1.1.m.18282",1,"9",2.2339,2.2838,0.1,0.1,2.35925,0.1,4.36745,""
"CHOYP_BRAFLDRAFT_99073.1.1.m.18282",1,"3",2.2339,0.1,0.1,0.1,2.2628,2.40525,0.1,""
"CHOYP_BRAFLDRAFT_99083.1.1.m.11705",1,"3",113.4626,78.71115,59.51435,60.31525,60.6757,69.38715,57.2717,"Pacrg"
"CHOYP_BRAFLDRAFT_99083.1.1.m.11705",1,"9",113.4626,60.03645,77.1551,68.8399,67.22245,82.5447,74.59605,"Pacrg"
"CHOYP_BRAFLDRAFT_99539.1.1.m.55866",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,1.5109,"None"
"CHOYP_BRAFLDRAFT_99539.1.1.m.55866",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"None"
"CHOYP_BRAFLDRAFT_99630.3.9.m.20020",1,"9",3.536,0.1,0.542,1.07135,2.33415,4.3954,5.72265,"FGFR3 JTK4"
"CHOYP_BRAFLDRAFT_99630.3.9.m.20020",1,"3",3.536,1.7046,0.4843,0.5093,1.81635,2.40205,1.7601,"FGFR3 JTK4"
"CHOYP_BRAFLDRAFT_99630.5.9.m.36500",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"TYRO3 REK"
"CHOYP_BRAFLDRAFT_99630.5.9.m.36500",1,"3",0.1,0.1,0.1,0.1,0.8788,0.1,0.1,"TYRO3 REK"
"CHOYP_BRAFLDRAFT_99630.9.9.m.62562",1,"9",0.1,0.70715,0.1,0.1,0.1,0.1,0.1,"Egfl7 Cbl20 Megf7"
"CHOYP_BRAFLDRAFT_99630.9.9.m.62562",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"Egfl7 Cbl20 Megf7"
"CHOYP_BRAFLDRAFT_99641.1.1.m.63666",1,"3",2.94285,2.85135,2.8276,0.1,2.9811,3.16975,0.1,"rbm26"
"CHOYP_BRAFLDRAFT_99641.1.1.m.63666",1,"9",2.94285,3.0089,3.19285,7.034,6.1329,0.1,0.1,"rbm26"
"CHOYP_BRAFLDRAFT_99974.1.1.m.25083",1,"3",0.1,0.1,0.1,1.13085,1.17865,0.1,1.4852,"BCO1 BCDO BCDO1 BCMO1"
"CHOYP_BRAFLDRAFT_99974.1.1.m.25083",1,"9",0.1,0.1,1.22015,0.1,3.42225,1.2513,4.28405,"BCO1 BCDO BCDO1 BCMO1"
"CHOYP_BRAP.1.1.m.47862",1,"9",0.93005,0.94055,1.0278,1.1198,0.9805,1.02665,0.1,"BRAP RNF52"
"CHOYP_BRAP.1.1.m.47862",1,"3",0.93005,0.8937,0.89075,0.1,0.1,1.0203,0.1,"BRAP RNF52"
"CHOYP_BRCA2.1.2.m.17660",1,"3",14.31355,4.6626,9.2685,9.745,9.81755,10.41505,0.1,"pclaf paf"
"CHOYP_BRCA2.1.2.m.17660",1,"9",14.31355,14.58825,5.36885,11.58185,10.0981,0.1,4.7602,"pclaf paf"
"CHOYP_BRCC3.1.1.m.66615",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,2.74695,"brcc3 brcc36"
"CHOYP_BRCC3.1.1.m.66615",1,"9",0.1,0.1,6.65765,0.1,0.1,0.1,0.1,"brcc3 brcc36"
"CHOYP_BRD4.1.1.m.55245",1,"9",3.11305,0.50355,0.1,0.1,0.1,1.95065,2.66045,"brd4"
"CHOYP_BRD4.1.1.m.55245",1,"3",3.11305,0.47725,0.4758,0.51225,0.94865,0.52825,0.6409,"brd4"
"CHOYP_BRD8.1.1.m.244",1,"3",3.2071,3.094,3.11635,4.08015,0.8891,3.50185,4.26345,"Brd8"
"CHOYP_BRD8.1.1.m.244",1,"9",3.2071,3.2669,3.5283,2.9254,4.24625,3.5392,2.41095,"Brd8"
"CHOYP_BRX1.1.1.m.30421",1,"3",3.66765,1.79285,3.5021,5.5582,5.59555,5.9297,0.1,"BRIX1 BRIX BXDC2"
"CHOYP_BRX1.1.1.m.30421",1,"9",3.66765,5.51215,4.06945,4.40465,3.8156,2.01985,3.59925,"BRIX1 BRIX BXDC2"
"CHOYP_BT3L4.1.1.m.2144",1,"3",166.49615,166.5921,183.2932,156.9453,180.86295,191.90435,153.03145,"btf3l4 TNeu120e23.1"
"CHOYP_BT3L4.1.1.m.2144",1,"9",166.49615,169.38875,179.47175,147.58925,162.5377,172.75115,121.42525,"btf3l4 TNeu120e23.1"
"CHOYP_BTAF1.2.2.m.55086",1,"3",0.3529,0.6367,0.3486,0.658,0.36745,0.3857,0.1,"BTAF1 TAF172"
"CHOYP_BTAF1.2.2.m.55086",1,"9",0.3529,0.1,0.3791,0.4201,0.3703,0.1,0.1,"BTAF1 TAF172"
"CHOYP_BTKL.1.1.m.55270",1,"9",4.1298,10.2043,13.15875,12.4047,12.26945,7.36445,8.4399,"Grm2 Gprc1b Mglur2"
"CHOYP_BTKL.1.1.m.55270",1,"3",4.1298,5.11305,11.6282,13.22715,11.28565,10.69865,10.96515,"Grm2 Gprc1b Mglur2"
"CHOYP_BTKL.1.1.m.55271",1,"9",9.7201,6.289,4.8402,6.41765,6.5365,7.8079,12.33615,"TEC PSCTK4"
"CHOYP_BTKL.1.1.m.55271",1,"3",9.7201,3.40485,4.2981,6.3273,11.79085,5.7806,9.3811,"TEC PSCTK4"
"CHOYP_BTRC.1.1.m.816",1,"3",1.09775,2.014,2.0286,1.0962,3.20505,1.20525,1.4361,"BTRC BTRCP FBW1A FBXW1A"
"CHOYP_BTRC.1.1.m.816",1,"9",1.09775,2.1266,2.2967,2.5349,2.2102,1.191,0.1,"BTRC BTRCP FBW1A FBXW1A"
"CHOYP_BTZ.1.1.m.45914",1,"3",2.7821,2.68065,5.3778,6.24675,7.4151,6.67305,5.90295,"CASC3 MLN51"
"CHOYP_BTZ.1.1.m.45914",1,"9",2.7821,5.6524,6.10465,5.3901,4.70255,4.89875,4.9812,"CASC3 MLN51"
"CHOYP_BUCC.1.2.m.10972",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,""
"CHOYP_BUCC.1.2.m.10972",1,"9",0.1,1.83845,2.0025,0.1,1.89885,0.1,0.1,""
"CHOYP_BUD31.3.3.m.64519",1,"9",15.2614,15.546,12.5348,18.48535,16.157,25.1828,26.54535,""
"CHOYP_BUD31.3.3.m.64519",1,"3",15.2614,7.3929,7.4148,15.592,7.85405,16.6641,15.22175,""
"CHOYP_BUP1.1.1.m.13641",1,"3",25.912,30.5118,33.5476,21.99325,20.70615,32.92815,26.7435,"UPB1 BUP1"
"CHOYP_BUP1.1.1.m.13641",1,"9",25.912,35.1216,25.2938,27.9167,16.73025,23.77095,22.96035,"UPB1 BUP1"
"CHOYP_BZW1.1.1.m.44089",1,"9",34.00655,37.0893,33.2764,35.35505,34.66955,34.8601,37.57255,"BZW1 RCJMB04_4o16"
"CHOYP_BZW1.1.1.m.44089",1,"3",34.00655,40.96175,38.8569,37.1378,44.9541,35.8215,51.60665,"BZW1 RCJMB04_4o16"
"CHOYP_C10.1.2.m.23678",1,"9",13.28295,9.01665,0.1,0.1,0.1,9.7681,0.1,"Grcc10 C10"
"CHOYP_C10.1.2.m.23678",1,"3",13.28295,8.5394,12.9581,13.47915,9.1107,4.817,0.1,"Grcc10 C10"
"CHOYP_C102A.1.1.m.23591",1,"3",1.1926,1.15095,1.1416,0.1,0.1,1.2761,0.1,"CCDC102A"
"CHOYP_C102A.1.1.m.23591",1,"9",1.1926,1.20625,0.1,0.1,1.2581,2.53865,0.1,"CCDC102A"
"CHOYP_C124A.1.1.m.61913",1,"9",12.93555,5.26675,0.1,0.1,0.1,0.1,0.1,"ccdc124-a"
"CHOYP_C124A.1.1.m.61913",1,"3",12.93555,2.5503,2.5291,0.1,0.1,0.1,0.1,"ccdc124-a"
"CHOYP_C19L1.1.1.m.13954",1,"9",3.20535,2.17585,6.9853,2.59365,5.6562,4.7143,6.423,"cwf19l1 si:ch211-234f20.6 zgc:153338"
"CHOYP_C19L1.1.1.m.13954",1,"3",3.20535,6.182,4.12395,2.18225,3.3163,4.66465,5.6791,"cwf19l1 si:ch211-234f20.6 zgc:153338"
"CHOYP_C1QL2.19.32.m.29743",1,"3",3.6442,6.14695,5.305,6.4897,9.33395,6.9413,4.83575,"Otol1 Gm414"
"CHOYP_C1QL2.19.32.m.29743",1,"9",3.6442,4.63175,7.021,7.73935,5.77985,0.1,0.9687,"Otol1 Gm414"
"CHOYP_C1QL2.32.32.m.64434",1,"9",0.1,0.1,0.1,0.1,3.3695,3.5515,0.1,"None"
"CHOYP_C1QL2.32.32.m.64434",1,"3",0.1,0.1,0.1,0.1,6.4707,3.52885,0.1,"None"
"CHOYP_C1QL4.7.10.m.49245",1,"9",2.94285,2.99205,0.1,3.5497,3.10885,3.2162,5.7852,"None"
"CHOYP_C1QL4.7.10.m.49245",1,"3",2.94285,0.1,2.8276,3.0654,3.0814,0.1,3.89625,"None"
"CHOYP_C1QL4L.3.7.m.5967",1,"9",25.1291,17.0933,9.26385,20.50605,23.679,18.442,28.1497,"caprin2 rng140 si:ch211-11c20.4"
"CHOYP_C1QL4L.3.7.m.5967",1,"3",25.1291,10.78205,32.29545,11.41835,5.7517,0.1,11.14725,"caprin2 rng140 si:ch211-11c20.4"
"CHOYP_C1QL4L.3.7.m.5968",1,"3",23.25975,19.1753,57.7732,37.03655,10.45105,25.36955,0.1,"C1QL4 CTRP11"
"CHOYP_C1QL4L.3.7.m.5968",1,"9",23.25975,57.35705,25.21145,16.0606,42.13795,58.49155,46.31595,"C1QL4 CTRP11"
"CHOYP_C1QL4L.6.7.m.26358",1,"3",6.1376,2.99935,7.4261,3.13135,9.5171,6.69335,8.14445,"None"
"CHOYP_C1QL4L.6.7.m.26358",1,"9",6.1376,1.6066,5.03475,5.57325,4.8632,3.3823,10.72985,"None"
"CHOYP_C1QT3.4.8.m.22821",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,2.2067,"None"
"CHOYP_C1QT3.4.8.m.22821",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"None"
"CHOYP_C1QT4.2.5.m.28767",1,"9",0.1,0.1,1.3006,1.4426,1.2732,1.3339,1.1883,"C1qtnf4"
"CHOYP_C1QT4.2.5.m.28767",1,"3",0.1,0.1,1.1846,0.1,1.25625,1.2914,1.5805,"C1qtnf4"
"CHOYP_C1QT4.3.5.m.46406",1,"3",0.1,0.1,1.9757,0.1,0.1,1.1612,1.38625,"CBLN3"
"CHOYP_C1QT4.3.5.m.46406",1,"9",0.1,0.1,0.1,1.26315,1.1103,0.1,1.0416,"CBLN3"
"CHOYP_C1TC.1.1.m.28294",1,"3",31.40015,26.2488,29.8971,36.97795,41.99055,40.69355,45.61775,"Mthfd1 Mthfd"
"CHOYP_C1TC.1.1.m.28294",1,"9",31.40015,30.7301,37.7369,42.39175,42.5802,49.5993,41.9337,"Mthfd1 Mthfd"
"CHOYP_C2CD5.1.1.m.9675",1,"3",0.5855,0.1,0.1,0.6054,0.1,0.1,0.1,"c2cd5 TGas115n11.1"
"CHOYP_C2CD5.1.1.m.9675",1,"9",0.5855,0.1,0.1,0.70095,0.1,0.1,0.5769,"c2cd5 TGas115n11.1"
"CHOYP_C2D1.1.1.m.8807",1,"9",0.1,0.1,1.27505,1.37095,0.64915,0.67885,3.38255,"l(2)gd1 lgd CG4713"
"CHOYP_C2D1.1.1.m.8807",1,"3",0.1,0.1,1.63845,0.6377,1.82245,1.26605,2.25055,"l(2)gd1 lgd CG4713"
"CHOYP_C3ORF38.1.1.m.59043",1,"9",1.6881,3.3247,3.59075,0.1,0.1,0.1,0.1,"C3orf38"
"CHOYP_C3ORF38.1.1.m.59043",1,"3",1.6881,0.1,0.1,0.1,0.1,0.1,2.22185,"C3orf38"
"CHOYP_C43BP.1.1.m.62099",1,"3",3.69125,3.5477,4.5075,4.72015,7.64335,4.02045,0.1,"COL4A3BP CERT"
"CHOYP_C43BP.1.1.m.62099",1,"9",3.69125,3.7507,2.1032,5.58305,1.02695,2.06245,2.76795,"COL4A3BP CERT"
"CHOYP_CA050.1.2.m.10226",1,"9",2.64405,7.9448,8.50465,6.3885,5.5631,2.9433,2.67245,""
"CHOYP_CA050.1.2.m.10226",1,"3",2.64405,7.5234,10.09525,13.21745,13.4116,5.67205,3.50665,""
"CHOYP_CA14.1.1.m.30677",1,"3",3.536,3.3673,8.45685,8.8811,7.1851,3.8112,2.3726,"CA14 UNQ690/PRO1335"
"CHOYP_CA14.1.1.m.30677",1,"9",3.536,1.8328,3.94265,6.36765,1.9022,0.1,5.2478,"CA14 UNQ690/PRO1335"
"CHOYP_CA2.1.1.m.27846",1,"9",21.16895,8.97875,5.84155,8.5783,9.3124,5.8512,10.51815,"ca2"
"CHOYP_CA2.1.1.m.27846",1,"3",21.16895,17.0058,17.16505,19.76615,9.0977,7.64295,4.6844,"ca2"
"CHOYP_CAB32.1.1.m.52444",1,"3",1.71425,3.21515,0.1,1.7201,1.7363,1.8448,0.1,"Cbp53E cbn CG6702"
"CHOYP_CAB32.1.1.m.52444",1,"9",1.71425,0.1,0.1,4.0467,0.1,0.1,1.69575,"Cbp53E cbn CG6702"
"CHOYP_CAD1.2.2.m.61448",1,"3",0.52795,0.1,0.1,0.1,0.1,0.1,0.1,"PCDH11X PCDH11 PCDHX"
"CHOYP_CAD1.2.2.m.61448",1,"9",0.52795,0.1,0.1,0.1,0.1,0.1,0.1,"PCDH11X PCDH11 PCDHX"
"CHOYP_CAD89.1.1.m.14552",1,"9",0.1,0.1,0.1,0.1,0.1,1.11435,0.1,"None"
"CHOYP_CAD89.1.1.m.14552",1,"3",0.1,0.96945,0.1,0.1,0.1,1.10745,2.5404,"None"
"CHOYP_CADM3.4.4.m.45272",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"nectin3 pvrl3l si:dkey-62a13.5 zgc:113035"
"CHOYP_CADM3.4.4.m.45272",1,"3",0.1,1.0377,0.1,0.1,0.1,0.1,1.41295,"nectin3 pvrl3l si:dkey-62a13.5 zgc:113035"
"CHOYP_CADM4.1.1.m.60661",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"cadm3 igsf4b"
"CHOYP_CADM4.1.1.m.60661",1,"3",0.1,0.1,1.0699,1.12855,2.1468,1.16585,0.1,"cadm3 igsf4b"
"CHOYP_CADM4.1.1.m.60662",1,"3",20.09755,16.59205,19.46095,14.58715,11.90065,25.1243,11.46915,"DCTN3"
"CHOYP_CADM4.1.1.m.60662",1,"9",20.09755,14.6246,25.31485,3.51345,27.3045,19.03915,25.7319,"DCTN3"
"CHOYP_CADN.2.3.m.19237",1,"3",6.81845,6.566,6.8073,8.495,8.5525,8.0627,10.05685,"CadN CG7100"
"CHOYP_CADN.2.3.m.19237",1,"9",6.81845,7.70765,8.5398,6.8897,6.80705,9.3786,7.547,"CadN CG7100"
"CHOYP_CAH1.1.2.m.24247",1,"3",0.1,0.1,0.1,0.1,3.6503,0.1,2.4174,"Ca15 Car15"
"CHOYP_CAH1.1.2.m.24247",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,3.6422,"Ca15 Car15"
"CHOYP_CAH2.1.1.m.42306",1,"3",32.88185,28.50685,46.239,48.6701,62.4325,66.3956,67.6596,"ca2"
"CHOYP_CAH2.1.1.m.42306",1,"9",32.88185,40.1241,52.3501,65.78905,72.99425,70.53225,65.6129,"ca2"
"CHOYP_CAHD1.5.6.m.53893",1,"9",0.1,0.1,0.1,0.7758,0.1,0.1,0.1,"pctA PA4309"
"CHOYP_CAHD1.5.6.m.53893",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"pctA PA4309"
"CHOYP_CAL6303_3579.1.1.m.59031",1,"9",9.9676,22.29265,17.4545,21.7115,18.96645,13.1764,17.99585,""
"CHOYP_CAL6303_3579.1.1.m.59031",1,"3",9.9676,17.27355,19.33715,20.4085,20.4138,6.5483,23.81235,""
"CHOYP_CAL7507_4591.1.1.m.49532",1,"3",0.1,2.98165,1.5713,1.6588,0.1,6.7494,0.1,"None"
"CHOYP_CAL7507_4591.1.1.m.49532",1,"9",0.1,1.62865,1.7734,0.1,4.904,5.09985,3.0865,"None"
"CHOYP_CALCR.1.6.m.856",1,"3",1.369,0.1,0.1,0.1,0.1,0.1,0.1,"CALCR"
"CHOYP_CALCR.1.6.m.856",1,"9",1.369,0.1,0.1,0.1,0.1,0.1,0.1,"CALCR"
"CHOYP_CALM.11.50.m.28106",1,"3",0.1,0.1,0.1,24.46085,0.1,15.4531,18.5313,"DUOX1 THOX1"
"CHOYP_CALM.11.50.m.28106",1,"9",0.1,0.1,15.5716,0.1,0.1,22.8705,0.1,"DUOX1 THOX1"
"CHOYP_CALM.15.50.m.30007",1,"9",37.2131,41.61465,65.4686,72.22245,55.0119,61.49895,33.49435,"None"
"CHOYP_CALM.15.50.m.30007",1,"3",37.2131,42.9835,50.51015,53.251,45.7307,60.75775,69.1023,"None"
"CHOYP_CALM.22.50.m.31010",1,"3",33.2019,35.5408,14.19735,0.1,242.6491,56.0522,49.0406,""
"CHOYP_CALM.22.50.m.31010",1,"9",33.2019,0.1,48.46785,40.55295,46.87475,68.92165,14.9456,""
"CHOYP_CALM.31.50.m.48469",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"ncl"
"CHOYP_CALM.31.50.m.48469",1,"3",0.1,3.74695,0.1,0.1,0.1,0.1,0.1,"ncl"
"CHOYP_CALM.32.50.m.48894",1,"9",14.8582,0.1,0.1,0.1,0.1,0.1,0.1,""
"CHOYP_CALM.32.50.m.48894",1,"3",14.8582,0.1,0.1,0.1,0.1,0.1,0.1,""
"CHOYP_CALM.35.50.m.49987",1,"9",66.95375,49.1574,45.2129,53.9673,47.2089,49.3229,51.5836,"None"
"CHOYP_CALM.35.50.m.49987",1,"3",66.95375,68.06625,61.38105,68.42445,57.51675,73.19545,44.45025,"None"
"CHOYP_CALM.37.50.m.52385",1,"3",0.1,0.1,3.49495,0.1,11.3291,0.1,0.1,""
"CHOYP_CALM.37.50.m.52385",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,""
"CHOYP_CALM.42.50.m.56135",1,"3",0.1,0.1,9.6047,29.5596,15.06865,0.1,0.1,"None"
"CHOYP_CALM.42.50.m.56135",1,"9",0.1,4.97925,5.3156,11.78505,0.1,0.1,9.6927,"None"
"CHOYP_CALM.44.50.m.56751",1,"9",66.6194,74.89115,65.4329,102.03735,70.47735,81.2525,69.9346,"Myl3 Mlc1v"
"CHOYP_CALM.44.50.m.56751",1,"3",66.6194,54.04675,91.64065,96.51855,86.61515,68.8185,79.12515,"Myl3 Mlc1v"
"CHOYP_CALM.45.50.m.57163",1,"9",154.523,153.367,157.1063,164.4642,159.3521,141.28375,146.2867,"mlcE mlcB DDB_G0277859"
"CHOYP_CALM.45.50.m.57163",1,"3",154.523,152.5074,168.21995,138.4187,162.9515,152.32465,170.1143,"mlcE mlcB DDB_G0277859"
"CHOYP_CALM.49.50.m.63320",1,"9",6.32465,0.1,0.1,0.1,3.3672,3.46665,0.1,"None"
"CHOYP_CALM.49.50.m.63320",1,"3",6.32465,9.0731,0.1,0.1,0.1,3.4165,0.1,"None"
"CHOYP_CALM.50.50.m.67046",1,"3",14.07095,27.115,13.60735,23.8586,57.7447,25.66585,18.7047,""
"CHOYP_CALM.50.50.m.67046",1,"9",14.07095,28.65475,25.7187,45.65405,24.8298,15.71785,61.02195,""
"CHOYP_CALM.7.50.m.12029",1,"9",9.65335,6.5528,10.5671,7.811,0.1,3.56595,3.2976,"Efhd1 Sws2"
"CHOYP_CALM.7.50.m.12029",1,"3",9.65335,0.1,6.25085,6.5722,3.3049,3.5144,4.3306,"Efhd1 Sws2"
"CHOYP_CALMB.1.1.m.41570",1,"9",0.6552,0.1,0.1,0.1,0.1,0.1,0.1,"None"
