"ID","Cluster","Silo","D0","D3","D5","D7","D9","D11","D13","Gene.names"
"CHOYP_GRDN.1.5.m.12675",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"CCDC88A APE GRDN KIAA1212"
"CHOYP_GRIA3.1.1.m.44173",1,"9",3.45765,3.51145,3.77865,5.58625,2.43535,3.8197,3.45855,"None"
"CHOYP_GRIA3.1.1.m.44173",1,"3",3.45765,3.32595,4.44115,3.5029,5.8992,2.5117,6.116,"None"
"CHOYP_GRK5.1.1.m.6617",1,"3",0.1,0.9889,1.01055,1.0279,2.02475,0.1,0.1,"GRK5 GPRK5"
"CHOYP_GRK5.1.1.m.6617",1,"9",0.1,0.1,1.1087,0.1,2.06595,1.11655,0.1,"GRK5 GPRK5"
"CHOYP_GRM1.2.2.m.65835",1,"9",5.6552,12.08995,11.78645,10.96495,13.76435,11.23655,10.14555,"GPRC5C"
"CHOYP_GRM1.2.2.m.65835",1,"3",5.6552,7.0857,14.30545,14.46625,13.9983,12.37415,10.52045,"GPRC5C"
"CHOYP_GRP75.1.1.m.11678",1,"9",81.2672,110.7912,120.50075,100.47005,98.4496,84.33295,85.7758,"HSPA9"
"CHOYP_GRP75.1.1.m.11678",1,"3",81.2672,82.1133,96.4673,99.77645,120.49125,107.4812,95.34375,"HSPA9"
"CHOYP_GRP78.2.5.m.33058",1,"9",88.7067,120.9052,133.2981,150.2686,112.385,120.8535,153.6893,""
"CHOYP_GRP78.2.5.m.33058",1,"3",88.7067,123.3605,108.79245,114.31075,104.82245,110.4742,151.07635,""
"CHOYP_GSH1.1.1.m.8927",1,"9",0.1,2.54855,0.1,0.1,0.92985,0.96075,0.1,"Gclc Glclc"
"CHOYP_GSH1.1.1.m.8927",1,"3",0.1,0.8558,0.849,0.1,0.1,0.1,0.1,"Gclc Glclc"
"CHOYP_GSHB.1.1.m.27512",1,"3",6.7827,9.8056,9.8594,10.3595,8.15405,7.3968,13.50985,"GSS"
"CHOYP_GSHB.1.1.m.27512",1,"9",6.7827,9.2007,8.7118,8.22545,10.75465,7.5226,7.88015,"GSS"
"CHOYP_GSK3B.1.1.m.62139",1,"3",24.07675,24.4973,25.93565,27.30485,30.25895,18.90905,23.0839,"Gsk3b"
"CHOYP_GSK3B.1.1.m.62139",1,"9",24.07675,25.8592,27.9929,16.20975,18.3878,13.2858,24.02105,"Gsk3b"
"CHOYP_GSLG1.3.3.m.66468",1,"3",10.5827,6.20595,8.9415,10.75265,8.9938,8.02755,13.43705,"Glg1 Esl1 Mg160 Selel"
"CHOYP_GSLG1.3.3.m.66468",1,"9",10.5827,8.89715,8.0881,4.4689,7.7881,7.0702,7.8059,"Glg1 Esl1 Mg160 Selel"
"CHOYP_GSPATT00009499001.1.1.m.34366",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,1.9187,"None"
"CHOYP_GSPATT00009499001.1.1.m.34366",1,"9",0.1,1.47625,0.1,0.1,0.1,0.1,0.1,"None"
"CHOYP_GSPATT00037947001.1.1.m.24620",1,"3",28.99805,33.4864,0.1,0.1,6.1082,0.1,14.32535,"None"
"CHOYP_GSPATT00037947001.1.1.m.24620",1,"9",28.99805,5.92975,0.1,9.1314,21.99125,10.968,10.745,"None"
"CHOYP_GST7.1.1.m.59335",1,"3",123.6369,191.6692,151.0817,85.10795,85.4568,58.64795,60.6882,""
"CHOYP_GST7.1.1.m.59335",1,"9",123.6369,101.21115,106.5251,78.26165,62.53545,53.4011,53.63915,""
"CHOYP_GSTO1.1.2.m.14745",1,"9",2.32585,0.1,0.1,0.1,0.1,0.1,0.1,"GSTO1 GSTTLP28"
"CHOYP_GSTO1.1.2.m.14745",1,"3",2.32585,0.1,0.1,2.41045,2.4229,2.5593,6.02825,"GSTO1 GSTTLP28"
"CHOYP_GSTO1.2.2.m.26202",1,"9",62.6291,53.9181,69.16505,40.8601,61.0903,47.62835,62.2955,"None"
"CHOYP_GSTO1.2.2.m.26202",1,"3",62.6291,51.03895,70.05685,58.79175,64.4523,57.85225,83.13035,"None"
"CHOYP_GSTO2.1.1.m.36486",1,"9",63.76055,68.93415,56.7422,38.6141,67.4178,79.05825,55.6458,""
"CHOYP_GSTO2.1.1.m.36486",1,"3",63.76055,65.2838,61.8788,61.07105,53.32385,82.63025,79.37055,""
"CHOYP_GSTP1.1.2.m.29677",1,"3",0.1,4.6209,2.34665,0.1,2.55645,2.70055,0.1,"Gstp1 Gstpib"
"CHOYP_GSTP1.1.2.m.29677",1,"9",0.1,2.49655,0.1,0.1,2.57915,0.1,7.1487,"Gstp1 Gstpib"
"CHOYP_GSTP1.2.2.m.30099",1,"3",71.9364,71.85875,74.9839,84.2896,63.10265,43.99665,113.1456,""
"CHOYP_GSTP1.2.2.m.30099",1,"9",71.9364,78.5477,82.1722,90.4273,42.1464,55.4072,103.3853,""
"CHOYP_GSTS8.1.1.m.12434",1,"3",5.0528,9.69075,9.86295,5.2387,10.4823,0.1,6.6683,"GST2"
"CHOYP_GSTS8.1.1.m.12434",1,"9",5.0528,5.11245,10.96635,6.072,57.94725,5.49815,4.97235,"GST2"
"CHOYP_GSTUL.1.1.m.35986",1,"9",2.4419,0.1,5.26955,5.816,2.59175,0.1,4.7834,"GSTU19 GST8 At1g78380 F3F9.11"
"CHOYP_GSTUL.1.1.m.35986",1,"3",2.4419,2.3546,2.40765,2.54325,2.55645,2.70055,0.1,"GSTU19 GST8 At1g78380 F3F9.11"
"CHOYP_GSTZ1.1.1.m.56540",1,"9",24.8797,31.6597,57.89325,52.8339,29.5891,41.02815,49.73,"GstZ2 CG9363"
"CHOYP_GSTZ1.1.1.m.56540",1,"3",24.8797,35.95025,36.24085,25.40265,47.8233,23.80175,37.19005,"GstZ2 CG9363"
"CHOYP_GTPB1.1.1.m.66453",1,"3",4.6167,5.2669,4.40925,6.56035,5.65075,2.96715,3.63015,"Gtpbp1 Gtpbp"
"CHOYP_GTPB1.1.1.m.66453",1,"9",4.6167,3.74695,4.00415,4.43025,2.88755,3.02185,1.81735,"Gtpbp1 Gtpbp"
"CHOYP_GTR1.1.1.m.25509",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,2.14995,"SLC2A1 GLUT-I GLUT1"
"CHOYP_GTR1.1.1.m.25509",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,2.76485,"SLC2A1 GLUT-I GLUT1"
"CHOYP_GUAA.1.1.m.18809",1,"9",6.4597,12.3247,10.6466,4.9009,10.24535,8.03475,7.27505,"GMPS"
"CHOYP_GUAA.1.1.m.18809",1,"3",6.4597,10.1121,7.79525,6.5288,9.93275,8.80575,9.6499,"GMPS"
"CHOYP_GUAD.1.1.m.33511",1,"3",18.0193,16.27445,7.69135,12.7023,7.02195,12.2779,13.45495,"GDA"
"CHOYP_GUAD.1.1.m.33511",1,"9",18.0193,9.1633,4.9143,14.99855,10.72275,16.0961,10.0692,"GDA"
"CHOYP_GUK1.1.1.m.48140",1,"3",9.8914,16.67245,16.70475,27.7079,12.75295,18.9139,6.5665,"GUK1 YDR454C D9461.39"
"CHOYP_GUK1.1.1.m.48140",1,"9",9.8914,17.60355,13.6974,14.97955,18.3094,16.35285,14.79865,"GUK1 YDR454C D9461.39"
"CHOYP_GULP1.1.1.m.44407",1,"3",4.00705,3.80635,6.3677,5.42115,2.7051,1.50435,0.1,"gulp1 ced6 si:ch211-198b21.4 si:xx-35d8.1"
"CHOYP_GULP1.1.1.m.44407",1,"9",4.00705,5.3543,1.5155,3.1912,2.82545,1.48645,3.92245,"gulp1 ced6 si:ch211-198b21.4 si:xx-35d8.1"
"CHOYP_GUN.1.2.m.26883",1,"9",5.27545,5.4324,8.86405,0.1,0.1,5.80945,0.1,""
"CHOYP_GUN.1.2.m.26883",1,"3",5.27545,5.08295,5.10265,0.1,5.38185,0.1,0.1,""
"CHOYP_GUN.2.2.m.46462",1,"3",5.1768,4.98795,12.59305,23.72035,21.2867,33.9499,48.1133,"None"
"CHOYP_GUN.2.2.m.46462",1,"9",5.1768,15.78525,17.06445,28.2664,30.09885,28.58215,41.36415,"None"
"CHOYP_GZF1.1.2.m.7747",1,"3",10.93935,10.97615,11.95185,15.86955,14.0755,14.9154,18.7638,"su(Hw)"
"CHOYP_GZF1.1.2.m.7747",1,"9",10.93935,12.5192,11.51455,12.71345,10.12665,16.0507,13.61145,"su(Hw)"
"CHOYP_H2AV.1.7.m.12182",1,"3",81.59585,74.42955,25.00335,56.70945,57.30905,56.32,34.19415,"h2afv TGas096d24.1"
"CHOYP_H2AV.1.7.m.12182",1,"9",81.59585,82.99005,28.5675,52.0221,63.56345,23.79705,47.15825,"h2afv TGas096d24.1"
"CHOYP_H2BL3.1.1.m.16594",1,"9",0.1,0.1,0.1,0.1,4.0172,0.1,0.1,"histh2b"
"CHOYP_H2BL3.1.1.m.16594",1,"3",0.1,0.1,3.63465,0.1,3.9621,4.07615,0.1,"histh2b"
"CHOYP_H3.1.2.m.3829",1,"9",87.38795,118.6971,47.83015,29.43355,35.97625,37.6388,97.248,""
"CHOYP_H3.1.2.m.3829",1,"3",87.38795,93.5389,103.24755,64.17125,103.4651,37.1642,19.3467,""
"CHOYP_HAAF.11.13.m.44366",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,15.9915,"None"
"CHOYP_HAAF.11.13.m.44366",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"None"
"CHOYP_HAAF.3.13.m.8849",1,"3",0.1,5.16885,5.2867,0.1,0.1,0.1,0.1,"None"
"CHOYP_HAAF.3.13.m.8849",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"None"
"CHOYP_HACE1.1.2.m.24806",1,"9",0.1,0.66765,0.70605,0.1,0.1,0.1,0.1,"hace1 TEgg040h18.1"
"CHOYP_HACE1.1.2.m.24806",1,"3",0.1,0.6318,0.1,0.656,0.1,0.1,0.1,"hace1 TEgg040h18.1"
"CHOYP_HACL1.1.1.m.6578",1,"3",0.1,1.84355,2.79755,6.8889,4.9007,2.16495,3.8564,"HACL1 HPCL HPCL2 PHYH2 HSPC279"
"CHOYP_HACL1.1.1.m.6578",1,"9",0.1,1.94665,2.1812,5.79525,3.0372,2.1088,7.6547,"HACL1 HPCL HPCL2 PHYH2 HSPC279"
"CHOYP_HAND1.1.1.m.10874",1,"9",0.1,0.1,0.1,3.10225,0.1,0.1,0.1,"hand2 dhand"
"CHOYP_HAND1.1.1.m.10874",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"hand2 dhand"
"CHOYP_HBS1L.1.2.m.14311",1,"3",2.2652,1.50255,0.793,2.4072,1.55365,0.1,1.05445,"HBS1L HBS1 KIAA1038"
"CHOYP_HBS1L.1.2.m.14311",1,"9",2.2652,1.5376,2.5024,0.96195,0.84705,0.1,0.7954,"HBS1L HBS1 KIAA1038"
"CHOYP_HBX5.1.1.m.11081",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.4462,"None"
"CHOYP_HBX5.1.1.m.11081",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"None"
"CHOYP_HD.1.1.m.56119",1,"3",0.1,0.1,0.1,0.32595,0.31825,0.1,0.1,"Htt Hd Hdh"
"CHOYP_HD.1.1.m.56119",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.31765,"Htt Hd Hdh"
"CHOYP_HEAT1.1.1.m.11228",1,"3",0.1,0.1,0.3487,0.3622,0.64125,0.7395,0.46455,"heatr1 zgc:63510"
"CHOYP_HEAT1.1.1.m.11228",1,"9",0.1,0.68645,0.1,0.80275,0.3806,0.1,0.3645,"heatr1 zgc:63510"
"CHOYP_HEATR3.1.1.m.33423",1,"3",0.91495,1.66265,0.87635,1.76075,0.92205,0.97815,0.1,"HEATR3"
"CHOYP_HEATR3.1.1.m.33423",1,"9",0.91495,0.9303,2.8311,0.1,2.7391,1.90185,0.1,"HEATR3"
"CHOYP_HECD1.1.1.m.27759",1,"3",1.1315,1.52495,1.53365,0.4616,2.3173,1.7233,0.9006,"HECTD1 KIAA1131"
"CHOYP_HECD1.1.1.m.27759",1,"9",1.1315,1.8435,1.49115,0.82155,1.19755,1.4957,1.35855,"HECTD1 KIAA1131"
"CHOYP_HELZ.2.2.m.43303",1,"3",0.3761,0.6784,0.6313,0.3756,0.39,0.40955,1.2951,"helz zgc:77407"
"CHOYP_HELZ.2.2.m.43303",1,"9",0.3761,0.6618,0.4025,0.8428,0.39305,0.1,0.97685,"helz zgc:77407"
"CHOYP_HEM2.1.1.m.6789",1,"3",3.3571,4.856,3.3507,3.42555,10.4111,7.3221,0.1,"ALAD"
"CHOYP_HEM2.1.1.m.6789",1,"9",3.3571,1.75285,3.6887,2.0756,8.8697,5.65245,1.7057,"ALAD"
"CHOYP_HEM3.1.1.m.28414",1,"3",25.7952,19.00525,17.67365,15.544,31.14855,23.03515,2.0627,"HMBS"
"CHOYP_HEM3.1.1.m.28414",1,"9",25.7952,10.8033,11.6495,11.0243,22.4569,16.6946,10.54545,"HMBS"
"CHOYP_HEM6.1.1.m.17205",1,"3",0.1,0.1,0.1,1.45475,1.4622,0.1,0.1,"Coprox CG3433"
"CHOYP_HEM6.1.1.m.17205",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,1.38265,"Coprox CG3433"
"CHOYP_HERC1.2.2.m.51367",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"HERC1"
"CHOYP_HERC1.2.2.m.51367",1,"3",0.1,0.1,0.1,0.1,0.16555,0.1,0.1,"HERC1"
"CHOYP_HERC2.1.1.m.65153",1,"9",0.1929,0.5839,0.785,0.87135,0.6067,0.47225,0.42715,"HERC2"
"CHOYP_HERC2.1.1.m.65153",1,"3",0.1929,0.4138,0.69345,0.33685,0.1948,0.4666,0.5709,"HERC2"
"CHOYP_HES1.2.3.m.27001",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"HES4 BHLHB42"
"CHOYP_HES1.2.3.m.27001",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,2.33145,"HES4 BHLHB42"
"CHOYP_HEX.1.1.m.43068",1,"3",33.71485,41.76485,48.32405,48.314,52.84335,58.21275,55.9537,""
"CHOYP_HEX.1.1.m.43068",1,"9",33.71485,44.10105,59.9812,55.4968,56.02055,50.38295,47.1883,""
"CHOYP_HGFAC.1.1.m.5902",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"ft CG3352"
"CHOYP_HGFAC.1.1.m.5902",1,"3",0.1,0.1,0.1,0.1,1.7212,0.1,0.1,"ft CG3352"
"CHOYP_HHEX.2.2.m.19527",1,"9",0.1,1.9357,0.1,0.1,0.1,0.1,0.1,"Cfdp1 Bcnt Cfdp Cp27"
"CHOYP_HHEX.2.2.m.19527",1,"3",0.1,1.83645,0.1,0.1,0.1,0.1,0.1,"Cfdp1 Bcnt Cfdp Cp27"
"CHOYP_HIF1N.1.1.m.53726",1,"9",1.6799,4.98235,3.5915,0.1,12.08965,7.1696,11.4262,"HIF1AN FIH1"
"CHOYP_HIF1N.1.1.m.53726",1,"3",1.6799,1.62835,3.2631,0.1,1.75795,5.37,6.50595,"HIF1AN FIH1"
"CHOYP_HINT1.1.1.m.53526",1,"9",33.6374,26.66495,36.955,45.3882,43.541,28.9142,33.5557,"HINT1 HINT"
"CHOYP_HINT1.1.1.m.53526",1,"3",33.6374,46.871,25.56855,30.40685,23.08455,28.62645,34.7901,"HINT1 HINT"
"CHOYP_HIP1.1.1.m.31791",1,"3",1.01915,0.982,0.9891,1.5698,0.1,1.67475,0.72585,"HIP1"
"CHOYP_HIP1.1.1.m.31791",1,"9",1.01915,2.59365,2.23965,0.1,2.6954,2.2466,3.0496,"HIP1"
"CHOYP_HIRA.1.1.m.19212",1,"9",0.1,0.1,0.1,0.1,0.61455,0.6315,0.1,"hira tuple1"
"CHOYP_HIRA.1.1.m.19212",1,"3",0.1,1.0264,0.1,0.1,0.1,0.1,0.1,"hira tuple1"
"CHOYP_HMBS.1.1.m.31422",1,"3",65.0593,62.69515,56.67195,52.6397,51.17255,57.39595,36.8288,"HMBS"
"CHOYP_HMBS.1.1.m.31422",1,"9",65.0593,49.65245,37.87125,38.2689,63.7105,45.36965,47.71015,"HMBS"
"CHOYP_HMCN1.19.44.m.39500",1,"3",0.1,0.1,0.67575,1.06575,0.7158,0.23725,0.28085,"Mylk"
"CHOYP_HMCN1.19.44.m.39500",1,"9",0.1,0.7084,0.7651,1.0545,0.2345,0.24365,0.5228,"Mylk"
"CHOYP_HMCN1.23.44.m.42684",1,"9",0.14005,15.71485,21.03625,21.3516,17.76,14.1573,16.8424,"Obscn Gm878"
"CHOYP_HMCN1.23.44.m.42684",1,"3",0.14005,0.39705,19.63705,20.796,19.29295,15.85235,10.01845,"Obscn Gm878"
"CHOYP_HMCN1.28.44.m.47379",1,"3",0.18705,0.1,0.1,1.81075,2.24375,2.8386,3.44835,"Hmcn1"
"CHOYP_HMCN1.28.44.m.47379",1,"9",0.18705,0.18945,0.749,1.99105,5.49265,6.0352,8.72325,"Hmcn1"
"CHOYP_HMCN1.32.44.m.58935",1,"3",0.1,0.1,0.1,0.1,0.6178,1.863,0.1,"SIGLEC1 SA SN"
"CHOYP_HMCN1.32.44.m.58935",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,1.4663,"SIGLEC1 SA SN"
"CHOYP_HMCN1.33.44.m.58938",1,"9",0.1,0.1,2.45305,0.1,2.87055,3.4354,4.42345,"Cd22 Lyb-8 Siglec2"
"CHOYP_HMCN1.33.44.m.58938",1,"3",0.1,0.1,5.1761,0.1,0.1,1.0304,1.22895,"Cd22 Lyb-8 Siglec2"
"CHOYP_HMCN1.39.44.m.61047",1,"3",0.1,1.6475,0.1,0.1,0.1,0.1,0.1,"Cntn2 Tax1"
"CHOYP_HMCN1.39.44.m.61047",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"Cntn2 Tax1"
"CHOYP_HMCN1.5.44.m.7236",1,"3",3.85945,3.00015,0.1,0.1,2.82855,0.58305,0.1,"Ttn"
"CHOYP_HMCN1.5.44.m.7236",1,"9",3.85945,0.1,0.1,0.1,1.0723,1.10295,0.1,"Ttn"
"CHOYP_HMCN2.10.12.m.49343",1,"9",2.8141,0.1,0.1,0.1,0.1,0.1,0.1,"Lac CG12369"
"CHOYP_HMCN2.10.12.m.49343",1,"3",2.8141,1.80615,0.1,0.1,0.1,0.1,0.1,"Lac CG12369"
"CHOYP_HMCN2.11.12.m.51619",1,"3",0.1,0.1,0.1,0.1,0.1,0.7105,0.1,"xlrs1"
"CHOYP_HMCN2.11.12.m.51619",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,0.1,"xlrs1"
"CHOYP_HMCN2.3.12.m.26811",1,"9",0.1,2.97385,1.6059,1.7724,3.8615,4.0347,2.19465,"COL4A1"
"CHOYP_HMCN2.3.12.m.26811",1,"3",0.1,2.87355,7.11055,5.17715,3.00485,3.20935,1.94045,"COL4A1"
"CHOYP_HMCN2.6.12.m.33452",1,"9",1.4701,2.7358,7.75735,4.2774,1.9116,0.1,3.52735,"pxdn pxn"
"CHOYP_HMCN2.6.12.m.33452",1,"3",1.4701,2.31175,3.4483,3.3303,0.1,1.0255,5.077,"pxdn pxn"
"CHOYP_HMCN2.8.12.m.39297",1,"9",0.1,0.1,0.1,0.1,0.1,0.1,1.35465,"HMCN1 FIBL6"
"CHOYP_HMCN2.8.12.m.39297",1,"3",0.1,0.1,1.09035,0.87515,0.1,0.1,0.1,"HMCN1 FIBL6"
"CHOYP_HMCN2.9.12.m.44986",1,"9",0.1,6.588,5.9321,7.85665,3.4666,2.4526,7.0062,"OBSL1 KIAA0657"
"CHOYP_HMCN2.9.12.m.44986",1,"3",0.1,0.1,7.85235,7.172,6.62255,3.0338,4.29925,"OBSL1 KIAA0657"
"CHOYP_HN1L.2.2.m.9837",1,"3",88.4293,98.6807,69.8719,59.23545,45.0957,96.3798,74.16265,"None"
"CHOYP_HN1L.2.2.m.9837",1,"9",88.4293,66.31275,48.83395,16.9625,71.4331,59.21635,37.0392,"None"
"CHOYP_HNRPR.1.2.m.44125",1,"9",81.04055,94.97425,94.82665,97.17895,123.8449,109.70495,89.6695,"Syncrip Hnrpq Nsap1 Nsap1l"
"CHOYP_HNRPR.1.2.m.44125",1,"3",81.04055,82.3203,86.28565,79.95695,88.68655,116.0876,99.3859,"Syncrip Hnrpq Nsap1 Nsap1l"
"CHOYP_HNRPR.1.2.m.44126",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,0.1,""
"CHOYP_HNRPR.1.2.m.44126",1,"9",0.1,0.1,0.1,0.1,2.928,0.1,0.1,""
"CHOYP_HOIL1.2.3.m.54310",1,"3",0.1,0.1,1.73235,0.643,0.64875,0.1,0.1,"rbck1 zgc:175152"
"CHOYP_HOIL1.2.3.m.54310",1,"9",0.1,0.1,0.692,0.772,0.67485,0.6968,1.18175,"rbck1 zgc:175152"
"CHOYP_HOOK3.1.1.m.14456",1,"3",0.8382,1.56885,0.8269,0.8716,1.7019,0.90005,1.098,"HOOK3"
"CHOYP_HOOK3.1.1.m.14456",1,"9",0.8382,1.6078,1.73645,1.00355,0.1,0.1,2.3557,"HOOK3"
"CHOYP_HOW.5.5.m.58452",1,"3",1.42115,7.9002,11.92865,15.3779,19.6363,7.47795,7.25965,"SPIN1 Os03g0815700 LOC_Os03g60110 OsJ_13097 OSJNBb0042K11.3"
"CHOYP_HOW.5.5.m.58452",1,"9",1.42115,8.3488,5.9699,9.98445,14.45435,16.59585,15.02075,"SPIN1 Os03g0815700 LOC_Os03g60110 OsJ_13097 OSJNBb0042K11.3"
"CHOYP_HPGD.1.3.m.50258",1,"9",12.7721,13.0172,16.35415,23.24,31.54845,25.8512,23.4447,"Hpgd Pgdh1"
"CHOYP_HPGD.1.3.m.50258",1,"3",12.7721,10.27925,24.811,23.954,19.7475,30.17215,22.63535,"Hpgd Pgdh1"
"CHOYP_HPRT.1.1.m.61881",1,"9",33.8272,49.48975,51.23405,53.8296,51.399,46.64745,46.29855,"HPRT1 HPRT"
"CHOYP_HPRT.1.1.m.61881",1,"3",33.8272,40.74135,55.42555,49.7406,47.5945,53.0607,56.14095,"HPRT1 HPRT"
"CHOYP_HS12A.10.33.m.38139",1,"3",4.4671,0.1,0.1,0.1,0.1,0.1,3.0122,"None"
"CHOYP_HS12A.10.33.m.38139",1,"9",4.4671,4.5447,0.1,0.1,0.1,4.92695,2.30235,"None"
"CHOYP_HS12A.12.33.m.39763",1,"3",4.10335,1.3453,5.23185,6.90215,0.1,0.1,7.15765,"hscA RT0190"
"CHOYP_HS12A.12.33.m.39763",1,"9",4.10335,0.1,1.5512,0.1,1.4715,2.97085,6.73605,"hscA RT0190"
"CHOYP_HS12A.14.33.m.41988",1,"9",6.8293,7.7048,5.83965,6.45515,7.197,3.34065,9.0194,"dnaK LAR_0679"
"CHOYP_HS12A.14.33.m.41988",1,"3",6.8293,3.645,1.4708,5.3596,6.28405,10.7764,10.06305,"dnaK LAR_0679"
"CHOYP_HS12A.20.33.m.55554",1,"9",0.93975,1.81495,1.9602,2.16345,0.9955,0.1,2.6592,"Hspa12a Kiaa0417"
"CHOYP_HS12A.20.33.m.55554",1,"3",0.93975,1.71885,1.7313,2.7478,1.83385,1.9455,4.73715,"Hspa12a Kiaa0417"
"CHOYP_HS12A.24.33.m.60051",1,"9",1.00265,0.1,1.11375,1.2025,1.0573,1.11255,2.8682,"HSPA12B C20orf60"
"CHOYP_HS12A.24.33.m.60051",1,"3",1.00265,0.1,0.989,1.962,1.9635,1.10565,3.80545,"HSPA12B C20orf60"
"CHOYP_HS12A.25.33.m.60352",1,"3",6.3603,5.26165,6.98145,1.85025,12.0014,0.1,10.78325,"dnaK MYPE9490"
"CHOYP_HS12A.25.33.m.60352",1,"9",6.3603,2.80235,1.9761,9.8091,8.57375,17.85815,13.54245,"dnaK MYPE9490"
"CHOYP_HS12B.10.14.m.59859",1,"9",0.44105,0.1,0.1,0.1,0.1,0.1,0.1,"GRP78"
"CHOYP_HS12B.10.14.m.59859",1,"3",0.44105,0.8036,0.1,0.1,0.1,0.1,0.5685,"GRP78"
"CHOYP_HS12B.2.14.m.19896",1,"9",6.69245,0.1,3.1337,1.2025,3.03195,4.19055,2.8682,"dnaK TTE0955"
"CHOYP_HS12B.2.14.m.19896",1,"3",6.69245,5.52115,0.989,1.962,1.9635,4.13775,3.80545,"dnaK TTE0955"
"CHOYP_HS12B.7.14.m.40600",1,"3",2.83825,2.73925,2.7447,1.94565,1.94675,5.177,8.8016,"Hspa12a Kiaa0417"
"CHOYP_HS12B.7.14.m.40600",1,"9",2.83825,3.85875,3.1069,3.4392,4.0097,6.2813,0.984,"Hspa12a Kiaa0417"
"CHOYP_HS12B.7.14.m.40601",1,"9",48.468,56.3141,79.83085,58.73645,73.19325,53.41925,51.6809,"DAP"
"CHOYP_HS12B.7.14.m.40601",1,"3",48.468,46.6829,60.65305,46.12455,67.79795,60.3049,41.35355,"DAP"
"CHOYP_HS74L.1.1.m.24610",1,"3",61.1205,64.01365,73.5656,69.86845,69.77885,77.56985,73.1909,"HSPA4L APG1 OSP94"
"CHOYP_HS74L.1.1.m.24610",1,"9",61.1205,74.3205,70.81825,68.43555,70.93785,68.81,70.16115,"HSPA4L APG1 OSP94"
"CHOYP_HS90A.1.3.m.7725",1,"3",7.7743,9.3586,15.1392,16.0162,18.0824,23.28635,12.8997,"UBFD1 UBPH"
"CHOYP_HS90A.1.3.m.7725",1,"9",7.7743,11.86405,17.14305,21.2246,20.5506,21.46165,19.3426,"UBFD1 UBPH"
"CHOYP_HS90A.3.3.m.28299",1,"3",0.1,0.1,1.68745,0.1,0.1,0.1,0.1,"hsp90a.1 hsp90 hsp90a hsp90aa1 zgc:86652"
"CHOYP_HS90A.3.3.m.28299",1,"9",0.1,0.92215,0.1,2.0733,0.1,0.1,0.8932,"hsp90a.1 hsp90 hsp90a hsp90aa1 zgc:86652"
"CHOYP_HS90A.3.3.m.28300",1,"3",36.5419,30.98775,39.6779,56.50015,43.545,42.9694,48.51445,"ATP5F1"
"CHOYP_HS90A.3.3.m.28300",1,"9",36.5419,43.10795,49.6724,62.04325,41.71325,32.15585,45.07725,"ATP5F1"
"CHOYP_HSC70.1.1.m.335",1,"3",0.1,0.1,0.1,0.1,0.1,0.1,7.54305,"None"
"CHOYP_HSC70.1.1.m.335",1,"9",0.1,0.1,3.12835,0.1,0.1,3.21035,0.1,"None"
"CHOYP_HSF1.2.2.m.38636",1,"3",2.44355,6.90145,5.74725,2.43625,1.29785,0.1,0.1,"HSF1"
"CHOYP_HSF1.2.2.m.38636",1,"9",2.44355,2.486,0.1,0.1,1.30915,1.37815,2.4051,"HSF1"
"CHOYP_HSP21.4.1.1.m.8171",1,"3",11.3724,18.2747,9.8187,7.7426,7.84395,8.31245,11.75185,""
"CHOYP_HSP21.4.1.1.m.8171",1,"9",11.3724,14.15655,4.1878,10.7281,13.3786,7.0087,11.3385,""
"CHOYP_HSP70.1.1.m.61727",1,"9",0.1,1.77495,0.1,0.1,0.1,0.1,0.1,"HSP70B2 HSP11-C-L"
"CHOYP_HSP70.1.1.m.61727",1,"3",0.1,1.68095,0.1,0.1,0.1,0.1,0.1,"HSP70B2 HSP11-C-L"
"CHOYP_HSP7D.2.3.m.34782",2,"9",114.974,146.89205,182.0329,199.51815,201.44025,175.804,206.88285,""
"CHOYP_HSP7D.2.3.m.34782",1,"3",114.974,126.9403,171.74285,117.95255,168.5778,207.90135,160.4684,""
"CHOYP_HSP7D.2.3.m.34785",1,"9",25.91005,21.06705,8.4932,21.98845,8.2174,2.92975,10.3268,"SAP18"
