"","Silo3","Silo9"
"3513","CHOYP_G6PD.2.2.m.46923.1946","CHOYP_G6PD.2.2.m.46923.3.1995"
"3514","CHOYP_G6PD.2.2.m.46923.1947","CHOYP_FYN.1.1.m.44312.279"
"3515","CHOYP_FUT8.1.1.m.9231.301","CHOYP_G6PD.2.2.m.46923.2.366"
"3516","CHOYP_AADAT.1.1.m.12672.276","CHOYP_G6PD.2.2.m.46923.1.276"
"3517","CHOYP_ALF.3.3.m.66837.234","CHOYP_G6PD.2.2.m.46923.3.1996"
"3518","CHOYP_G6PD.2.2.m.46923.1948","CHOYP_G6PD.2.2.m.46923.3.1997"
"3519","CHOYP_FUT8.1.1.m.9231.302","CHOYP_G6PD.2.2.m.46923.1.277"
"3520","CHOYP_G6PD.2.2.m.46923.1949","CHOYP_G6PD.2.2.m.46923.3.1998"
"3521","CHOYP_G6PD.2.2.m.46923.1950","CHOYP_FYN.1.1.m.44312.280"
"3522","CHOYP_G6PD.2.2.m.46923.1951","CHOYP_FYN.1.1.m.44312.281"
"3523","CHOYP_1433G.2.2.m.63450.312","CHOYP_ALF.3.3.m.66837.254"
"3524","CHOYP_AADAT.1.1.m.12672.277","CHOYP_G6PD.2.2.m.46923.3.1999"
"3525","CHOYP_G6PD.2.2.m.46923.1952","CHOYP_G6PD.2.2.m.46923.3.2000"
"3526","CHOYP_FUT8.1.1.m.9231.303","CHOYP_G6PD.2.2.m.46923.3.2001"
"3527","CHOYP_G6PD.2.2.m.46923.1953","CHOYP_FYN.1.1.m.44312.282"
"3528","CHOYP_G6PD.2.2.m.46923.1954","CHOYP_G6PD.2.2.m.46923.2.367"
"3529","CHOYP_ALF.3.3.m.66837.235","CHOYP_G6PD.2.2.m.46923.3.2002"
"3530","CHOYP_G6PD.2.2.m.46923.1955","CHOYP_G6PD.2.2.m.46923.3.2003"
"3531","CHOYP_G6PD.2.2.m.46923.1956","CHOYP_G6PD.2.2.m.46923.3.2004"
"3532","CHOYP_G6PD.2.2.m.46923.1957","CHOYP_G6PD.2.2.m.46923.3.2005"
"3533","CHOYP_G6PD.2.2.m.46923.1958","CHOYP_G6PD.2.2.m.46923.3.2006"
"3534","CHOYP_1433G.2.2.m.63450.313","CHOYP_G6PD.2.2.m.46923.3.2007"
"3535","CHOYP_G6PD.2.2.m.46923.1959","CHOYP_G6PD.2.2.m.46923.3.2008"
"3536","CHOYP_1433G.2.2.m.63450.314","CHOYP_G6PD.2.2.m.46923.3.2009"
"3537","CHOYP_1433G.2.2.m.63450.315","CHOYP_G6PD.2.2.m.46923.2.368"
"3538","CHOYP_G6PD.2.2.m.46923.1960","CHOYP_G6PD.2.2.m.46923.3.2010"
"3539","CHOYP_ALF.3.3.m.66837.236","CHOYP_FYN.1.1.m.44312.283"
"3540","CHOYP_AADAT.1.1.m.12672.278","CHOYP_G6PD.2.2.m.46923.3.2011"
"3541","CHOYP_G6PD.2.2.m.46923.1961","CHOYP_FYN.1.1.m.44312.284"
"3542","CHOYP_G6PD.2.2.m.46923.1962","CHOYP_G6PD.2.2.m.46923.2.369"
"3543","CHOYP_G6PD.2.2.m.46923.1963","CHOYP_G6PD.2.2.m.46923.3.2012"
"3544","CHOYP_ALF.3.3.m.66837.237","CHOYP_G6PD.2.2.m.46923.3.2013"
"3545","CHOYP_G6PD.2.2.m.46923.1964","CHOYP_G6PD.2.2.m.46923.3.2014"
"3546","CHOYP_G6PD.2.2.m.46923.1965","CHOYP_G6PD.2.2.m.46923.3.2015"
"3547","CHOYP_1433G.2.2.m.63450.316","CHOYP_FYN.1.1.m.44312.285"
"3548","CHOYP_G6PD.2.2.m.46923.1966","CHOYP_G6PD.2.2.m.46923.3.2016"
"3549","CHOYP_1433G.2.2.m.63450.317","CHOYP_G6PD.2.2.m.46923.345"
"3550","CHOYP_G6PD.2.2.m.46923.1967","CHOYP_G6PD.2.2.m.46923.2.370"
"3551","CHOYP_AADAT.1.1.m.12672.279","CHOYP_G6PD.2.2.m.46923.3.2017"
"3552","CHOYP_G6PD.2.2.m.46923.1968","CHOYP_G6PD.2.2.m.46923.3.2018"
"3553","CHOYP_G6PD.2.2.m.46923.1969","CHOYP_G6PD.2.2.m.46923.3.2019"
"3554","CHOYP_FUT8.1.1.m.9231.304","CHOYP_FYN.1.1.m.44312.286"
"3555","CHOYP_G6PD.2.2.m.46923.1970","CHOYP_FYN.1.1.m.44312.287"
"3556","CHOYP_FUT8.1.1.m.9231.305","CHOYP_G6PD.2.2.m.46923.3.2020"
"3557","CHOYP_G6PD.2.2.m.46923.1971","CHOYP_ALF.3.3.m.66837.255"
"3558","CHOYP_FYN.1.1.m.44312.443","CHOYP_G6PD.2.2.m.46923.346"
"3559","CHOYP_FYN.1.1.m.44312.444","CHOYP_G6PD.2.2.m.46923.3.2021"
"3560","CHOYP_FUT8.1.1.m.9231.306","CHOYP_G6PD.2.2.m.46923.3.2022"
"3561","CHOYP_AADAT.1.1.m.12672.280","CHOYP_G6PD.2.2.m.46923.2.371"
"3562","CHOYP_AADAT.1.1.m.12672.281","CHOYP_FYN.1.1.m.44312.288"
"3563","CHOYP_G6PD.2.2.m.46923.1972","CHOYP_ALF.3.3.m.66837.256"
"3564","CHOYP_G6PD.2.2.m.46923.1973","CHOYP_FYN.1.1.m.44312.289"
"3565","CHOYP_G6PD.2.2.m.46923.1974","CHOYP_G6PD.2.2.m.46923.3.2023"
"3566","CHOYP_AADAT.1.1.m.12672.282","CHOYP_G6PD.2.2.m.46923.2.372"
"3567","CHOYP_ALF.3.3.m.66837.238","CHOYP_G6PD.2.2.m.46923.3.2024"
"3568","CHOYP_G6PD.2.2.m.46923.1975","CHOYP_G6PD.2.2.m.46923.3.2025"
"3569","CHOYP_G6PD.2.2.m.46923.1976","CHOYP_G6PD.2.2.m.46923.347"
"3570","CHOYP_G6PD.2.2.m.46923.1977","CHOYP_G6PD.2.2.m.46923.3.2026"
"3571","CHOYP_G6PD.2.2.m.46923.1978","CHOYP_G6PD.2.2.m.46923.3.2027"
"3572","CHOYP_G6PD.2.2.m.46923.1979","CHOYP_G6PD.2.2.m.46923.3.2028"
"3573","CHOYP_G6PD.2.2.m.46923.1980","CHOYP_G6PD.2.2.m.46923.348"
"3574","CHOYP_G6PD.2.2.m.46923.1981","CHOYP_ALF.3.3.m.66837.257"
"3575","CHOYP_G6PD.2.2.m.46923.1982","CHOYP_G6PD.2.2.m.46923.3.2029"
"3576","CHOYP_FYN.1.1.m.44312.445","CHOYP_G6PD.2.2.m.46923.3.2030"
"3577","CHOYP_G6PD.2.2.m.46923.1983","CHOYP_G6PD.2.2.m.46923.3.2031"
"3578","CHOYP_1433G.2.2.m.63450.318","CHOYP_G6PD.2.2.m.46923.3.2032"
"3579","CHOYP_FYN.1.1.m.44312.446","CHOYP_G6PD.2.2.m.46923.3.2033"
"3580","CHOYP_AADAT.1.1.m.12672.283","CHOYP_ALF.3.3.m.66837.258"
"3581","CHOYP_FYN.1.1.m.44312.447","CHOYP_G6PD.2.2.m.46923.3.2034"
"3582","CHOYP_G6PD.2.2.m.46923.1984","CHOYP_G6PD.2.2.m.46923.3.2035"
"3583","CHOYP_G6PD.2.2.m.46923.1985","CHOYP_G6PD.2.2.m.46923.3.2036"
"3584","CHOYP_G6PD.2.2.m.46923.1986","CHOYP_G6PD.2.2.m.46923.3.2037"
"3585","CHOYP_G6PD.2.2.m.46923.1987","CHOYP_G6PD.2.2.m.46923.349"
"3586","CHOYP_G6PD.2.2.m.46923.1988","CHOYP_ALF.3.3.m.66837.259"
"3587","CHOYP_G6PD.2.2.m.46923.1989","CHOYP_G6PD.2.2.m.46923.3.2038"
"3588","CHOYP_FYN.1.1.m.44312.448","CHOYP_ALF.3.3.m.66837.260"
"3589","CHOYP_FYN.1.1.m.44312.449","CHOYP_FYN.1.1.m.44312.290"
"3590","CHOYP_FYN.1.1.m.44312.450","CHOYP_G6PD.2.2.m.46923.3.2039"
"3591","CHOYP_1433G.2.2.m.63450.319","CHOYP_G6PD.2.2.m.46923.3.2040"
"3592","CHOYP_G6PD.2.2.m.46923.1990","CHOYP_G6PD.2.2.m.46923.3.2041"
"3593","CHOYP_AADAT.1.1.m.12672.284","CHOYP_G6PD.2.2.m.46923.3.2042"
"3594","CHOYP_1433G.2.2.m.63450.320","CHOYP_G6PD.2.2.m.46923.3.2043"
"3595","CHOYP_G6PD.2.2.m.46923.1991","CHOYP_FYN.1.1.m.44312.291"
"3596","CHOYP_AADAT.1.1.m.12672.285","CHOYP_G6PD.2.2.m.46923.3.2044"
"3597","CHOYP_FYN.1.1.m.44312.451","CHOYP_G6PD.2.2.m.46923.350"
"3598","CHOYP_G6PD.2.2.m.46923.1992","CHOYP_ALF.3.3.m.66837.261"
"3599","CHOYP_G6PD.2.2.m.46923.1993","CHOYP_G6PD.2.2.m.46923.1.278"
"3600","CHOYP_G6PD.2.2.m.46923.1994","CHOYP_G6PD.2.2.m.46923.351"
"3601","CHOYP_ALF.3.3.m.66837.239","CHOYP_G6PD.2.2.m.46923.1.279"
"3602","CHOYP_ALF.3.3.m.66837.240","CHOYP_G6PD.2.2.m.46923.352"
"3603","CHOYP_G6PD.2.2.m.46923.1995","CHOYP_G6PD.2.2.m.46923.353"
"3604","CHOYP_FUT8.1.1.m.9231.307","CHOYP_G6PD.2.2.m.46923.354"
"3605","CHOYP_G6PD.2.2.m.46923.1996","CHOYP_G6PD.2.2.m.46923.355"
"3606","CHOYP_G6PD.2.2.m.46923.1997","CHOYP_G6PD.2.2.m.46923.3.2045"
"3607","CHOYP_ALF.3.3.m.66837.241","CHOYP_G6PD.2.2.m.46923.3.2046"
"3608","CHOYP_G6PD.2.2.m.46923.1998","CHOYP_G6PD.2.2.m.46923.3.2047"
"3609","CHOYP_G6PD.2.2.m.46923.1999","CHOYP_FYN.1.1.m.44312.292"
"3610","CHOYP_G6PD.2.2.m.46923.2000","CHOYP_G6PD.2.2.m.46923.3.2048"
"3611","CHOYP_ALF.3.3.m.66837.242","CHOYP_G6PD.2.2.m.46923.3.2049"
"3612","CHOYP_FYN.1.1.m.44312.452","CHOYP_G6PD.2.2.m.46923.3.2050"
"3613","CHOYP_G6PD.2.2.m.46923.2001","CHOYP_G6PD.2.2.m.46923.1.280"
"3614","CHOYP_G6PD.2.2.m.46923.2002","CHOYP_G6PD.2.2.m.46923.2.373"
"3615","CHOYP_G6PD.2.2.m.46923.2003","CHOYP_G6PD.2.2.m.46923.3.2051"
"3616","CHOYP_1433G.2.2.m.63450.321","CHOYP_G6PD.2.2.m.46923.3.2052"
"3617","CHOYP_FUT8.1.1.m.9231.308","CHOYP_G6PD.2.2.m.46923.3.2053"
"3618","CHOYP_G6PD.2.2.m.46923.2004","CHOYP_G6PD.2.2.m.46923.3.2054"
"3619","CHOYP_FYN.1.1.m.44312.453","CHOYP_ALF.3.3.m.66837.262"
"3620","CHOYP_G6PD.2.2.m.46923.2005","CHOYP_G6PD.2.2.m.46923.3.2055"
"3621","CHOYP_G6PD.2.2.m.46923.2006","CHOYP_G6PD.2.2.m.46923.2.374"
"3622","CHOYP_G6PD.2.2.m.46923.2007","CHOYP_G6PD.2.2.m.46923.3.2056"
"3623","CHOYP_G6PD.2.2.m.46923.2008","CHOYP_ALF.3.3.m.66837.263"
"3624","CHOYP_AADAT.1.1.m.12672.286","CHOYP_G6PD.2.2.m.46923.3.2057"
"3625","CHOYP_AADAT.1.1.m.12672.287","CHOYP_G6PD.2.2.m.46923.1.281"
"3626","CHOYP_G6PD.2.2.m.46923.2009","CHOYP_G6PD.2.2.m.46923.3.2058"
"3627","CHOYP_1433G.2.2.m.63450.322","CHOYP_G6PD.2.2.m.46923.3.2059"
"3628","CHOYP_1433G.2.2.m.63450.323","CHOYP_G6PD.2.2.m.46923.3.2060"
"3629","CHOYP_FYN.1.1.m.44312.454","CHOYP_G6PD.2.2.m.46923.3.2061"
"3630","CHOYP_G6PD.2.2.m.46923.2010","CHOYP_G6PD.2.2.m.46923.3.2062"
"3631","CHOYP_1433G.2.2.m.63450.324","CHOYP_G6PD.2.2.m.46923.3.2063"
"3632","CHOYP_G6PD.2.2.m.46923.2011","CHOYP_ALF.3.3.m.66837.264"
"3633","CHOYP_G6PD.2.2.m.46923.2012","CHOYP_G6PD.2.2.m.46923.3.2064"
"3634","CHOYP_1433G.2.2.m.63450.325","CHOYP_G6PD.2.2.m.46923.3.2065"
"3635","CHOYP_G6PD.2.2.m.46923.2013","CHOYP_G6PD.2.2.m.46923.2.375"
"3636","CHOYP_G6PD.2.2.m.46923.2014","CHOYP_G6PD.2.2.m.46923.356"
"3637","CHOYP_ALF.3.3.m.66837.243","CHOYP_ALF.3.3.m.66837.265"
"3638","CHOYP_G6PD.2.2.m.46923.2015","CHOYP_ALF.3.3.m.66837.266"
"3639","CHOYP_1433G.2.2.m.63450.326","CHOYP_G6PD.2.2.m.46923.3.2066"
"3640","CHOYP_1433G.2.2.m.63450.327","CHOYP_G6PD.2.2.m.46923.2.376"
"3641","CHOYP_1433G.2.2.m.63450.328","CHOYP_G6PD.2.2.m.46923.2.377"
"3642","CHOYP_1433G.2.2.m.63450.329","CHOYP_ALF.3.3.m.66837.267"
"3643","CHOYP_1433G.2.2.m.63450.330","CHOYP_G6PD.2.2.m.46923.3.2067"
"3644","CHOYP_1433G.2.2.m.63450.331","CHOYP_FYN.1.1.m.44312.293"
"3645","CHOYP_AADAT.1.1.m.12672.288","CHOYP_G6PD.2.2.m.46923.3.2068"
"3646","CHOYP_AADAT.1.1.m.12672.289","CHOYP_G6PD.2.2.m.46923.3.2069"
"3647","CHOYP_1433G.2.2.m.63450.332","CHOYP_FYN.1.1.m.44312.294"
"3648","CHOYP_G6PD.2.2.m.46923.2016","CHOYP_G6PD.2.2.m.46923.3.2070"
"3649","CHOYP_G6PD.2.2.m.46923.2017","CHOYP_G6PD.2.2.m.46923.3.2071"
"3650","CHOYP_G6PD.2.2.m.46923.2018","CHOYP_G6PD.2.2.m.46923.3.2072"
"3651","CHOYP_FYN.1.1.m.44312.455","CHOYP_G6PD.2.2.m.46923.3.2073"
"3652","CHOYP_G6PD.2.2.m.46923.2019","CHOYP_G6PD.2.2.m.46923.3.2074"
"3653","CHOYP_G6PD.2.2.m.46923.2020","CHOYP_G6PD.2.2.m.46923.357"
"3654","CHOYP_FYN.1.1.m.44312.456","CHOYP_G6PD.2.2.m.46923.3.2075"
"3655","CHOYP_G6PD.2.2.m.46923.2021","CHOYP_G6PD.2.2.m.46923.3.2076"
"3656","CHOYP_G6PD.2.2.m.46923.2022","CHOYP_G6PD.2.2.m.46923.1.282"
"3657","CHOYP_G6PD.2.2.m.46923.2023","CHOYP_G6PD.2.2.m.46923.3.2077"
"3658","CHOYP_G6PD.2.2.m.46923.2024","CHOYP_FYN.1.1.m.44312.295"
"3659","CHOYP_G6PD.2.2.m.46923.2025","CHOYP_G6PD.2.2.m.46923.2.378"
"3660","CHOYP_G6PD.2.2.m.46923.2026","CHOYP_G6PD.2.2.m.46923.1.283"
"3661","CHOYP_G6PD.2.2.m.46923.2027","CHOYP_ALF.3.3.m.66837.268"
"3662","CHOYP_FYN.1.1.m.44312.457","CHOYP_G6PD.2.2.m.46923.3.2078"
"3663","CHOYP_G6PD.2.2.m.46923.2028","CHOYP_FYN.1.1.m.44312.296"
"3664","CHOYP_AADAT.1.1.m.12672.290","CHOYP_G6PD.2.2.m.46923.3.2079"
"3665","CHOYP_G6PD.2.2.m.46923.2029","CHOYP_G6PD.2.2.m.46923.2.379"
"3666","CHOYP_AADAT.1.1.m.12672.291","CHOYP_FYN.1.1.m.44312.297"
"3667","CHOYP_AADAT.1.1.m.12672.292","CHOYP_G6PD.2.2.m.46923.1.284"
"3668","CHOYP_G6PD.2.2.m.46923.2030","CHOYP_ALF.3.3.m.66837.269"
"3669","CHOYP_AADAT.1.1.m.12672.293","CHOYP_G6PD.2.2.m.46923.358"
"3670","CHOYP_G6PD.2.2.m.46923.2031","CHOYP_G6PD.2.2.m.46923.1.285"
"3671","CHOYP_G6PD.2.2.m.46923.2032","CHOYP_G6PD.2.2.m.46923.3.2080"
"3672","CHOYP_G6PD.2.2.m.46923.2033","CHOYP_G6PD.2.2.m.46923.3.2081"
"3673","CHOYP_G6PD.2.2.m.46923.2034","CHOYP_G6PD.2.2.m.46923.359"
"3674","CHOYP_FUT8.1.1.m.9231.309","CHOYP_G6PD.2.2.m.46923.3.2082"
"3675","CHOYP_G6PD.2.2.m.46923.2035","CHOYP_G6PD.2.2.m.46923.3.2083"
"3676","CHOYP_G6PD.2.2.m.46923.2036","CHOYP_G6PD.2.2.m.46923.1.286"
"3677","CHOYP_FYN.1.1.m.44312.458","CHOYP_G6PD.2.2.m.46923.3.2084"
"3678","CHOYP_FUT8.1.1.m.9231.310","CHOYP_ALF.3.3.m.66837.270"
"3679","CHOYP_1433G.2.2.m.63450.333","CHOYP_G6PD.2.2.m.46923.3.2085"
"3680","CHOYP_ALF.3.3.m.66837.244","CHOYP_G6PD.2.2.m.46923.3.2086"
"3681","CHOYP_AADAT.1.1.m.12672.294","CHOYP_G6PD.2.2.m.46923.360"
"3682","CHOYP_1433G.2.2.m.63450.334","CHOYP_G6PD.2.2.m.46923.3.2087"
"3683","CHOYP_G6PD.2.2.m.46923.2037","CHOYP_G6PD.2.2.m.46923.3.2088"
"3684","CHOYP_AADAT.1.1.m.12672.295","CHOYP_G6PD.2.2.m.46923.3.2089"
"3685","CHOYP_FYN.1.1.m.44312.459","CHOYP_G6PD.2.2.m.46923.3.2090"
"3686","CHOYP_AADAT.1.1.m.12672.296","CHOYP_G6PD.2.2.m.46923.3.2091"
"3687","CHOYP_G6PD.2.2.m.46923.2038","CHOYP_G6PD.2.2.m.46923.2.380"
"3688","CHOYP_ALF.3.3.m.66837.245","CHOYP_G6PD.2.2.m.46923.3.2092"
"3689","CHOYP_G6PD.2.2.m.46923.2039","CHOYP_G6PD.2.2.m.46923.3.2093"
"3690","CHOYP_G6PD.2.2.m.46923.2040","CHOYP_G6PD.2.2.m.46923.3.2094"
"3691","CHOYP_G6PD.2.2.m.46923.2041","CHOYP_G6PD.2.2.m.46923.3.2095"
"3692","CHOYP_G6PD.2.2.m.46923.2042","CHOYP_G6PD.2.2.m.46923.3.2096"
"3693","CHOYP_G6PD.2.2.m.46923.2043","CHOYP_G6PD.2.2.m.46923.3.2097"
"3694","CHOYP_G6PD.2.2.m.46923.2044","CHOYP_G6PD.2.2.m.46923.3.2098"
"3695","CHOYP_G6PD.2.2.m.46923.2045","CHOYP_G6PD.2.2.m.46923.3.2099"
"3696","CHOYP_G6PD.2.2.m.46923.2046","CHOYP_ALF.3.3.m.66837.271"
"3697","CHOYP_1433G.2.2.m.63450.335","CHOYP_G6PD.2.2.m.46923.3.2100"
"3698","CHOYP_1433G.2.2.m.63450.336","CHOYP_G6PD.2.2.m.46923.2.381"
"3699","CHOYP_1433G.2.2.m.63450.337","CHOYP_G6PD.2.2.m.46923.3.2101"
"3700","CHOYP_1433G.2.2.m.63450.338","CHOYP_ALF.3.3.m.66837.272"
"3701","CHOYP_AADAT.1.1.m.12672.297","CHOYP_G6PD.2.2.m.46923.3.2102"
"3702","CHOYP_G6PD.2.2.m.46923.2047","CHOYP_G6PD.2.2.m.46923.361"
"3703","CHOYP_G6PD.2.2.m.46923.2048","CHOYP_G6PD.2.2.m.46923.2.382"
"3704","CHOYP_ALF.3.3.m.66837.246","CHOYP_G6PD.2.2.m.46923.2.383"
"3705","CHOYP_G6PD.2.2.m.46923.2049","CHOYP_G6PD.2.2.m.46923.3.2103"
"3706","CHOYP_FYN.1.1.m.44312.460","CHOYP_G6PD.2.2.m.46923.3.2104"
"3707","CHOYP_FYN.1.1.m.44312.461","CHOYP_G6PD.2.2.m.46923.362"
"3708","CHOYP_G6PD.2.2.m.46923.2050","CHOYP_ALF.3.3.m.66837.273"
"3709","CHOYP_1433G.2.2.m.63450.339","CHOYP_G6PD.2.2.m.46923.363"
"3710","CHOYP_G6PD.2.2.m.46923.2051","CHOYP_ALF.3.3.m.66837.274"
"3711","CHOYP_FYN.1.1.m.44312.462","CHOYP_G6PD.2.2.m.46923.3.2105"
"3712","CHOYP_G6PD.2.2.m.46923.2052","CHOYP_G6PD.2.2.m.46923.364"
"3713","CHOYP_FUT8.1.1.m.9231.311","CHOYP_G6PD.2.2.m.46923.3.2106"
"3714","CHOYP_ALF.3.3.m.66837.247","CHOYP_G6PD.2.2.m.46923.3.2107"
"3715","CHOYP_1433G.2.2.m.63450.340","CHOYP_G6PD.2.2.m.46923.365"
"3716","CHOYP_FUT8.1.1.m.9231.312","CHOYP_G6PD.2.2.m.46923.3.2108"
"3717","CHOYP_G6PD.2.2.m.46923.2053","CHOYP_FYN.1.1.m.44312.298"
"3718","CHOYP_G6PD.2.2.m.46923.2054","CHOYP_G6PD.2.2.m.46923.3.2109"
"3719","CHOYP_1433G.2.2.m.63450.341","CHOYP_G6PD.2.2.m.46923.3.2110"
"3720","CHOYP_FYN.1.1.m.44312.463","CHOYP_G6PD.2.2.m.46923.3.2111"
"3721","CHOYP_G6PD.2.2.m.46923.2055","CHOYP_G6PD.2.2.m.46923.3.2112"
"3722","CHOYP_1433G.2.2.m.63450.342","CHOYP_G6PD.2.2.m.46923.3.2113"
"3723","CHOYP_G6PD.2.2.m.46923.2056","CHOYP_G6PD.2.2.m.46923.2.384"
"3724","CHOYP_AADAT.1.1.m.12672.298","CHOYP_G6PD.2.2.m.46923.3.2114"
"3725","CHOYP_G6PD.2.2.m.46923.2057","CHOYP_G6PD.2.2.m.46923.3.2115"
"3726","CHOYP_G6PD.2.2.m.46923.2058","CHOYP_G6PD.2.2.m.46923.2.385"
"3727","CHOYP_G6PD.2.2.m.46923.2059","CHOYP_G6PD.2.2.m.46923.2.386"
"3728","CHOYP_FYN.1.1.m.44312.464","CHOYP_G6PD.2.2.m.46923.3.2116"
"3729","CHOYP_FYN.1.1.m.44312.465","CHOYP_G6PD.2.2.m.46923.3.2117"
"3730","CHOYP_G6PD.2.2.m.46923.2060","CHOYP_G6PD.2.2.m.46923.1.287"
"3731","CHOYP_G6PD.2.2.m.46923.2061","CHOYP_G6PD.2.2.m.46923.366"
"3732","CHOYP_FYN.1.1.m.44312.466","CHOYP_G6PD.2.2.m.46923.367"
"3733","CHOYP_G6PD.2.2.m.46923.2062","CHOYP_G6PD.2.2.m.46923.3.2118"
"3734","CHOYP_G6PD.2.2.m.46923.2063","CHOYP_G6PD.2.2.m.46923.2.387"
"3735","CHOYP_FUT8.1.1.m.9231.313","CHOYP_G6PD.2.2.m.46923.2.388"
"3736","CHOYP_G6PD.2.2.m.46923.2064","CHOYP_G6PD.2.2.m.46923.2.389"
"3737","CHOYP_FYN.1.1.m.44312.467","CHOYP_ALF.3.3.m.66837.275"
"3738","CHOYP_FYN.1.1.m.44312.468","CHOYP_G6PD.2.2.m.46923.3.2119"
"3739","CHOYP_G6PD.2.2.m.46923.2065","CHOYP_G6PD.2.2.m.46923.3.2120"
"3740","CHOYP_G6PD.2.2.m.46923.2066","CHOYP_G6PD.2.2.m.46923.3.2121"
"3741","CHOYP_FYN.1.1.m.44312.469","CHOYP_FYN.1.1.m.44312.299"
"3742","CHOYP_G6PD.2.2.m.46923.2067","CHOYP_G6PD.2.2.m.46923.3.2122"
"3743","CHOYP_FYN.1.1.m.44312.470","CHOYP_G6PD.2.2.m.46923.3.2123"
"3744","CHOYP_G6PD.2.2.m.46923.2068","CHOYP_G6PD.2.2.m.46923.2.390"
"3745","CHOYP_1433G.2.2.m.63450.343","CHOYP_G6PD.2.2.m.46923.3.2124"
"3746","CHOYP_1433G.2.2.m.63450.344","CHOYP_FYN.1.1.m.44312.300"
"3747","CHOYP_G6PD.2.2.m.46923.2069","CHOYP_G6PD.2.2.m.46923.3.2125"
"3748","CHOYP_G6PD.2.2.m.46923.2070","CHOYP_G6PD.2.2.m.46923.1.288"
"3749","CHOYP_FYN.1.1.m.44312.471","CHOYP_ALF.3.3.m.66837.276"
"3750","CHOYP_FUT8.1.1.m.9231.314","CHOYP_ALF.3.3.m.66837.277"
"3751","CHOYP_G6PD.2.2.m.46923.2071","CHOYP_G6PD.2.2.m.46923.3.2126"
"3752","CHOYP_1433G.2.2.m.63450.345","CHOYP_G6PD.2.2.m.46923.2.391"
"3753","CHOYP_1433G.2.2.m.63450.346","CHOYP_G6PD.2.2.m.46923.3.2127"
"3754","CHOYP_1433G.2.2.m.63450.347","CHOYP_G6PD.2.2.m.46923.1.289"
"3755","CHOYP_1433G.2.2.m.63450.348","CHOYP_G6PD.2.2.m.46923.3.2128"
"3756","CHOYP_FUT8.1.1.m.9231.315","CHOYP_G6PD.2.2.m.46923.3.2129"
"3757","CHOYP_G6PD.2.2.m.46923.2072","CHOYP_G6PD.2.2.m.46923.3.2130"
"3758","CHOYP_AADAT.1.1.m.12672.299","CHOYP_G6PD.2.2.m.46923.3.2131"
"3759","CHOYP_G6PD.2.2.m.46923.2073","CHOYP_G6PD.2.2.m.46923.3.2132"
"3760","CHOYP_G6PD.2.2.m.46923.2074","CHOYP_G6PD.2.2.m.46923.3.2133"
"3761","CHOYP_1433G.2.2.m.63450.349","CHOYP_G6PD.2.2.m.46923.3.2134"
"3762","CHOYP_G6PD.2.2.m.46923.2075","CHOYP_G6PD.2.2.m.46923.2.392"
"3763","CHOYP_1433G.2.2.m.63450.350","CHOYP_G6PD.2.2.m.46923.3.2135"
"3764","CHOYP_G6PD.2.2.m.46923.2076","CHOYP_G6PD.2.2.m.46923.368"
"3765","CHOYP_G6PD.2.2.m.46923.2077","CHOYP_G6PD.2.2.m.46923.369"
"3766","CHOYP_AADAT.1.1.m.12672.300","CHOYP_G6PD.2.2.m.46923.2.393"
"3767","CHOYP_G6PD.2.2.m.46923.2078","CHOYP_G6PD.2.2.m.46923.3.2136"
"3768","CHOYP_G6PD.2.2.m.46923.2079","CHOYP_G6PD.2.2.m.46923.2.394"
"3769","CHOYP_G6PD.2.2.m.46923.2080","CHOYP_G6PD.2.2.m.46923.3.2137"
"3770","CHOYP_FUT8.1.1.m.9231.316","CHOYP_G6PD.2.2.m.46923.3.2138"
"3771","CHOYP_G6PD.2.2.m.46923.2081","CHOYP_G6PD.2.2.m.46923.3.2139"
"3772","CHOYP_G6PD.2.2.m.46923.2082","CHOYP_ALF.3.3.m.66837.278"
"3773","CHOYP_FYN.1.1.m.44312.472","CHOYP_G6PD.2.2.m.46923.3.2140"
"3774","CHOYP_FYN.1.1.m.44312.473","CHOYP_G6PD.2.2.m.46923.3.2141"
"3775","CHOYP_G6PD.2.2.m.46923.2083","CHOYP_G6PD.2.2.m.46923.3.2142"
"3776","CHOYP_G6PD.2.2.m.46923.2084","CHOYP_ALF.3.3.m.66837.279"
"3777","CHOYP_AADAT.1.1.m.12672.301","CHOYP_G6PD.2.2.m.46923.1.290"
"3778","CHOYP_AADAT.1.1.m.12672.302","CHOYP_ALF.3.3.m.66837.280"
"3779","CHOYP_1433G.2.2.m.63450.351","CHOYP_ALF.3.3.m.66837.281"
"3780","CHOYP_FYN.1.1.m.44312.474","CHOYP_G6PD.2.2.m.46923.3.2143"
"3781","CHOYP_G6PD.2.2.m.46923.2085","CHOYP_G6PD.2.2.m.46923.3.2144"
"3782","CHOYP_1433G.2.2.m.63450.352","CHOYP_G6PD.2.2.m.46923.3.2145"
"3783","CHOYP_ALF.3.3.m.66837.248","CHOYP_G6PD.2.2.m.46923.3.2146"
"3784","CHOYP_FYN.1.1.m.44312.475","CHOYP_ALF.3.3.m.66837.282"
"3785","CHOYP_FUT8.1.1.m.9231.317","CHOYP_G6PD.2.2.m.46923.3.2147"
"3786","CHOYP_1433G.2.2.m.63450.353","CHOYP_G6PD.2.2.m.46923.3.2148"
