"","fc3","fc5","fc7","fc9","fc11","fc13"
"CHOYP_1433G.2.2|m.63450",-24.3083563782301,-30.4803085074972,-31.0844551292714,-27.4863663203161,-30.5712313157707,-28.0588713098154
"CHOYP_AADAT.1.1|m.12672",-3.70592102046157,-4.31185131930297,-3.13875884577983,-4.41425646945078,-2.18716924913169,-2.14430835741914
"CHOYP_FYN.1.1|m.44312",-18.7111473687193,-15.6468248202452,-15.7887466153002,-17.6620896716245,-20.7559495232958,-13.8601166613542
"CHOYP_G6PD.2.2|m.46923",-9.85937441210009,-9.88993675932856,-6.14990607747853,-8.64377884403735,-10.6349411743965,-11.9879856667443
"CHOYP_GAK.1.1|m.7017",-3.07539761339952,-2.25077199632951,1.136613323679,-2.38522857276914,-3.51949860769692,-3.76268296024426
"CHOYP_GAR1.1.2|m.9449",-7.5096676471229,-4.5308597332306,-4.18213856777899,-9.26394848426659,-5.33317592978222,-8.29622560923838
"CHOYP_GBB.2.2|m.35274",-2.86515604404006,-2.21179572402918,-1.5761436397386,-3.2051039753316,-3.93588945112896,-4.16090690046967
"CHOYP_GBLP.6.7|m.57427",-18.2023468935475,-17.6900185275141,-19.6052823266879,-22.4799315580095,-22.0622520950956,-18.7284244641193
"CHOYP_GCC2.1.1|m.17251",1.06072852115211,-1.00987486379962,-1.45843416533093,-1.1366241905697,-2.26801778581197,-1.47584357719931
"CHOYP_GCN1L.1.1|m.1352",-6.48916327076301,-6.47884043652954,-5.84459472168033,-5.66877081396603,-6.47229909305717,-5.28225491503816
"CHOYP_GCSP.1.1|m.46644",-6.31351024080207,-6.47123234125379,-6.27023875755958,-4.89251987065933,-6.24718054034573,-7.44114632811609
"CHOYP_GCST.1.1|m.16047",-6.11479264594801,-7.08515473053425,-7.47267254598824,-7.18350488802967,-9.64234917339674,-9.36167747346964
"CHOYP_GDE.1.1|m.54948",-2.65075675931354,-2.55743485735029,-1.79761091689169,-1.36779250864891,-2.39177372836489,-2.43228636523142
"CHOYP_GELS2.2.2|m.30443",-35.4738687318878,-36.1574762185007,-42.9053954999297,-47.1915819158152,-54.3196184279269,-40.0565450670328
"CHOYP_GEPH.1.2|m.49093",-4.30046691472856,-2.78026026307984,-2.10670759006072,-3.67055406506083,-2.43722025021451,-4.12059011974985
"CHOYP_GGPPS.1.1|m.12124",-4.06788555331482,-2.48143586575118,-1.04935849259339,-7.18402271999705,-4.22884209205683,-3.47176283033134
"CHOYP_GIPC1.1.1|m.60630",-14.341133394758,-16.7027121226004,-13.6732585005359,-15.309984755194,-12.3771269198417,-13.6233681189302
"CHOYP_GIT1.1.2|m.26059",-3.02971960776426,-4.53582251903904,-3.45417094093703,-6.06693286905732,-2.62359351845843,-7.97356340659513
"CHOYP_GLO1.1.1|m.32382",-2.13462707234367,-8.0546761070836,-8.5744634682893,-1.38671023377085,-4.53414143101439,-6.90976540765098
"CHOYP_GLRX3.1.1|m.63529",-8.22036041496004,-10.9275986052396,-7.81137541467197,-9.16256074671801,-9.08234705873667,-9.34605930696535
"CHOYP_GMDS.1.1|m.28602",-7.98329758310257,-8.76572175966198,-8.47682228462608,-6.85573961734287,-12.5138854989829,-9.66853016026385
"CHOYP_GMFB.2.2|m.54955",-8.0081292267832,-15.5159508823611,-9.85012541477866,-4.68261142058133,-5.27627096661485,-7.46665005102802
"CHOYP_GMPAA.1.1|m.1432",-8.12165687448035,-7.88822985921193,-6.55669332533784,-7.32890672732013,-5.62518534224248,-6.94668252346678
"CHOYP_GMPR2.1.1|m.63274",-7.63519576164037,-9.24919197371719,-9.72032328921616,-8.13101653079819,-9.70863476922603,-10.9982808885924
"CHOYP_GNBPB3.1.1|m.55379",-9.00657348703084,-11.8894395642855,-11.2041278426411,-12.888437323676,-14.9083364472692,-12.1901103516766
"CHOYP_GNPI2.1.1|m.55897",-12.1401561287826,-10.7140061917567,-9.29502596094559,-7.73873468332087,-9.51475471372067,-10.1608708647338
"CHOYP_GOLGA4.1.3|m.4761",-6.23481847383436,-3.36850144652742,-1.47014325258031,-1.85581733092697,-3.78079394183807,-3.55387922863719
"CHOYP_GPDA.1.2|m.6967",-8.03000931131609,-5.9944374486556,-6.52525288263645,-6.08754652013253,-6.41720801268004,-7.4999638278165
"CHOYP_GPMA.1.1|m.35689",-16.5158780969339,-18.1243872576168,-13.9310718524656,-18.6202259035301,-21.6939902830354,-17.3022248494946
"CHOYP_GRIA3.1.1|m.44173",-2.39749681337028,-2.23062062253855,-3.71248068417065,-1.4007850211671,-3.04091970193861,-1.76245698042612
"CHOYP_GRM1.2.2|m.65835",-5.78439641736679,-4.32021524443382,-4.00376427776649,-5.08842978266568,-4.3328759265397,-4.15099691125004
"CHOYP_GRP75.1.1|m.11678",-25.0647213392282,-26.3129827128453,-21.7802136811692,-20.5494263265303,-17.9945730220545,-18.7778578837383
"CHOYP_GSHB.1.1|m.27512",-3.86573554178662,-3.65269875524033,-3.38488307338219,-4.86310497843931,-3.53530445889292,-2.94604019322032
"CHOYP_GSK3B.1.1|m.62139",-7.98475238313637,-8.49956554743577,-4.84881518821985,-5.41763288128749,-4.44166678817953,-7.55012448852994
"CHOYP_GST7.1.1|m.59335",-19.2380984929916,-21.2014809714381,-17.5647767770957,-13.743432861674,-13.0614223602312,-13.0126016962292
"CHOYP_GSTO1.2.2|m.26202",-13.6432698995558,-16.2226739114351,-9.98812552265371,-15.2273734166449,-11.6878524161251,-14.0546788283038
"CHOYP_GSTO2.1.1|m.36486",-16.4365868880908,-13.7018438633504,-9.35355713208421,-16.5815232182093,-17.8605989962336,-12.6852672792046
"CHOYP_GSTP1.2.2|m.30099",-18.3157946642256,-18.9751281595874,-20.3387835620366,-9.84797270604607,-14.5556071160288,-21.8228705770786
"CHOYP_GSTZ1.1.1|m.56540",-8.77103888637832,-16.0040773874387,-16.1400564673359,-7.90394430380679,-12.7777160180146,-13.6524299038249
"CHOYP_GTPB1.1.1|m.66453",-2.01437728568819,-2.37197157178042,-2.19003000959712,-1.42577507966074,-2.1928482197842,-1.18580368630069
"CHOYP_GUAA.1.1|m.18809",-5.11815734540842,-4.89676304083014,-2.4277076395769,-4.81621672919505,-3.51943026029842,-3.07541521201768
"CHOYP_GUAD.1.1|m.33511",-3.21606354125675,-2.27268914233236,-5.72996561222109,-4.59165307274333,-6.22408019104341,-3.76977193313249
"CHOYP_GUN.2.2|m.46462",-8.81981158955133,-6.53920926937647,-8.812247135089,-9.70483210886808,-8.04243914518421,-10.6221803944981
"CHOYP_GZF1.1.2|m.7747",-5.04213355996368,-4.49569588802355,-4.4995236268009,-3.57936774292459,-5.80015693172312,-4.56170416102587
"CHOYP_H2AV.1.7|m.12182",-19.1964440974826,-8.7678096830011,-12.8277929201187,-15.9568421016549,-5.87777464925637,-13.2434262450129
"CHOYP_H3.1.2|m.3829",-26.0929441198255,-10.2932073007823,-7.04654541470994,-7.52029887764744,-10.3349410110285,-32.2770072818136
"CHOYP_HACL1.1.1|m.6578",-1.86272800913671,-1.59717482082118,-2.80579591773542,-1.39119116982983,-1.85598986547067,-4.87576545807718
"CHOYP_HECD1.1.1|m.27759",-1.99034515673198,-1.60397185521996,-2.16464117106045,-1.2498911733672,-1.49294643910802,-2.11556253274665
"CHOYP_HEM3.1.1|m.28414",-3.60591420905514,-3.97985942184318,-3.92879817527428,-6.78797771824128,-5.25067115637008,-9.56211389012603
"CHOYP_HERC2.1.1|m.65153",-1.68620226492455,-1.49021997621486,-3.45503204141008,-4.48643220913335,-1.23320002699391,1.05735386520837
"CHOYP_HINT1.1.1|m.53526",-6.89282197457612,-11.2677020503945,-13.1673505539177,-13.6964398306619,-8.53261632474714,-9.37920144402213
"CHOYP_HMBS.1.1|m.31422",-11.9526129223391,-9.33992344967919,-9.60977355639075,-16.2824119577127,-11.1548807220903,-13.1321831345053
"CHOYP_HMCN2.3.12|m.26811",-2.21733960317632,1.30342218278664,1.0273397653192,-2.78709246367795,-2.80712228843798,-2.03479143185703
"CHOYP_HPGD.1.3|m.50258",-5.37242647704077,-5.03080662864415,-7.22404521088519,-10.0751551919848,-7.51592138131393,-7.412773183314
"CHOYP_ANKMY2.1.1|m.18238",-4.55747158708203,-4.53685793651633,-7.16442731650291,-4.18740943474552,-3.50881442996164,-3.34665868900296
"CHOYP_HPRT.1.1|m.61881",-13.2627235328961,-12.7039523971318,-13.708518191292,-12.5797432455386,-11.6907752797693,-11.4443973328899
"CHOYP_HS12B.7.14|m.40601",-14.5718821424726,-19.3692612626944,-15.2451567684493,-18.0420906016179,-12.9788799732756,-13.7960969707869
"CHOYP_HS90A.1.3|m.7725",-5.07484098637714,-6.16379083098832,-7.48883490313365,-6.97718702617555,-6.72797037079828,-7.34938281834143
"CHOYP_HS90A.3.3|m.28300",-12.4396994443053,-13.4043775185105,-15.3125624517348,-10.806169979574,-8.49898282692225,-11.5515617833454
"CHOYP_HSP21.4.1.1|m.8171",-4.78456867407608,-1.75863687867684,-4.94791174984521,-6.63931807778456,-3.14101017053925,-4.45402258593809
"CHOYP_HSP7D.2.3|m.34785",-6.67743346215195,-3.05831148342915,-8.29717187517378,-3.74013634483432,-1.14782502683519,-4.25667813761187
"CHOYP_HSP7D.3.3|m.41778",-12.7812967431245,-12.758796493619,-12.955705148097,-17.1933033897771,-13.7168342959033,-15.2274851555091
"CHOYP_HSP7E.1.1|m.13730",-4.33095162720488,-4.64944458151273,-4.22926617492689,-6.73132110117246,-5.66443769092302,-6.51250732066785
"CHOYP_HUTH.1.1|m.30350",-4.88524285625924,-2.78927412156421,-2.54395912546801,-4.15106909217712,-3.81562631054645,-5.66961779124508
"CHOYP_IDHC.1.1|m.7041",-20.8705441151254,-20.4238792277735,-19.3609680716803,-20.8213822349376,-19.298759535059,-19.8108819448299
"CHOYP_IDLC.1.1|m.63624",-15.0543531007753,-15.8551936794906,-14.7860500128654,-8.58429170346909,-12.091620795479,-16.9266438491762
"CHOYP_IF2A.1.1|m.13279",-16.912111666271,-13.1728123634333,-12.3353160576295,-14.6923754567232,-16.3376584984246,-13.3624600832998
"CHOYP_IF2H.1.1|m.18253",-8.94908273315437,-9.26601657534592,-8.67686412935497,-7.75406299195647,-9.95939829301102,-8.50039893565545
"CHOYP_IF4A3.1.1|m.30424",-11.3174526661132,-13.1121371938335,-11.2461250203188,-10.5526542976891,-7.15268331834837,-8.97202219217239
"CHOYP_IF4E.1.1|m.56823",-7.55467649991376,-4.82189336333417,-6.99399435362841,-6.22825294982603,-5.40923334364399,-5.56537161997939
"CHOYP_IF4G2.1.1|m.62766",-2.63518247477418,-1.64704033254791,-2.49862722385103,-1.08517206366767,-2.50185529260671,-2.09322441001551
"CHOYP_IF6.1.1|m.22685",-10.0816266477013,-11.0307650919075,-9.96874872280418,-10.1989824895191,-11.8303959359146,-9.56908653246808
"CHOYP_IFT140.1.1|m.61053",-1.31295760210116,-1.83201868009814,-1.72951621437261,-1.31953519593829,-1.32186738578656,-2.85480362334203
"CHOYP_IFT57.1.1|m.13249",-1.67524144102572,-1.88958594389458,-3.46038150746945,-1.72106032455313,1.32301060557251,-2.6025417253415
"CHOYP_IKBZ.1.1|m.23083",-4.00549936149768,-2.66245778573014,-2.95022807584144,-4.47436442526938,-3.14199705142407,-3.65906191694893
"CHOYP_IMDH3.1.1|m.51789",-6.4291252212512,-8.16377368362875,-6.53466822504019,-6.37595627758566,-5.1008135732681,-5.14098880077572
"CHOYP_INT9.1.1|m.11703",-2.67870150238768,-4.67870137417665,-1.68111914947472,1.11127735184492,-1.45488739158292,-1.13253601560281
"CHOYP_IPO7.1.1|m.16806",-8.75007598588642,-9.57960112605622,-9.05832336036989,-6.21662803339423,-6.65480438867081,-7.35855166112502
"CHOYP_IQGA1.1.1|m.47731",-4.2840045286638,-3.30200633485577,-2.16438121473657,-1.84385462613242,-4.51898409997059,-4.20331853099406
"CHOYP_ANM5.1.1|m.1529",-5.44501149063736,-6.03318760817851,-4.65740659039245,-5.75236348960632,-5.79347871057133,-5.16956760399304
"CHOYP_ISCW_ISCW001487.2.2|m.61505",-2.52775915338233,-1.157839338305,1.22803808617215,-1.16325111465044,-1.2272946037424,-2.63016196949069
"CHOYP_ISCW_ISCW004725.1.1|m.9722",-3.73056952914571,-2.89693251959402,-1.72795816764906,-8.82412336986148,-7.2133596319767,-12.1849668753723
"CHOYP_ISCW_ISCW005292.1.1|m.11066",-16.5398327396973,-12.6649400867245,-13.1354243983988,-14.1960705230388,-16.8543247637482,-15.7246137758424
"CHOYP_ISCW_ISCW005596.1.1|m.60561",-1.47226907780537,-1.58155078197551,1.56455165535621,-1.23986102770036,-1.09847402913517,-1.14730803881092
"CHOYP_ISCW_ISCW005651.1.1|m.49000",-9.69048713261089,-10.4041523681963,-10.0983179958716,-4.82877757583407,-8.1094694468042,-5.42679897209715
"CHOYP_ISCW_ISCW005791.1.1|m.53514",-2.19443109903369,-2.59316878819556,-1.11174374291499,-2.46760782978517,-3.31058819147327,-2.58232743213787
"CHOYP_ISCW_ISCW006091.2.2|m.61313",-4.00423971806036,-8.17687237630643,-3.92017096345883,-5.11975294825322,-4.02844464785885,-6.77335182008403
"CHOYP_ISCW_ISCW006831.1.1|m.23820",-1.64987470111382,-1.19416633484938,-2.54613680773607,-2.21123600439285,1.92727681473427,-2.85618771870239
"CHOYP_ISCW_ISCW008219.1.2|m.46822",-25.7400361076595,-28.8895467834098,-35.0981730472958,-41.4135345976825,-34.2929236706679,-31.5322676300818
"CHOYP_ANR17.1.2|m.772",-2.33156689665831,-2.51835590770808,-3.32462662689583,-1.24549450515032,-1.65345673952848,-2.10674382902603
"CHOYP_ISCW_ISCW008555.1.1|m.40873",-10.728265352877,-9.62082857970494,-8.2525981370156,-10.1411224909916,-10.1439051059716,-10.2226130917388
"CHOYP_ISCW_ISCW008596.2.2|m.44077",-4.02666370300171,-8.67449000342409,-7.26445978520228,-4.38393352758722,-4.45716731842766,-10.5102768753905
"CHOYP_ISCW_ISCW010143.3.3|m.61542",-11.4413051372807,-14.4212978214413,-16.8972223263486,-11.604788260082,-10.8844880190673,-8.76333490991384
"CHOYP_ISCW_ISCW010532.1.4|m.11493",-21.7236719339889,-13.186250750331,-21.1412074284526,-14.2496421557864,-20.2226726671226,-19.0665741641097
"CHOYP_ISCW_ISCW011108.1.1|m.13934",-10.1300847221424,-10.4070039472258,-10.4167147212613,-8.9382609979128,-8.78681064303437,-10.5777014841603
"CHOYP_ISCW_ISCW011341.1.1|m.18728",-3.27341616055133,-5.16909294086657,-3.24764101538691,-1.93156493078669,-3.33372901027771,-3.70661458439777
"CHOYP_ISCW_ISCW012010.1.1|m.27251",-19.057387055486,-19.0697409995798,-20.284758500725,-17.0072926876561,-16.1384320288936,-17.1122641950755
"CHOYP_ISCW_ISCW012036.1.1|m.27987",-2.84512100704254,-4.43573979177219,-8.26970543253847,-4.59515173982168,-5.53177507849054,-5.71885189174239
"CHOYP_ISCW_ISCW012366.1.1|m.3691",-13.6739841443802,-8.20002460733369,-7.34238205382939,-10.2028347565288,-1.96096401578413,-7.03816595247172
"CHOYP_ISCW_ISCW012623.1.1|m.26452",-2.10110500367312,-6.25256953734147,-9.35989246301329,1.30369793733125,-1.93174198049834,-2.87782914592093
"CHOYP_ISCW_ISCW013767.1.1|m.29335",-9.71544965705049,-12.4125876665682,-12.5032261113415,-14.6885339721788,-13.9862412837426,-12.946854372458
"CHOYP_ISCW_ISCW014398.1.3|m.15838",-16.6149528794273,-18.2741131413259,-15.2347504220961,-19.4260258556357,-17.4634419154661,-13.856337593999
"CHOYP_ISCW_ISCW014398.1.3|m.15839",-4.90213062016227,-6.32975557371513,-7.20764631995661,-19.567952569438,-5.67262649081126,-18.2308641496536
"CHOYP_ISCW_ISCW015295.1.1|m.22192",-6.55069050844841,-7.93809248083958,-3.81449505647526,-8.34655802725214,-4.31929427453144,-12.5549812472134
"CHOYP_ISCW_ISCW017188.1.1|m.23179",-3.39188489080492,-1.75809266085286,-1.65883851674223,-2.47728277691495,-2.50392870083417,-3.49949940803953
"CHOYP_ISCW_ISCW017707.1.1|m.58329",-4.85282039706337,-4.11923666549439,-6.53523220511758,-3.17429591881981,-3.39329524791047,-2.51653479674569
"CHOYP_ISCW_ISCW017709.1.1|m.30040",-13.037280845789,-8.74353406452106,-8.05081538385811,-4.35654889177923,-3.05212435686137,-3.7448679134039
"CHOYP_ISCW_ISCW018425.1.1|m.35608",-12.4009785442891,-13.2644254360767,-14.3324552625232,-15.5273082741999,-15.9473624436519,-17.0749436003155
"CHOYP_AP1G1.1.1|m.13111",-8.45007927742661,-6.83153350899646,-9.39775902166652,-8.97974438685421,-7.59368084532958,-8.21803674459687
"CHOYP_ISCW_ISCW018536.1.1|m.56336",-7.67753208786717,-6.17822729283331,-5.61511780562872,-5.25693901980942,-10.2727942794933,-6.60104444767279
"CHOYP_ISCW_ISCW020302.1.1|m.37564",-8.26465722781638,-4.5342675092335,-5.77306632336062,-4.809985815632,-4.79104170356168,-9.52862437251115
"CHOYP_ISCW_ISCW020550.2.2|m.18099",-17.871791239425,-24.2657688313965,-20.5051854333112,-22.8835342696005,-21.6828017622503,-15.9374229139209
"CHOYP_ISCW_ISCW021457.1.1|m.31134",-9.3907246761919,-9.2360175560587,-9.41391456053575,-3.5848343942335,-1.97287147268742,-3.46403472228773
"CHOYP_ISCW_ISCW021591.1.1|m.13970",-9.71041450166125,-9.35520412191557,-9.68610523331141,-7.81750964080285,-9.10680370280872,-9.96791796445813
"CHOYP_ISCW_ISCW022021.1.1|m.53168",-2.1309697099589,-1.61306915686042,-1.99424152361394,-3.46665694883505,-5.25824625339466,-3.53283385814296
"CHOYP_ISCW_ISCW022029.1.1|m.9014",-15.4087700695975,-13.679356499958,-15.9092627696268,-12.0494781066564,-13.4649809015791,-12.5086903751318
"CHOYP_AP1M1.1.1|m.56248",-4.0196203435315,-4.02497843063324,-2.72059859442619,-2.51052411362364,-3.77166956119142,-5.90279937850455
"CHOYP_ISCW_ISCW023153.1.1|m.10480",-3.99533803748302,-1.45609257497814,-3.84151194641913,-2.23360874018559,-2.7239000383853,-4.74449846618701
"CHOYP_ISCW_ISCW023591.1.1|m.9921",-4.75383327904363,-6.11177374205335,-7.44220706049362,-4.73412654560844,-5.17662566376704,-7.46464644372281
"CHOYP_ISCW_ISCW023973.1.2|m.6506",-14.2867529505891,-11.5809015349908,-13.2003427659813,-11.9147663009772,-11.901114384991,-8.9520594694686
"CHOYP_ISY1.1.1|m.53545",-2.74846204219681,-1.3407385458281,-1.48434363010992,-1.27846846601647,-2.55614721841327,-2.99430323165531
"CHOYP_IVD.1.2|m.5213",-7.64996339300161,-8.35230882044884,-6.6958702664764,-8.71028564366361,-7.80640700486857,-8.89082715131296
"CHOYP_IVD.2.2|m.14522",-3.34497387432414,-4.43577368956646,-3.79851927484299,-1.98192976113875,-4.97482112965703,-2.46124345322459
"CHOYP_AP2M1.1.1|m.25996",-5.12409692166009,-4.31171196306521,-6.31052487711362,-5.49231634509687,-6.9679337889093,-7.54972387471048
"CHOYP_JNK.1.1|m.1540",-2.77560711059367,-6.96920629039846,-3.55492020575145,-2.25978906584019,-2.87060049287885,-2.13669087845923
"CHOYP_K0020.1.1|m.1673",-1.39796710176405,-1.05823939152975,1.0310242357777,-2.54789023452177,-2.57199877434795,-5.54902626078048
"CHOYP_K6PF.1.1|m.46882",-10.3362955186899,-11.0938376805747,-11.3150256761778,-10.0121779223497,-11.540818847983,-10.3647796694221
"CHOYP_KAPR.2.3|m.56519",-9.13340043071432,-8.47020998848298,-10.6063226579877,-8.38350731211981,-5.71873738862031,-9.14534172824105
"CHOYP_KAT3.1.1|m.49207",-3.30320733078058,-1.24869741648148,-2.43120632024805,-3.34119288750808,-2.39273102902387,-4.55644283372089
"CHOYP_KC1A.2.2|m.64030",-6.48524655546632,-5.20124092121408,-4.97562461277595,-4.09325675565339,-7.15462440336566,-4.42811592079669
"CHOYP_KCIP4.1.1|m.46682",-8.11819968725647,-12.1661793408656,-12.6463074871608,-9.02314372027926,-8.06575289408829,-13.0133834179961
"CHOYP_AP3M2.1.1|m.43706",-8.7852750080814,-8.69021166721503,-7.59439712392457,-6.37723282939606,-5.9561970683675,-6.58352088285488
"CHOYP_KCMF1.1.1|m.62675",-4.70787650322572,-4.90342974369159,-4.37442611040278,-3.12903674088312,-3.25672520029898,-5.36440601078076
"CHOYP_KCP.3.13|m.17018",-2.45946080998995,-6.14063429445701,-9.28691337430704,-3.63276086247048,-5.87975940977853,-2.07192285448257
"CHOYP_KDEL1.1.1|m.62729",-4.80686935061683,-3.42851202435687,-2.28375856531045,-3.14586800624224,-2.89300594761915,-12.0755261532314
"CHOYP_KDM1A.1.1|m.60229",-5.7916454291228,-7.79489003095181,-4.30375346865726,-3.1029816003447,-3.22768237203985,-5.22813795859984
"CHOYP_KHDR1.1.1|m.8878",-8.9333260734912,-8.16097406326139,-9.15961659290589,-7.73649919793019,-8.2841101161928,-10.9079688779456
"CHOYP_KIF2A.2.2|m.62686",-5.72877573281172,-2.97198591480142,-1.61916600175102,-4.39147550393063,-1.39491200568481,-2.21660220862883
"CHOYP_KIF2A.2.2|m.62688",-7.92588192552516,-6.81738037051575,-6.72773561155576,-5.26955595842295,-4.97120153596394,-5.5887160119602
"CHOYP_KLH36.1.2|m.12244",-4.70608457777158,-2.10543875468045,-2.66380981061768,-2.96132937745288,-2.24906081454584,-1.54642598718559
"CHOYP_KLHL24.2.4|m.18433",-3.6767296848023,-5.39795148931556,-3.52001545907561,-2.82887729292741,-2.88660600564832,-3.79767646787637
"CHOYP_KPC1.2.2|m.37402",-1.70354938279837,-1.26700554728776,-3.12036754156965,-1.99130169263292,-1.51518514608864,-2.34322922173011
"CHOYP_KPRB.1.1|m.17501",-3.24964710041381,-4.9943033864311,-2.82634592161655,-2.45976758479279,-3.45765478914936,-3.17074223048997
"CHOYP_API5.1.1|m.17066",-9.58137366054671,-8.99570247038251,-7.7579999677251,-8.1542539600544,-8.91322049735727,-10.9230197969605
"CHOYP_KSR2.1.1|m.9852",-7.11106934413278,-4.33382469923007,-1.65440826727489,-4.81217809843525,-1.33947779841741,-9.9043112577145
"CHOYP_LA.1.1|m.65962",-15.9664333218429,-13.594951400859,-9.94753840797282,-13.1804578549547,-9.43372847469093,-11.8418604000245
"CHOYP_LC7L3.1.1|m.20705",-3.17531578711758,-4.63978149982263,-4.39591178316879,-5.55952786676721,-1.95399012514328,-5.30830346620066
"CHOYP_AQR.1.1|m.9127",-3.81816083491575,-2.35686970620484,-1.8947806827529,-1.58062143433009,-2.17795561769922,-3.31005746832907
"CHOYP_LGR4.1.2|m.27343",-8.37727907826269,-10.2036731621146,-10.5869229903555,-9.11590011464648,-10.2674387950763,-6.80415316407266
"CHOYP_LIGO2.1.2|m.3525",-11.8957262708602,-11.3221442859313,-12.7113071743872,-11.9016469389884,-8.79258285311234,-10.796904082347
"CHOYP_LIS1.1.1|m.56212",-1.26518618963468,-3.23629611571316,-2.62207178873086,-3.80651141315184,-3.2714703644701,-4.10279777530163
"CHOYP_LMBL3.1.1|m.14251",1.00577180120433,-1.51665292930228,1.01509818148511,-2.0849375295364,-4.79908752891568,-1.22898956274346
"CHOYP_LMNB2.1.1|m.55999",-14.6684825705411,-12.9928350194449,-12.9775720659666,-13.8026344354385,-15.6114230187542,-13.9206612132658
"CHOYP_LMO7.1.1|m.27803",-2.6636561302009,-4.90626327735604,-3.19092316174125,-5.18661239648451,-4.03912866095708,-7.62784788157161
"CHOYP_ARALYDRAFT_472154.1.1|m.29819",-17.5774000796738,-12.7285502447004,-5.67004390616273,-10.5720952348819,-18.9631506475976,-20.6851047269876
"CHOYP_LNTL-1.1.2|m.10782",-2.40843383794895,-2.73132762419494,-1.55002971414439,-2.00302381898863,-5.74194550823202,-6.67788975284807
"CHOYP_LOAG_05718.1.1|m.48540",-4.71929485618552,-9.03626515470974,-7.38989223486665,-3.6709194354798,-6.54252497429972,-6.66742471670034
"CHOYP_LOC100013725.1.2|m.12740",-3.66013244683972,-5.82447978582782,1.25319637207184,-4.06813206874016,-1.87469375171077,-4.14165449385921
"CHOYP_LOC100017224.1.1|m.26828",-3.60223145312011,-6.43716304626619,-4.40537854224652,-4.59829446529404,-4.93762053842585,-3.22497929764911
"CHOYP_LOC100024935.1.1|m.2615",-9.73663564000586,-10.6813730184819,-11.1550993192361,-11.285051597548,-8.45601611138337,-11.4029970694772
"CHOYP_LOC100027252.1.1|m.30045",-5.97463289127179,-6.75786991248705,-4.46846670210649,-4.99210074545029,-2.47382063972641,-7.26252185796449
"CHOYP_LOC100068494.1.1|m.8733",-3.79165095375896,-6.09777376542343,-9.43361163260097,-3.85823222806672,-6.30433785404892,-4.44141572994419
"CHOYP_LOC100072802.1.1|m.27280",-10.405976350016,-6.8578198753701,-3.73287111009819,-4.25504137431095,-4.15463359378247,1.48234522117278
"CHOYP_LOC100113561.1.1|m.37903",-11.6780821167139,-20.8482595634288,-18.2926617861912,-18.0987756399744,-8.52251914822565,-12.3679906680125
"CHOYP_LOC100114171.1.1|m.50280",-13.9017944334186,-13.0338292228039,-10.2518338007585,-16.680818922044,-13.9224284309573,-13.6837132593429
"CHOYP_LOC100114247.1.1|m.30717",-9.81356280327097,-10.2060770541313,-7.71710933495936,-9.45509503895289,-8.46856799351892,-9.20722497525373
"CHOYP_ARC1A.1.1|m.56262",-11.8184223415059,-10.8228059214558,-10.404946529159,-12.0848278661257,-12.7861573457171,-11.377390027009
"CHOYP_LOC100114636.1.1|m.11052",-17.9703775260637,-18.6964449199279,-19.5557915164751,-17.7585485030181,-17.7147166915012,-15.1837685266846
"CHOYP_LOC100114736.1.1|m.18266",-10.8817854061273,-13.2408509677703,-11.9253144304773,-11.2513295315323,-10.7712893371241,-11.5424524096146
"CHOYP_LOC100115002.1.1|m.45844",-1.91642222326832,-3.14199985777985,-2.97486733220614,-4.53299968374522,-2.4754343157791,-5.47322253035016
"CHOYP_LOC100115298.1.1|m.39207",-7.33211291155516,-11.0411840032905,-10.0462601817649,-8.89029533652359,-8.76090311101449,-7.09751778709918
"CHOYP_LOC100115467.1.1|m.51329",-14.2191630890291,-13.4241284606559,-10.7982884545458,-21.3622507441593,-15.5431134672919,-16.8602598225386
"CHOYP_LOC100115577.1.1|m.21791",-11.8909330272743,-13.0774550548816,-11.9476689500638,-14.1153799476257,-12.1173270714654,-10.2757902034411
"CHOYP_LOC100115776.1.1|m.24729",-5.49896436761857,1.23823866208997,-1.73039125488627,-1.8859242251821,-2.89301773386912,-3.517622465257
"CHOYP_LOC100116049.1.1|m.54372",-2.17934243930826,-1.38862932453736,1.3165331096372,-1.99175452050757,1.49633065062287,-2.56028152164818
"CHOYP_LOC100116719.1.1|m.58",-5.9514913237909,1.00361701647202,1.53053820809798,-2.85627590331332,-1.90821047397244,-1.21572028309411
"CHOYP_ARC1A.1.1|m.56263",-10.1122954383057,-12.3508974016511,-11.4935788358666,-13.7191296789547,-13.4533501762351,-14.1746378461907
"CHOYP_LOC100116878.1.1|m.11655",-4.3893004054745,-5.54487158629737,-6.0372738553591,-5.3763855239089,-3.91712129704359,-4.88012785266889
"CHOYP_LOC100118098.1.1|m.14795",-10.5359592069407,-8.83554440984465,-11.8947857906488,-8.44653211691086,-7.2279049209069,-9.13165546884199
"CHOYP_LOC100118291.1.1|m.54817",-4.64386272873518,-4.16361953226582,-2.57569340642724,-2.32833777350124,-4.75001525565914,-3.80116119444282
"CHOYP_LOC100118811.1.1|m.57633",-1.18466973273682,1.172991301189,3.99975805664399,4.23202668993295,-1.21647747017331,1.43648019544545
"CHOYP_LOC100119008.1.1|m.43229",-1.68062621531013,-1.16027129671029,-3.07817629132758,-1.65707051380087,-6.31826011893358,-2.24337600182207
