"","ID","Cluster","D3","D5","D7","D9","D11","D13"
"4579","3_CHOYP_LOC100378487.1.1.m.64108",3,3.17215,3.1951,3.3593,4.21625,3.59035,4.37115
"4580","3_CHOYP_LOC100378510.1.1.m.9865",1,1.1201,2.1503,4.5217,4.51705,8.40785,8.82535
"4581","3_CHOYP_LOC100378526.1.1.m.16747",1,10.56855,5.30275,11.19225,11.2756,11.96185,7.3236
"4582","3_CHOYP_LOC100378553.1.1.m.7444",3,0.6354,0.64585,0.65665,0.68345,0.1,0.1
"4583","3_CHOYP_LOC100378570.1.1.m.25501",4,2.6035,0.1,0.1,0.1,0.1,0.1
"4584","3_CHOYP_LOC100378584.1.3.m.38091",3,1.5496,3.0286,3.1843,3.208,0.1,0.1
"4585","3_CHOYP_LOC100378607.1.2.m.17330",4,0.7222,0.1,0.1,0.1,0.1,0.1
"4586","3_CHOYP_LOC100378615.1.2.m.25321",4,0.1,0.1,0.1,0.1,0.1,0.1
"4587","3_CHOYP_LOC100378618.1.1.m.48704",3,1.59185,2.66745,2.8013,1.2022,0.6429,0.1
"4588","3_CHOYP_LOC100378619.1.2.m.21468",1,11.75555,11.8256,8.71855,5.1815,8.2978,4.7635
"4589","3_CHOYP_LOC100378619.2.2.m.36047",1,19.8783,8.90145,15.46495,13.7419,2.64655,5.69495
"4590","3_CHOYP_LOC100378642.1.1.m.54868",3,0.1,2.5783,2.71085,1.43845,0.1,1.8117
"4591","3_CHOYP_LOC100378644.2.2.m.58497",1,65.84505,43.49325,28.86175,36.3866,38.523,34.4217
"4592","3_CHOYP_LOC100378652.1.1.m.5656",1,14.49595,9.45745,8.07455,4.5634,3.83365,7.049
"4593","3_CHOYP_LOC100378652.1.1.m.5657",1,8.17205,8.21875,9.8943,10.00985,3.98345,11.2668
"4594","3_CHOYP_LOC100378652.1.1.m.5658",1,13.9229,11.71695,9.82975,7.38555,10.5056,6.3952
"4595","3_CHOYP_LOC100378653.1.3.m.42107",4,0.1,0.1,0.1,0.1,0.1,0.1
"4596","3_CHOYP_LOC100378658.1.1.m.38454",4,0.1,0.1,0.1,0.1,0.1,0.1
"4597","3_CHOYP_LOC100378676.3.8.m.43012",3,0.1,0.1,1.25275,2.5619,0.1,0.1
"4598","3_CHOYP_LOC100378691.2.2.m.40118",1,26.2864,30.4638,27.79165,30.1239,18.3053,13.932
"4599","3_CHOYP_LOC100378714.2.4.m.30802",1,62.4224,81.81855,82.69575,70.09655,91.75155,116.12785
"4600","3_CHOYP_LOC100378719.1.1.m.7367",3,1.56745,4.7363,3.31985,2.5225,1.7741,2.1599
"4601","3_CHOYP_LOC100378760.1.1.m.37015",1,88.39365,101.7055,77.1126,104.7328,93.1285,121.84905
"4602","3_CHOYP_LOC100378816.1.1.m.10997",4,10.22435,0.1,1.1122,3.2675,0.1,0.1
"4603","3_CHOYP_LOC100378818.2.2.m.27217",3,0.1,2.34795,0.1,4.7744,2.63345,6.2063
"4604","3_CHOYP_LOC100378821.1.1.m.8967",4,0.1,0.7438,0.1,0.1,0.1,0.98585
"4605","3_CHOYP_LOC100378839.1.1.m.21328",1,37.4399,22.92175,25.552,25.68805,13.6874,23.96395
"4606","3_CHOYP_LOC100378844.1.4.m.7322",1,71.8458,51.82515,49.0156,38.60245,17.34635,21.20695
"4607","3_CHOYP_LOC100378848.1.1.m.29949",4,0.1,0.65425,0.1,0.1,0.72865,0.1
"4608","3_CHOYP_LOC100378849.1.1.m.21445",3,1.71685,0.1,0.1,0.1,0.1,2.2911
"4609","3_CHOYP_LOC100378873.3.3.m.30410",3,6.9584,2.11185,2.2247,0.1,0.1,1.0078
"4610","3_CHOYP_LOC100378881.1.1.m.29212",1,7.2553,4.87595,6.43265,3.98875,6.8303,5.0012
"4611","3_CHOYP_LOC100378892.1.1.m.41502",1,6.2674,7.57145,6.6087,6.66085,12.74285,6.9056
"4612","3_CHOYP_LOC100378901.1.2.m.29418",1,12.7835,12.96035,6.76895,20.3435,10.8025,8.80775
"4613","3_CHOYP_LOC100378967.1.1.m.62298",3,3.37875,2.04775,2.8582,4.31925,1.52735,2.78825
"4614","3_CHOYP_LOC100378969.2.2.m.31240",1,11.6122,23.2706,28.90345,25.03485,26.3829,26.65255
"4615","3_CHOYP_LOC100378993.1.1.m.13997",4,0.1,0.1,0.1,0.32745,0.1,0.1
"4616","3_CHOYP_LOC100378999.1.1.m.36850",4,9.70385,0.1,0.1,0.1,0.1,0.1
"4617","3_CHOYP_LOC100379008.4.4.m.54023",4,0.1,0.77975,0.8422,0.1,0.8922,0.1
"4618","3_CHOYP_LOC100379027.1.1.m.27022",1,16.5019,20.2964,17.4438,17.57795,10.40745,7.5791
"4619","3_CHOYP_LOC100379049.1.1.m.51860",3,2.24705,4.09375,2.8751,1.90275,0.552,3.09585
"4620","3_CHOYP_LOC100402577.1.1.m.44548",1,0.1,3.5251,3.7063,5.56945,21.81315,4.8226
"4621","3_CHOYP_LOC100459096.3.3.m.45135",3,0.1,0.1,2.0232,4.0528,6.47835,5.2345
"4622","3_CHOYP_LOC100462678.2.2.m.28619",4,0.1,0.1,0.1,0.1,0.1,0.1
"4623","3_CHOYP_LOC100465916.1.1.m.44328",5,0.1,0.1,0.1,5.1395,0.1,0.1
"4624","3_CHOYP_LOC100471656.2.2.m.34266",3,0.1,1.58845,1.6163,0.1,0.1,0.1
"4625","3_CHOYP_LOC100472408.1.1.m.17281",3,0.1,4.7922,3.34445,3.476,0.1,4.35175
"4626","3_CHOYP_LOC100476601.1.1.m.9343",4,0.1,0.63435,0.359,0.9216,0.37845,0.83825
"4627","3_CHOYP_LOC100485159.1.1.m.30340",1,16.72625,13.6504,12.702,15.24065,9.016,9.8828
"4628","3_CHOYP_LOC100485247.1.1.m.37690",1,0.1,0.1,5.39865,5.45045,9.6854,4.7848
"4629","3_CHOYP_LOC100485356.1.1.m.21339",4,0.1,0.1,0.1,0.1,0.1,0.1
"4630","3_CHOYP_LOC100485383.1.1.m.52650",1,16.4219,5.15545,0.1,2.20325,0.1,25.45775
"4631","3_CHOYP_LOC100485485.1.1.m.27961",6,78.84705,0.1,0.1,0.1,0.1,0.1
"4632","3_CHOYP_LOC100485536.1.1.m.48204",3,1.04825,4.0117,3.14345,4.24935,4.508,0.1
"4633","3_CHOYP_LOC100485604.1.1.m.45268",4,1.7563,0.1,0.1,0.1,0.1,0.1
"4634","3_CHOYP_LOC100486001.1.1.m.6209",4,0.1,0.1,0.1,0.1,0.1,0.1
"4635","3_CHOYP_LOC100486063.2.9.m.5918",1,9.6617,8.40065,2.8088,5.17885,5.50275,6.05305
"4636","3_CHOYP_LOC100486063.5.9.m.39538",1,2.2291,4.78825,7.6931,1.80595,5.39815,9.99985
"4637","3_CHOYP_LOC100486063.6.9.m.44250",4,0.1,0.1,0.1,0.52265,0.1,0.1
"4638","3_CHOYP_LOC100486063.9.9.m.65186",1,0.1,0.82,14.7972,16.47325,17.5824,13.8775
"4639","3_CHOYP_LOC100486357.1.1.m.51050",3,1.1532,1.14385,2.33075,1.2438,0.1,0.1
"4640","3_CHOYP_LOC100486738.1.2.m.63464",4,0.1,0.1,0.1,0.6437,1.2812,0.1
"4641","3_CHOYP_LOC100487213.2.4.m.53374",3,4.4198,3.64845,6.4084,4.7238,3.62665,2.2152
"4642","3_CHOYP_LOC100488715.1.1.m.61241",4,0.1,0.1,0.1,0.1,0.1,0.1
"4643","3_CHOYP_LOC100488894.1.5.m.4048",4,0.41865,0.1,0.78285,0.1,0.46265,0.1
"4644","3_CHOYP_LOC100489126.1.1.m.18822",4,0.1,0.1,0.1,0.1,0.7619,0.1
"4645","3_CHOYP_LOC100489926.1.3.m.3642",4,0.9247,0.6204,0.1,0.1,0.1,0.1
"4646","3_CHOYP_LOC100489929.1.1.m.51437",1,0.1,5.65865,5.9496,5.9939,6.3587,7.74155
"4647","3_CHOYP_LOC100490321.2.2.m.54266",4,0.1,0.1,0.1,0.1,0.1,0.1
"4648","3_CHOYP_LOC100490454.1.1.m.64455",3,3.93155,2.95705,1.07115,3.14305,2.22495,1.4029
"4649","3_CHOYP_LOC100491753.1.3.m.45589",4,0.1,0.1,0.1,0.1,0.1,0.1
"4650","3_CHOYP_LOC100491886.1.1.m.26703",4,7.5742,0.1,0.1,0.1,0.1,0.1
"4651","3_CHOYP_LOC100492442.1.1.m.16466",3,6.03855,2.75805,5.2224,5.26255,1.87285,3.0282
"4652","3_CHOYP_LOC100492576.1.1.m.7775",1,41.56775,39.6853,44.6287,40.8492,45.1644,52.6947
"4653","3_CHOYP_LOC100492683.1.1.m.63753",4,0.1,2.3392,3.63885,0.1,1.3356,0.1
"4654","3_CHOYP_LOC100493179.5.15.m.32003",4,0.3212,0.1,0.1,0.34495,0.1,0.1
"4655","3_CHOYP_LOC100493440.1.2.m.17291",4,0.1,0.1,0.1,1.00385,0.1,0.1
"4656","3_CHOYP_LOC100493600.1.1.m.58682",3,4.5714,4.60445,1.2833,2.4476,2.6019,1.6266
"4657","3_CHOYP_LOC100495846.1.1.m.11305",1,11.50495,6.54895,6.0939,3.87575,5.70985,5.947
"4658","3_CHOYP_LOC100496973.2.8.m.19997",4,0.1,0.1,0.1,0.1,0.84555,0.1
"4659","3_CHOYP_LOC100496973.4.8.m.55256",4,1.1847,0.65445,0.1,0.1,0.1,0.1
"4660","3_CHOYP_LOC100497129.3.8.m.32060",1,8.3134,8.6829,3.04055,3.2332,3.16915,4.49215
"4661","3_CHOYP_LOC100497129.6.8.m.41866",6,30.3858,0.1,0.1,0.1,0.1,0.1
"4662","3_CHOYP_LOC100497129.7.8.m.41875",3,0.1,3.46065,5.78595,5.99455,5.49785,2.3503
"4663","3_CHOYP_LOC100498109.3.3.m.55841",4,1.01405,0.1,0.1,0.1,0.1,0.1
"4664","3_CHOYP_LOC100502592.1.1.m.27996",4,2.22505,0.1,0.1,0.1,0.1,0.1
"4665","3_CHOYP_LOC100524481.1.1.m.14740",4,0.1,0.1,0.1,0.1,1.44155,0.1
"4666","3_CHOYP_LOC100533218.1.1.m.56993",3,2.30545,2.32215,3.6391,4.878,0.1,3.1769
"4667","3_CHOYP_LOC100533220.2.2.m.13989",4,0.1,0.1,0.1,0.1,0.1,0.7759
"4668","3_CHOYP_LOC100533220.2.2.m.13990",4,0.1,0.1,0.1,0.1,0.1,0.1
"4669","3_CHOYP_LOC100533220.2.2.m.13991",4,0.1,0.1,0.1,0.1,0.1,0.1
"4670","3_CHOYP_LOC100533225.1.2.m.36896",3,0.1,1.17295,1.2375,1.2438,0.1,0.1
"4671","3_CHOYP_LOC100533245.3.6.m.31982",4,0.1,0.1,0.1,0.1,0.1,0.1
"4672","3_CHOYP_LOC100533245.3.6.m.31983",4,0.1,0.1,0.1,0.1,0.1,0.1
"4673","3_CHOYP_LOC100533258.6.6.m.48142",1,17.65455,26.6565,28.11565,25.92225,32.41635,27.35465
"4674","3_CHOYP_LOC100533258.6.6.m.48143",1,27.31245,39.8743,39.58305,39.68235,47.64955,44.46505
"4675","3_CHOYP_LOC100533261.1.1.m.36141",1,121.69455,80.59075,94.79765,62.5219,71.06745,110.8607
"4676","3_CHOYP_LOC100533283.1.1.m.54357",1,34.3888,33.4405,30.55185,40.32955,46.48425,48.9312
"4677","3_CHOYP_LOC100533284.1.2.m.25143",3,1.779,6.3069,1.88405,2.86305,1.07045,1.2771
"4678","3_CHOYP_LOC100533289.6.6.m.59221",4,1.2997,1.29535,0.1,0.1,0.1,0.1
"4679","3_CHOYP_LOC100533290.1.1.m.9001",1,18.3426,11.4217,14.29825,15.4969,14.0565,8.1774
"4680","3_CHOYP_LOC100533291.4.7.m.29195",3,7.67695,7.65065,0.1,0.1,0.1,0.1
"4681","3_CHOYP_LOC100533294.1.3.m.35108",1,226.3257,204.63215,227.36825,212.37445,219.7757,329.5942
"4682","3_CHOYP_LOC100533294.2.3.m.36820",2,0.1,0.1,0.1,10.50585,0.1,14.9395
"4683","3_CHOYP_LOC100533315.1.3.m.40003",4,1.6665,0.1,0.1,0.1,1.8502,0.1
"4684","3_CHOYP_LOC100533316.2.2.m.47773",3,3.3808,2.34795,6.12535,7.379,6.3894,4.69955
"4685","3_CHOYP_LOC100533319.1.2.m.46",3,0.1,1.78005,1.87155,1.0086,0.1,0.1
"4686","3_CHOYP_LOC100533325.1.1.m.55617",4,0.1,0.3719,0.6681,0.3809,0.41185,0.1
"4687","3_CHOYP_LOC100533330.1.2.m.2565",4,4.88965,2.52555,0.1,0.1,0.1,0.1
"4688","3_CHOYP_LOC100533341.1.1.m.1846",1,27.92935,31.2269,24.0981,34.1907,29.25125,21.37455
"4689","3_CHOYP_LOC100533349.3.5.m.52212",3,0.1,5.2518,4.5915,4.62565,3.0343,2.4424
"4690","3_CHOYP_LOC100533356.6.6.m.63561",3,0.1,1.4244,1.48645,0.1,0.1,0.1
"4691","3_CHOYP_LOC100533357.1.2.m.56848",1,45.85685,34.56405,36.3763,34.93365,40.7657,49.6313
"4692","3_CHOYP_LOC100533367.1.1.m.49626",1,16.6869,10.12355,7.0651,0.1,0.1,0.1
"4693","3_CHOYP_LOC100533383.1.2.m.10358",1,3.89655,0.1,4.8576,1.66805,4.40025,9.5662
"4694","3_CHOYP_LOC100533384.3.5.m.37350",3,1.71365,1.75195,0.1,5.3084,3.77545,2.3457
"4695","3_CHOYP_LOC100533384.5.5.m.59082",1,27.5737,21.2629,17.17965,13.84605,20.17205,20.1161
"4696","3_CHOYP_LOC100533384.5.5.m.59083",1,38.41645,25.8035,17.7932,22.44375,24.2285,41.17845
"4697","3_CHOYP_LOC100533387.1.1.m.56131",1,35.21035,37.8694,41.1285,42.55895,31.59385,46.85805
"4698","3_CHOYP_LOC100533388.1.6.m.3716",5,0.1,0.1,0.1,4.6768,0.1,0.1
"4699","3_CHOYP_LOC100533388.2.6.m.5374",1,13.86265,38.26075,29.36155,36.9752,42.98835,42.98595
"4700","3_CHOYP_LOC100533388.4.6.m.45039",4,0.1,0.1,0.1,0.1,0.1,0.1
"4701","3_CHOYP_LOC100533388.6.6.m.45695",1,17.49875,17.62535,18.53145,18.66945,19.8057,36.1695
"4702","3_CHOYP_LOC100533400.1.4.m.12300",2,0.1,0.1,3.1632,0.1,0.1,7.9508
"4703","3_CHOYP_LOC100533400.3.4.m.28214",2,0.1,0.1,2.6799,0.1,2.7709,6.7164
"4704","3_CHOYP_LOC100533411.1.1.m.37112",4,0.1,0.1,0.1,0.1,0.1,0.1
"4705","3_CHOYP_LOC100533437.1.2.m.4596",4,3.39415,0.1,0.1,0.1,3.8767,0.1
"4706","3_CHOYP_LOC100533444.1.1.m.33578",4,0.42625,0.1,0.1,0.1,0.4711,0.1
"4707","3_CHOYP_LOC100533447.1.3.m.37261",1,2.4625,1.69535,5.27005,1.7992,2.82465,12.22905
"4708","3_CHOYP_LOC100533447.2.3.m.44496",1,131.05245,166.6064,205.0143,203.90855,252.37035,240.01075
"4709","3_CHOYP_LOC100533447.2.3.m.44497",4,1.3424,2.61295,0.1,0.1,1.4893,0.1
"4710","3_CHOYP_LOC100533450.1.1.m.54334",1,9.37785,7.9814,7.63795,7.72075,4.11485,6.95805
"4711","3_CHOYP_LOC100533455.1.9.m.3607",1,13.9058,8.43625,8.8873,2.96585,6.257,11.4956
"4712","3_CHOYP_LOC100533521.2.2.m.52097",1,77.36905,97.33525,106.33325,102.9474,78.7922,154.5444
"4713","3_CHOYP_LOC100533524.1.1.m.33932",3,5.09485,0.1,0.1,0.1,0.1,4.6844
"4714","3_CHOYP_LOC100533528.2.2.m.26125",1,35.95645,30.60235,24.92045,34.0035,28.1692,49.5336
"4715","3_CHOYP_LOC100533537.1.1.m.36",1,11.5397,17.3586,18.21505,15.33795,29.25435,19.87255
"4716","3_CHOYP_LOC100535066.1.2.m.15640",1,75.7501,54.9476,62.5613,62.8646,64.3339,64.4859
"4717","3_CHOYP_LOC100535716.2.3.m.39162",1,0.1,0.1,9.4879,11.9616,11.4801,6.25565
"4718","3_CHOYP_LOC100536597.1.1.m.52329",3,9.36335,4.82735,0.1,4.9609,0.1,0.1
"4719","3_CHOYP_LOC100537361.1.1.m.55516",4,3.3352,1.6676,1.33205,0.95395,0.51515,0.1
"4720","3_CHOYP_LOC100538313.1.1.m.64152",1,0.53485,7.03245,5.9958,8.2336,9.93275,8.4817
"4721","3_CHOYP_LOC100538996.1.1.m.14935",4,3.99785,0.1,0.1,0.1,0.1,0.1
"4722","3_CHOYP_LOC100539769.1.1.m.36990",3,2.21405,4.3705,6.9364,4.62945,7.3334,5.97925
"4723","3_CHOYP_LOC100540539.1.1.m.14519",3,0.70225,1.65825,3.47695,1.49715,1.31995,1.61035
"4724","3_CHOYP_LOC100541322.1.1.m.43256",1,45.61635,50.6012,53.23115,27.1358,54.24675,65.99115
"4725","3_CHOYP_LOC100543236.1.2.m.20322",4,0.1,0.1,0.1,0.1,0.1,3.54825
"4726","3_CHOYP_LOC100543709.1.1.m.32086",3,0.1,2.45045,1.7277,3.41685,3.6307,0.1
"4727","3_CHOYP_LOC100546924.1.2.m.34506",4,0.3742,0.1,0.1,0.4026,0.1,0.1
"4728","3_CHOYP_LOC100547490.1.1.m.5822",3,0.1,4.4798,4.71005,0.1,2.5328,3.11095
"4729","3_CHOYP_LOC100548534.1.1.m.26484",6,11.07665,0.1,0.1,0.1,0.1,0.1
"4730","3_CHOYP_LOC100548534.1.1.m.26485",4,9.79065,0.1,0.1,0.1,0.1,0.1
"4731","3_CHOYP_LOC100549486.1.1.m.54965",4,0.8792,0.1,0.1,0.1,0.1,0.1
"4732","3_CHOYP_LOC100552087.1.1.m.26238",4,3.2945,1.68745,0.1,1.7779,0.1,0.1
"4733","3_CHOYP_LOC100552337.1.1.m.19614",1,15.73385,22.7191,23.91215,21.83955,17.3803,15.24025
"4734","3_CHOYP_LOC100552374.1.1.m.21979",4,0.1,1.87145,0.1,0.1,0.1,0.1
"4735","3_CHOYP_LOC100552730.1.1.m.18699",4,1.28805,0.1,0.1,0.1,0.1,0.1
"4736","3_CHOYP_LOC100553519.1.1.m.20707",1,7.5986,4.669,5.81695,5.43185,4.78825,4.06775
"4737","3_CHOYP_LOC100553663.1.1.m.58460",3,2.2303,2.23455,0.1,0.1,1.9199,0.82015
"4738","3_CHOYP_LOC100553687.1.1.m.61663",3,1.1346,2.17935,2.2914,1.22365,1.6437,1.9877
"4739","3_CHOYP_LOC100553809.1.1.m.45965",3,5.0804,2.0479,3.21845,2.1692,6.9037,5.6065
"4740","3_CHOYP_LOC100554313.1.1.m.20949",1,12.96465,4.34575,9.1532,4.58315,2.46245,3.0308
"4741","3_CHOYP_LOC100554450.1.1.m.66550",1,13.93465,18.5756,29.48925,14.93765,5.2315,0.1
"4742","3_CHOYP_LOC100554578.1.2.m.7421",4,0.1,0.1,0.1,0.1,0.1,0.1
"4743","3_CHOYP_LOC100554670.1.1.m.4865",1,4.26655,10.70185,7.91855,6.81935,8.4565,2.93595
"4744","3_CHOYP_LOC100555223.1.1.m.47612",4,0.1,0.1,0.1,0.1,3.5144,0.1
"4745","3_CHOYP_LOC100555295.1.1.m.51356",3,0.1,2.7215,1.0262,1.93025,0.1,6.2312
"4746","3_CHOYP_LOC100555755.1.1.m.58711",4,0.1,0.1,0.1,0.1,0.1,1.7427
"4747","3_CHOYP_LOC100555907.1.1.m.27452",6,59.7973,25.8035,0.1,0.1,0.1,0.1
"4748","3_CHOYP_LOC100556034.2.2.m.15378",4,0.1,0.1,0.1,1.215,2.4309,0.1
"4749","3_CHOYP_LOC100556517.1.1.m.22221",3,4.97665,1.74135,0.1,1.78865,0.1,0.1
"4750","3_CHOYP_LOC100558815.1.1.m.30536",1,31.48005,28.1081,22.16735,20.44225,25.61295,19.28505
"4751","3_CHOYP_LOC100558843.1.1.m.14396",3,4.5812,4.61435,4.85155,2.53495,0.1,3.2029
"4752","3_CHOYP_LOC100559879.1.1.m.8598",3,6.73235,4.4985,2.4598,2.47255,0.1,3.1306
"4753","3_CHOYP_LOC100559941.1.2.m.12240",1,5.99875,8.7327,7.6747,8.1878,7.2642,7.6992
"4754","3_CHOYP_LOC100560334.2.3.m.42997",3,0.1,0.1,2.60975,7.6348,2.69835,0.1
"4755","3_CHOYP_LOC100560768.1.1.m.18804",1,8.8952,0.1,18.8403,0.1,0.1,0.1
"4756","3_CHOYP_LOC100561086.1.1.m.13015",1,8.6431,13.05845,6.82145,2.3941,5.0077,3.0308
"4757","3_CHOYP_LOC100561262.1.1.m.16846",1,38.04285,37.154,41.45935,38.1045,31.31265,36.54635
"4758","3_CHOYP_LOC100561410.1.1.m.58687",1,5.0114,10.09525,8.0111,7.97505,5.79905,13.8112
"4759","3_CHOYP_LOC100561810.1.1.m.8656",3,2.92665,2.8902,3.0388,1.60645,0.1,0.1
"4760","3_CHOYP_LOC100561894.1.1.m.45814",4,3.6289,0.1,0.1,0.1,0.1,0.1
"4761","3_CHOYP_LOC100562697.1.1.m.27375",1,37.58275,33.09215,22.26735,25.00015,37.1834,22.68255
"4762","3_CHOYP_LOC100562954.1.1.m.27429",4,0.1,0.1,0.1,0.1,0.1,1.82495
"4763","3_CHOYP_LOC100563402.1.1.m.5257",4,0.1,0.1,0.1,0.1,0.1,0.1
"4764","3_CHOYP_LOC100563554.1.1.m.49953",3,0.65325,0.664,2.57305,0.68115,0.74025,0.8782
"4765","3_CHOYP_LOC100563867.1.1.m.11836",1,11.52865,19.3878,16.4195,16.5239,17.5014,10.58195
"4766","3_CHOYP_LOC100563952.1.1.m.30232",1,29.24445,29.456,27.17265,27.36645,49.6499,40.29845
"4767","3_CHOYP_LOC100564140.2.2.m.10031",4,0.1,1.28215,0.1,0.1,0.1,0.1
"4768","3_CHOYP_LOC100564354.1.1.m.46361",1,15.9317,24.0704,21.17,25.4963,22.47885,21.95365
"4769","3_CHOYP_LOC100564832.1.1.m.43026",3,4.51915,4.5756,1.67695,3.21705,6.82565,0.1
"4770","3_CHOYP_LOC100565366.1.1.m.49990",3,0.575,1.0603,1.1148,1.1231,1.19145,0.7745
"4771","3_CHOYP_LOC100565534.1.3.m.28075",1,13.5288,3.49695,7.15455,7.379,0.1,0.1
"4772","3_CHOYP_LOC100565534.2.3.m.29570",1,15.069,12.22815,16.027,19.30235,13.744,20.77075
"4773","3_CHOYP_LOC100566943.1.2.m.35349",1,0.1,11.73745,8.19145,4.10685,4.3679,5.38525
"4774","3_CHOYP_LOC100566968.1.1.m.15268",4,0.1,0.1,0.1,0.1,0.1,0.9091
"4775","3_CHOYP_LOC100567114.1.1.m.39091",1,0.1,12.9381,13.596,13.7629,11.92745,13.69485
"4776","3_CHOYP_LOC100567407.1.1.m.8503",1,10.8299,10.8794,7.19995,11.51315,10.7531,7.46645
"4777","3_CHOYP_LOC100567969.1.1.m.26460",1,10.76695,15.71655,10.13825,10.29965,10.8354,4.9451
"4778","3_CHOYP_LOC100568234.1.1.m.60837",3,4.1989,1.47945,4.47865,6.0284,1.61395,5.7888
"4779","3_CHOYP_LOC100571875.1.1.m.48861",1,9.03835,0.1,0.1,0.1,0.1,8.3101
"4780","3_CHOYP_LOC100575377.1.10.m.10592",4,0.1,0.90985,0.1,0.1,0.1,0.1
"4781","3_CHOYP_LOC100576447.2.2.m.55515",4,0.1,0.1,0.1,0.1,0.1,0.1
"4782","3_CHOYP_LOC100577801.1.1.m.7007",4,0.1,0.1,0.1,0.1,0.1,0.1
"4783","3_CHOYP_LOC100617548.1.1.m.64248",4,0.1,0.1,0.1,0.1,0.1,0.1
"4784","3_CHOYP_LOC100618341.1.1.m.42477",3,0.1,0.82675,0.1,0.1,0.94645,1.128
"4785","3_CHOYP_LOC100619435.1.2.m.28884",1,14.0569,42.4399,34.6117,14.90075,10.66975,16.11745
"4786","3_CHOYP_LOC100631809.1.2.m.30895",4,3.12725,0.1,0.1,0.1,0.1,0.1
"4787","3_CHOYP_LOC100632370.1.1.m.25156",3,1.20315,1.1934,1.245,0.1,0.1,0.1
"4788","3_CHOYP_LOC100632618.1.3.m.23426",4,0.1,1.4358,0.1,0.1,0.1,0.1
"4789","3_CHOYP_LOC100632618.2.3.m.30752",4,2.4595,0.1,0.1,0.1,0.1,0.1
"4790","3_CHOYP_LOC100632738.1.1.m.4911",3,1.45835,0.1,0.1,1.53105,0.1,1.9978
"4791","3_CHOYP_LOC100632832.1.1.m.45608",3,3.62265,2.93675,2.3153,3.09045,0.88075,1.049
"4792","3_CHOYP_LOC100633041.1.1.m.35428",1,20.9494,27.11665,33.827,30.3425,26.49575,31.62035
"4793","3_CHOYP_LOC100633059.1.1.m.20098",4,0.1,0.1,0.1,0.1,0.1,0.1
"4794","3_CHOYP_LOC100633075.1.4.m.4467",4,0.1,0.1,0.1,0.1,0.1,0.1
"4795","3_CHOYP_LOC100633077.1.4.m.4444",1,62.97955,70.39145,105.9023,62.60385,45.97365,25.5533
"4796","3_CHOYP_LOC100633077.4.4.m.62658",1,137.1061,104.4301,105.9023,98.7909,159.40835,178.74865
"4797","3_CHOYP_LOC100634021.1.1.m.53536",4,0.1,0.1,0.1,0.1,1.05825,0.1
"4798","3_CHOYP_LOC100634556.1.1.m.45015",3,0.1,5.3894,0.1,0.1,5.8919,7.26825
"4799","3_CHOYP_LOC100634688.3.6.m.36725",4,0.1,0.1,0.1,0.9234,0.9796,0.1
"4800","3_CHOYP_LOC100634688.6.6.m.63689",1,10.19,11.71495,13.96755,14.0091,8.21875,13.04005
"4801","3_CHOYP_LOC100634891.1.1.m.11488",3,2.2146,4.4612,4.69055,5.9267,3.7768,3.05165
"4802","3_CHOYP_LOC100635182.1.1.m.5368",4,0.1,0.1,0.1,0.1,0.1,3.04295
"4803","3_CHOYP_LOC100635245.3.4.m.44747",4,0.1,0.1,0.1,0.1,0.1,0.1
"4804","3_CHOYP_LOC100635352.1.1.m.9481",4,0.1,0.1,0.1,0.1,0.1,2.32945
"4805","3_CHOYP_LOC100635487.1.1.m.21915",5,0.1,0.1,0.1,2.0261,0.1,2.55725
"4806","3_CHOYP_LOC100635694.1.1.m.24761",1,17.90075,10.7763,19.0388,19.17225,8.10835,9.87175
"4807","3_CHOYP_LOC100635715.2.9.m.8040",1,7.09065,9.51455,12.55215,12.6401,16.03735,16.26735
"4808","3_CHOYP_LOC100636110.1.2.m.5041",4,0.1,0.1,1.50075,0.1,0.1,0.1
"4809","3_CHOYP_LOC100636340.1.4.m.5143",1,7.2605,7.30975,7.22825,7.2919,7.2748,10.86165
"4810","3_CHOYP_LOC100636340.3.4.m.44279",4,0.1,0.2322,0.5709,0.6311,0.24935,0.78735
"4811","3_CHOYP_LOC100636340.4.4.m.50991",4,0.1,0.1,0.1,0.1,0.31985,0.1
"4812","3_CHOYP_LOC100636433.3.4.m.27077",1,18.77535,28.72245,35.69465,31.20145,42.46,39.26545
"4813","3_CHOYP_LOC100636493.1.1.m.65727",1,15.09895,25.0066,26.8999,25.1603,21.0009,26.9649
"4814","3_CHOYP_LOC100636568.1.1.m.16013",4,1.2645,1.22105,0.47165,0.1,0.5156,0.1
"4815","3_CHOYP_LOC100636813.1.1.m.19517",3,4.1213,4.15115,2.2737,2.2855,0.1,0.1
"4816","3_CHOYP_LOC100637812.1.1.m.1303",4,2.5503,0.1,0.1,0.1,2.83445,0.1
"4817","3_CHOYP_LOC100637925.1.4.m.34491",4,0.1,0.1,0.1,0.1,0.25215,0.1
"4818","3_CHOYP_LOC100637925.3.4.m.48236",4,0.1,0.1,1.1372,0.1,0.1,0.1
"4819","3_CHOYP_LOC100638337.1.1.m.19693",4,0.1,0.1,0.1,0.1,1.0587,0.1
"4820","3_CHOYP_LOC100638372.1.1.m.60468",3,4.80995,5.53485,5.1058,3.67655,3.87665,7.57005
"4821","3_CHOYP_LOC100638431.10.10.m.59513",4,0.1,0.1,0.1,0.1,0.1,0.1
