"","ID","Cluster","D3","D5","D7","D9","D11","D13"
"6759","3_CHOYP_PNP5B.1.1.m.21997",3,2.97385,1.53805,0.1,0.1,3.39575,6.08495
"6760","3_CHOYP_PO2F1.1.1.m.11428",3,0.96465,0.1,1.0345,0.1,0.1,1.3058
"6761","3_CHOYP_POGLUT1.1.1.m.45796",3,2.6887,1.38635,0.1,1.4602,4.54415,0.1
"6762","3_CHOYP_POLD1.1.1.m.61169",3,0.8262,0.87125,0.1,1.3148,2.3314,1.13845
"6763","3_CHOYP_POLR3K.1.1.m.8423",1,8.30365,4.27185,4.5147,8.8282,0.1,5.7448
"6764","3_CHOYP_POMGNT1.1.1.m.33377",4,0.1,0.1,0.1,0.1,0.1,0.1
"6765","3_CHOYP_POPTRDRAFT_1091519.1.1.m.56854",4,0.1,0.1,0.1,0.1,1.10465,0.1
"6766","3_CHOYP_POPTRDRAFT_655879.1.1.m.46190",5,0.1,0.1,0.1,2.21565,0.1,0.1
"6767","3_CHOYP_PP1A.1.1.m.25950",4,0.1,0.1,0.1,0.1,0.1,0.1
"6768","3_CHOYP_PP1B.2.3.m.22075",1,23.08335,23.23585,25.7782,23.2799,21.51915,26.19495
"6769","3_CHOYP_PP1RA.1.1.m.9915",3,1.8346,1.84135,1.29635,1.94805,2.75215,0.1
"6770","3_CHOYP_PP4C.1.1.m.10112",1,24.4358,31.48375,29.55345,20.6257,9.9509,28.85165
"6771","3_CHOYP_PP4R1.1.1.m.11682",1,7.08915,16.8377,15.01505,15.14505,9.7198,7.6762
"6772","3_CHOYP_PP6R3.1.1.m.43072",1,28.0023,28.7572,30.75515,28.71015,21.94415,25.9752
"6773","3_CHOYP_PPA5.1.1.m.36087",3,1.6191,3.24425,0.1,1.74795,1.8455,0.1
"6774","3_CHOYP_PPAC1.1.1.m.51347",1,12.8605,12.95355,13.61955,13.7209,7.2292,17.7216
"6775","3_CHOYP_PPAL.2.2.m.32405",3,4.4569,3.35215,3.51755,1.2188,2.52225,3.11735
"6776","3_CHOYP_PPAN.B.1.1.m.2112",3,0.97265,0.1,1.01095,0.1,0.1,0.1
"6777","3_CHOYP_PPBT.1.4.m.5115",1,17.9903,29.2336,33.91045,37.3035,22.6245,9.6453
"6778","3_CHOYP_PPIB.2.4.m.40019",4,8.7502,0.1,0.1,0.1,0.1,0.1
"6779","3_CHOYP_PPID.1.1.m.55261",1,26.50035,24.0107,21.01095,25.33805,23.9424,16.42635
"6780","3_CHOYP_PPIE.1.1.m.18580",1,11.8474,18.79475,14.42265,25.2467,24.85195,4.6695
"6781","3_CHOYP_PPIG.1.1.m.63308",3,0.48425,3.0751,2.7661,3.24335,1.97085,3.59925
"6782","3_CHOYP_PPIH.1.1.m.18923",1,36.2848,49.5477,41.20815,33.3559,40.9739,35.69335
"6783","3_CHOYP_PPIL2.1.1.m.55184",4,1.0711,0.1,0.1,0.1,0.1,0.1
"6784","3_CHOYP_PPM1H.1.1.m.24782",3,1.1827,1.1788,0.1,1.24115,2.5705,0.1
"6785","3_CHOYP_PPME1.1.1.m.56260",4,3.899,1.3408,0.1,1.41215,0.1,0.1
"6786","3_CHOYP_PPN.2.4.m.44929",1,17.96655,17.17585,19.62395,19.0334,12.44115,17.1579
"6787","3_CHOYP_PPN.3.4.m.50209",1,5.47815,8.0676,0.1,5.0847,12.35165,0.1
"6788","3_CHOYP_PPOX.1.1.m.45234",3,3.2243,4.3265,3.39015,2.29145,4.8618,5.91905
"6789","3_CHOYP_PPP1CC.1.1.m.13937",1,74.6141,78.3872,79.02625,76.09505,75.25475,84.96005
"6790","3_CHOYP_PPP1R7.1.1.m.37778",1,20.9811,31.69095,27.0205,33.66995,33.98275,26.8493
"6791","3_CHOYP_PPP6.1.1.m.16278",1,12.8605,14.5515,15.28965,20.5237,9.0234,26.59225
"6792","3_CHOYP_PPR27.1.1.m.10278",3,3.1974,6.3244,3.4379,3.45585,7.10675,4.38095
"6793","3_CHOYP_PPR37.1.1.m.27483",4,0.1,0.676,0.1,0.1,0.1,0.1
"6794","3_CHOYP_PPT2A.1.2.m.30339",1,7.3546,9.19765,5.7505,5.79755,10.3364,15.05475
"6795","3_CHOYP_PPUTW619_2764.1.1.m.44946",1,1.0797,29.6409,28.38295,30.8574,22.7921,24.8919
"6796","3_CHOYP_PPWD1.1.1.m.48713",1,3.47,4.37485,3.6702,10.15265,4.8899,10.74915
"6797","3_CHOYP_PRB2.2.2.m.41331",1,0.1,10.31855,6.2701,4.71935,1.73205,0.1
"6798","3_CHOYP_PRCC.2.2.m.58572",3,1.2252,1.25225,1.3214,3.74985,3.9962,0.1
"6799","3_CHOYP_PRG4.1.2.m.7441",4,0.1,0.1,0.1,0.1,0.1,0.56845
"6800","3_CHOYP_PRIM.1.1.m.30784",4,0.1,0.1,0.1,0.1,0.1,0.1
"6801","3_CHOYP_PRKAB1B.1.3.m.19788",6,10.78205,0.1,0.1,0.1,0.1,4.997
"6802","3_CHOYP_PRKAB1B.2.3.m.31228",1,9.9957,38.62175,30.0134,39.95985,46.16445,39.00965
"6803","3_CHOYP_PRKAB2.1.1.m.12513",1,11.8603,13.85875,18.64155,23.0212,24.76225,24.51785
"6804","3_CHOYP_PRKCSH.1.1.m.28109",1,24.0675,39.34775,50.9007,20.6895,35.21065,26.1998
"6805","3_CHOYP_PRKDC.1.1.m.47256",3,1.027,0.2597,0.2635,0.66145,0.28575,0.3335
"6806","3_CHOYP_PRKN2.1.1.m.54903",4,0.1,0.1,0.1,1.43185,0.1,0.1
"6807","3_CHOYP_PROF.2.2.m.41295",6,26.10965,0.1,0.1,0.1,0.1,0.1
"6808","3_CHOYP_PROM1.3.3.m.58805",1,112.0302,132.9079,136.13525,126.6556,201.35785,181.59165
"6809","3_CHOYP_PRP16.1.1.m.19094",4,0.1,0.1,0.1,0.1,0.1,0.1
"6810","3_CHOYP_PRP18.1.1.m.2214",4,4.5971,0.1,0.1,0.1,1.7623,0.1
"6811","3_CHOYP_PRP31.3.6.m.8812",3,2.22065,2.1808,3.4612,4.62,2.4506,2.98355
"6812","3_CHOYP_PRP4B.1.1.m.28423",4,0.1,0.97125,0.1,0.57305,0.1,0.1
"6813","3_CHOYP_PRP6.1.2.m.28600",1,9.15955,10.9364,10.9391,9.77545,7.7426,4.73465
"6814","3_CHOYP_PRP6.2.2.m.34365",1,126.77505,137.33525,143.5327,0.1,0.1,0.1
"6815","3_CHOYP_PRP8.1.1.m.51584",1,9.275,8.20625,8.8295,7.95005,3.57655,4.05155
"6816","3_CHOYP_PRPF3.1.1.m.736",4,0.87825,0.1,0.1,1.78325,0.1,0.1
"6817","3_CHOYP_PRPF4.1.1.m.62194",1,8.18465,8.26565,9.76555,13.01675,8.0849,7.0429
"6818","3_CHOYP_PRPS1.1.1.m.10083",1,44.05845,41.10505,34.98135,43.50275,44.524,34.71615
"6819","3_CHOYP_PRRC1.1.1.m.6820",1,8.555,7.20565,9.0675,13.57455,8.05395,5.9015
"6820","3_CHOYP_PRRT1.2.5.m.28553",4,0.1,0.1,0.1,0.1,0.1,0.1
"6821","3_CHOYP_PRS4.1.1.m.45626",1,30.3288,38.47885,38.0321,41.97735,44.52795,34.06275
"6822","3_CHOYP_PRS6B.1.1.m.66735",1,47.74335,50.5677,44.1745,62.38085,51.2067,33.751
"6823","3_CHOYP_PRS7.1.1.m.31825",1,46.7305,50.67085,46.73535,43.27475,52.85345,50.8411
"6824","3_CHOYP_PRS8.1.1.m.40757",1,57.7601,55.7209,53.1962,56.36205,56.7768,48.4491
"6825","3_CHOYP_PRTG.2.3.m.27411",4,0.1,0.1,0.1,0.1,0.1,0.1
"6826","3_CHOYP_PRUN2.1.1.m.38759",3,1.80055,1.5061,1.25805,1.6226,1.35745,0.46365
"6827","3_CHOYP_PSA.1.1.m.27259",1,59.7481,65.411,67.42915,65.0744,70.19065,68.08925
"6828","3_CHOYP_PSA1.1.1.m.44276",1,38.22695,39.9632,41.9215,43.62365,83.364,44.86595
"6829","3_CHOYP_PSA2.1.1.m.57091",1,63.04745,73.9917,80.1085,78.5009,76.1683,86.87015
"6830","3_CHOYP_PSA4.1.1.m.19303",1,70.59725,66.88025,61.5793,86.0745,103.03825,94.44425
"6831","3_CHOYP_PSA6.1.1.m.30357",1,75.5889,82.5323,63.98545,103.3138,87.9103,68.49275
"6832","3_CHOYP_PSB1.2.2.m.63827",1,43.97625,50.20255,50.8054,40.55625,49.77385,57.84715
"6833","3_CHOYP_PSD7.1.1.m.19729",1,40.32405,52.8271,44.1618,53.0451,48.5671,59.2844
"6834","3_CHOYP_PSDE.1.1.m.38562",1,44.46735,39.74165,41.7005,36.50115,48.48215,35.3554
"6835","3_CHOYP_PSIP1.1.1.m.61157",3,4.22055,2.65165,3.88155,3.9331,0.1,5.0929
"6836","3_CHOYP_PSMB2.1.1.m.62965",1,63.08725,73.1772,79.49685,67.2949,82.3737,63.51215
"6837","3_CHOYP_PSMC6.1.1.m.13888",1,31.33065,39.0695,35.84835,34.8881,42.5404,36.2563
"6838","3_CHOYP_PSMD1.1.1.m.21682",1,32.85345,44.4244,35.9641,37.9616,35.4041,46.00685
"6839","3_CHOYP_PSMD1.1.1.m.21683",1,8.99675,5.77345,6.1411,6.976,3.6752,15.7676
"6840","3_CHOYP_PSMD2.1.3.m.13362",1,0.1,0.1,14.7543,0.1,17.6402,0.1
"6841","3_CHOYP_PSMD2.3.3.m.59657",3,0.1,0.35845,0.9796,0.6621,0.1,0.1
"6842","3_CHOYP_PSMD2.3.3.m.59658",1,33.6105,33.8348,31.88715,33.9552,38.65975,34.1312
"6843","3_CHOYP_PSMD6.1.1.m.60839",1,38.21305,39.7854,43.3425,45.2275,19.41025,47.21785
"6844","3_CHOYP_PSMD9.1.1.m.5055",3,2.4071,4.7363,4.9798,0.1,2.74725,0.1
"6845","3_CHOYP_PSME4.1.1.m.18992",3,2.30195,3.18225,2.43625,4.28485,2.3004,2.37665
"6846","3_CHOYP_PSMG2.1.1.m.66279",4,0.1,2.00045,0.1,0.1,2.2407,0.1
"6847","3_CHOYP_PSTA.1.2.m.4739",1,9.26765,16.2643,21.9292,9.923,27.5352,14.35975
"6848","3_CHOYP_PSTA.2.2.m.9655",1,42.74015,21.55925,31.7376,9.3139,9.6652,5.92705
"6849","3_CHOYP_PSTA_4372.1.1.m.39115",2,0.1,0.1,0.1,1.24115,0.1,7.8222
"6850","3_CHOYP_PSTPIP1.1.1.m.39114",3,3.94035,0.1,0.1,1.42895,1.51765,0.1
"6851","3_CHOYP_PTCD3.1.1.m.24655",4,1.6608,0.87395,0.1,1.7229,0.1,0.1
"6852","3_CHOYP_PTEN.1.1.m.5408",3,1.1532,4.4336,2.33075,1.2438,0.1,0.1
"6853","3_CHOYP_PTER.1.2.m.28985",1,16.88185,12.47945,19.6134,23.0177,19.11785,23.2398
"6854","3_CHOYP_PTGR1.1.1.m.29812",4,0.1,0.1,0.1,0.1,5.5332,2.2879
"6855","3_CHOYP_PTH1R.4.4.m.65130",4,0.1,1.0776,0.1,0.1,1.1743,0.1
"6856","3_CHOYP_PTHB1.1.1.m.35678",3,1.75585,0.62875,1.79055,1.82555,0.1,0.8324
"6857","3_CHOYP_PTN11.4.4.m.62827",1,6.0715,10.4722,10.1453,8.39715,5.91045,10.7412
"6858","3_CHOYP_PTN11.4.4.m.62828",6,14.31995,3.61555,1.28765,0.1,0.1,0.1
"6859","3_CHOYP_PTP10.3.3.m.46720",4,0.1,0.1,0.1,0.1,0.1,0.1
"6860","3_CHOYP_PTPA.1.1.m.18579",3,1.5247,5.9284,4.6673,4.70245,1.7006,2.085
"6861","3_CHOYP_PTPN23.1.1.m.16408",3,0.6699,0.4502,0.7056,0.71935,0.1,0.3583
"6862","3_CHOYP_PTPRA.19.22.m.59233",4,0.60805,0.1,0.1,0.1,0.1,0.1
"6863","3_CHOYP_PTPRA.2.22.m.3118",4,0.1,0.1,0.1,0.1,0.1,0.1
"6864","3_CHOYP_PTPRA.9.22.m.46545",4,0.1,0.1,0.1,0.1,0.5873,0.1
"6865","3_CHOYP_PTPRA.9.22.m.46547",4,0.1,0.1,0.1,0.1,0.1,0.1
"6866","3_CHOYP_PTPRB.1.4.m.21615",4,0.1,0.1,0.7381,0.1,0.7217,0.1
"6867","3_CHOYP_PTPRB.3.4.m.52977",4,0.1,0.7786,0.1,0.1,0.1,2.01555
"6868","3_CHOYP_PTPRB.4.4.m.66782",4,0.1,0.1,0.1,0.1,0.1,0.1
"6869","3_CHOYP_PTPRC.5.14.m.34957",4,0.1,0.1,0.1,0.1,3.06615,0.1
"6870","3_CHOYP_PTPRE.7.19.m.34309",4,0.1,0.1,0.1,0.1,0.1,0.1
"6871","3_CHOYP_PTPREA.1.2.m.4823",4,0.1,0.1,0.95555,0.53945,0.5537,0.1
"6872","3_CHOYP_PTPRF.2.6.m.17540",4,0.1,0.1,0.1,0.1,0.1,0.1
"6873","3_CHOYP_PTPRF.3.6.m.28841",4,0.1,0.1,0.34735,0.1,0.1,0.1
"6874","3_CHOYP_PTPRG.1.3.m.56419",4,0.1,0.81555,0.1,0.1,0.1,0.1
"6875","3_CHOYP_PTPRG.2.3.m.61939",4,0.1,0.45585,0.1,0.1,0.1,0.1
"6876","3_CHOYP_PTPRG.3.3.m.65311",4,0.1,0.1,0.1,0.1,0.1,0.1
"6877","3_CHOYP_PTPRK.10.20.m.31769",4,0.1,0.1,0.1,0.1,0.1,0.1
"6878","3_CHOYP_PTPRK.13.20.m.40023",4,0.1,0.1,0.1,0.1,0.47785,0.5645
"6879","3_CHOYP_PTPRK.17.20.m.60780",4,0.1,0.1,0.1,0.1,0.1,0.1
"6880","3_CHOYP_PTPRK.18.20.m.62712",4,0.1,0.1,0.67605,0.65855,0.1,0.8485
"6881","3_CHOYP_PTPRK.4.20.m.2624",4,0.1,0.1,0.1,0.1,0.63255,0.1
"6882","3_CHOYP_PTPRK.6.20.m.6291",4,0.1,0.1,0.1,0.1,0.1,0.1
"6883","3_CHOYP_PTPRK.8.20.m.8333",4,0.1,0.1,0.1,0.1,0.1,0.51675
"6884","3_CHOYP_PTPRM.11.15.m.52054",4,0.1,0.1,0.1,0.1,0.1,0.1
"6885","3_CHOYP_PTPRM.14.15.m.57240",4,0.1,0.1,0.1,0.1,0.1,0.1
"6886","3_CHOYP_PTPRQ.6.8.m.45809",4,0.1,0.1,0.1,0.1,0.1,0.1
"6887","3_CHOYP_PTPRT.11.45.m.39468",4,0.1,0.1,0.1,0.1,0.87075,0.1
"6888","3_CHOYP_PTPRT.12.45.m.39573",4,0.1,0.5376,0.1,0.1,0.1,0.1
"6889","3_CHOYP_PTPRT.17.45.m.42361",4,0.1,0.86045,0.8751,0.1,0.9611,0.1
"6890","3_CHOYP_PTPRT.22.45.m.47112",3,0.1,0.70775,0.7456,1.3754,0.1,1.77645
"6891","3_CHOYP_PTPRT.26.45.m.52045",4,0.42675,0.1,0.1,0.1,0.1,0.1
"6892","3_CHOYP_PTPRT.30.45.m.53464",4,0.1,0.1,0.1,0.1,0.1,0.7754
"6893","3_CHOYP_PTPRT.38.45.m.60044",4,0.1,0.62875,0.1,0.1,0.70065,0.1
"6894","3_CHOYP_PTPRT.40.45.m.61584",4,0.1,0.1,0.1,0.1,0.1,0.1
"6895","3_CHOYP_PTPRT.6.45.m.24275",4,0.1,0.1,0.1,0.1,0.58945,0.1
"6896","3_CHOYP_PTPRU.2.2.m.58388",4,0.1,0.52325,0.1,0.1,0.1,0.1
"6897","3_CHOYP_PTPRZ.1.9.m.12735",4,0.1,0.1,0.1,0.1,2.675,0.1
"6898","3_CHOYP_PTPRZ.4.9.m.21524",4,0.1,0.1,0.63365,0.1,0.1,0.1
"6899","3_CHOYP_PUA1A.1.1.m.6287",1,28.84925,25.4416,17.7736,21.82365,29.7838,21.5315
"6900","3_CHOYP_PUM1.1.1.m.8674",3,6.37,5.349,6.19705,5.1088,1.8777,3.65975
"6901","3_CHOYP_PUR2.1.1.m.17810",3,0.5771,3.7188,5.57485,7.28175,7.16085,2.18365
"6902","3_CHOYP_PUR8.1.1.m.2748",1,9.8403,12.1607,6.9933,4.7066,7.46075,3.06745
"6903","3_CHOYP_PUS3.1.1.m.9880",3,4.41085,3.8801,2.93055,3.50965,1.24805,2.2801
"6904","3_CHOYP_PUS7.1.1.m.53798",3,1.51405,5.3076,4.84075,4.052,6.85475,5.2148
"6905","3_CHOYP_PVX_111155.1.1.m.25208",3,0.1,1.0661,2.10895,1.1302,2.254,2.7442
"6906","3_CHOYP_PWAP.1.1.m.44818",1,0.1,4.89105,7.4884,7.5497,16.10865,13.08185
"6907","3_CHOYP_PWP2.1.1.m.7530",3,0.62905,1.1983,1.2234,1.2618,0.1,0.1
"6908","3_CHOYP_PXK.1.1.m.27815",3,1.04825,2.0059,0.1,0.1,2.254,0.1
"6909","3_CHOYP_PY03350.1.1.m.8097",4,0.1,0.6392,0.1,0.38285,0.1,0.1
"6910","3_CHOYP_PY03697.1.1.m.58980",3,1.0959,0.1,1.13935,0.1,1.2529,1.4965
"6911","3_CHOYP_PY04960.1.1.m.26352",4,0.6034,0.1,0.1,0.1,0.1,0.1
"6912","3_CHOYP_PYR1.1.1.m.61565",3,6.19645,7.44605,7.0491,6.10365,5.43255,3.2847
"6913","3_CHOYP_PYRD2.1.1.m.26691",3,1.82465,1.83785,0.9978,1.964,2.08715,0.1
"6914","3_CHOYP_PYRG1.1.1.m.13552",1,5.27555,9.73025,7.4492,8.52165,2.99905,4.8491
"6915","3_CHOYP_QARS.2.2.m.18038",1,27.99785,27.47925,28.1745,37.0258,31.59795,23.5107
"6916","3_CHOYP_QCR2.1.1.m.35612",1,41.48555,32.01025,48.4139,44.171,37.1268,37.5945
"6917","3_CHOYP_QCR2.1.1.m.35613",1,152.2317,122.26445,113.81925,127.8155,96.8592,124.92895
"6918","3_CHOYP_QPCT.1.1.m.38977",3,0.1,1.64245,0.1,0.1,7.0172,0.1
"6919","3_CHOYP_QTRTD1.1.1.m.19041",3,1.30855,1.3042,0.1,2.6923,2.85615,3.47725
"6920","3_CHOYP_R3HDM1.1.1.m.36018",3,1.05165,1.5819,2.7737,2.26285,2.3806,2.2213
"6921","3_CHOYP_RAB1A.1.3.m.10036",1,75.1276,78.42405,71.33715,63.8082,73.42935,78.52695
"6922","3_CHOYP_RAB21.1.1.m.56542",4,0.1,0.1,0.1,0.1,0.1,3.565
"6923","3_CHOYP_RAB35.1.1.m.8277",1,12.8981,12.9508,13.6006,5.5016,20.46725,10.6547
"6924","3_CHOYP_RAB35.1.1.m.8278",1,84.4395,85.01435,81.9377,104.4529,118.46885,107.05345
"6925","3_CHOYP_RAB4B.1.1.m.55402",3,2.5503,5.02405,2.74135,2.75555,2.9111,0.1
"6926","3_CHOYP_RAB7A.1.2.m.23789",3,2.3865,0.1,0.1,0.1,0.1,3.258
"6927","3_CHOYP_RAB7A.1.2.m.23790",1,57.0114,44.26015,49.1788,38.60535,58.56835,53.56375
"6928","3_CHOYP_RAB8A.2.3.m.33866",3,0.1,1.9933,2.08105,0.1,0.1,2.74695
"6929","3_CHOYP_RABGAP1.1.1.m.50532",3,2.5846,1.0408,1.63105,2.2049,1.7623,2.13665
"6930","3_CHOYP_RABP2.1.1.m.29597",3,0.1,0.1,3.92745,3.965,0.1,0.1
"6931","3_CHOYP_RABX5.1.2.m.26033",4,0.1,0.1,0.1,0.1,0.1,0.1
"6932","3_CHOYP_RAC1.1.3.m.20870",1,0.1,11.8383,19.48145,12.5823,10.65215,31.8375
"6933","3_CHOYP_RAC1.1.3.m.20871",1,8.34625,5.7231,5.8258,0.1,3.23895,3.8762
"6934","3_CHOYP_RAC1.2.3.m.23406",4,2.67245,0.1,0.1,0.1,0.1,0.1
"6935","3_CHOYP_RADI.1.2.m.2373",1,96.2761,95.12425,102.0119,95.7341,102.5179,115.91975
"6936","3_CHOYP_RADI.2.2.m.22446",4,0.6629,0.1,1.2949,0.1,0.73255,0.1
"6937","3_CHOYP_RAEL1.1.1.m.40419",1,35.1898,51.6316,52.79435,43.9592,36.60005,40.4091
"6938","3_CHOYP_RAGP1.1.1.m.64037",1,19.6607,17.9067,14.81745,13.98575,12.71735,11.61375
"6939","3_CHOYP_RALA.1.4.m.8443",4,2.68545,0.1,0.1,0.1,0.1,0.1
"6940","3_CHOYP_RALA.4.4.m.26414",1,10.06155,13.52385,17.8414,7.33295,11.34605,4.6703
"6941","3_CHOYP_RAN.1.3.m.3468",1,50.5289,35.03165,33.5714,33.6934,21.54345,8.70355
"6942","3_CHOYP_RAN.3.3.m.59027",4,2.92445,2.957,0.1,0.1,0.1,0.1
"6943","3_CHOYP_RANB9.1.2.m.40766",3,5.0669,5.1035,3.57725,5.4059,5.73485,4.65475
"6944","3_CHOYP_RANGRF.1.2.m.18930",4,3.0408,0.1,0.1,3.1952,0.1,0.1
"6945","3_CHOYP_RAS.1.1.m.57089",1,8.6621,5.8116,6.11035,0.1,6.53055,0.1
"6946","3_CHOYP_RAS3.1.1.m.15706",1,25.832,23.1214,27.40655,15.46135,22.6899,7.90805
"6947","3_CHOYP_RAVR1.1.1.m.62572",3,1.2662,0.67935,1.34095,0.1,0.1,0.1
"6948","3_CHOYP_RB3GP.1.2.m.53902",3,1.98155,2.9976,1.56585,1.1262,4.47605,2.04975
"6949","3_CHOYP_RB6I2.2.2.m.65652",4,1.47695,0.9909,0.1,0.1,0.5992,0.1
"6950","3_CHOYP_RBBP4.1.1.m.62913",1,53.9678,68.74675,66.2882,48.71055,66.7187,61.144
"6951","3_CHOYP_RBCC1.1.2.m.7288",4,0.38675,0.39275,0.7114,0.4144,0.1,0.1
"6952","3_CHOYP_RBEL1.1.1.m.174",3,4.6766,6.054,5.69315,5.70845,6.07645,4.6091
"6953","3_CHOYP_RBM10.2.2.m.59955",4,0.66685,0.66475,0.1,0.6987,0.1,0.1
"6954","3_CHOYP_RBM19.1.2.m.28228",4,0.1,0.1,0.1,0.1,0.1,0.1
"6955","3_CHOYP_RBM20.1.2.m.2222",3,6.1582,2.79535,4.7397,4.2283,5.65585,3.8554
"6956","3_CHOYP_RBM22.1.1.m.43645",1,10.83985,8.5103,8.9553,11.54675,6.79945,3.3203
"6957","3_CHOYP_RBM25.1.2.m.41094",1,13.24005,9.8251,5.903,11.213,3.95375,6.72185
"6958","3_CHOYP_RBM39.1.1.m.19427",1,11.0745,13.14585,7.5258,11.7639,10.1805,12.49025
"6959","3_CHOYP_RBMX.1.1.m.26723",3,2.8115,3.77575,4.47555,1.9997,5.8267,4.5206
"6960","3_CHOYP_RBP6.1.2.m.6061",1,3.04755,21.12075,23.8385,25.5202,22.06595,16.4806
"6961","3_CHOYP_RBSK.1.1.m.17187",1,4.7755,8.08655,5.0936,6.799,7.1639,8.78145
"6962","3_CHOYP_RBX1A.1.1.m.63168",1,17.10035,12.9581,9.04335,9.1107,14.5634,11.76715
"6963","3_CHOYP_RCC1.1.1.m.15249",1,45.6902,53.146,53.41745,57.6035,65.26835,46.3795
"6964","3_CHOYP_RCL1.1.1.m.7474",4,0.1,0.1,1.61505,0.1,0.1,0.1
"6965","3_CHOYP_RCOM_1886900.1.1.m.11248",6,39.8784,15.00625,0.1,0.1,0.1,0.1
"6966","3_CHOYP_RD23B.1.1.m.38952",1,35.76415,29.1499,33.53235,38.00885,17.1047,17.06565
"6967","3_CHOYP_RDH13.1.3.m.10433",3,0.1,0.1,1.56085,1.57545,0.1,0.1
"6968","3_CHOYP_RED.1.2.m.8931",3,0.4664,2.0972,2.2243,2.238,0.1,1.7651
"6969","3_CHOYP_RED1.1.2.m.60684",4,0.1,4.18345,0.1,0.1,0.1,0.1
"6970","3_CHOYP_RED1.2.2.m.61084",4,0.71305,0.1,0.1,0.76745,0.7884,0.1
"6971","3_CHOYP_RELN.3.4.m.48195",4,0.1,0.1,0.1,0.21585,0.2254,0.1
"6972","3_CHOYP_RENT1.1.1.m.44133",1,18.2804,23.733,18.88635,23.60155,23.95205,13.26175
"6973","3_CHOYP_RENT2.1.1.m.50589",4,0.1,0.1,0.1,0.1,0.1,0.1
"6974","3_CHOYP_REPS1.1.2.m.35334",3,0.69215,2.5938,0.71885,2.72435,0.7688,0.1
"6975","3_CHOYP_RER1.1.1.m.49089",1,9.9759,9.98225,13.256,10.64335,0.1,3.48285
"6976","3_CHOYP_RFA1.1.1.m.16020",1,19.12685,17.6171,19.36855,16.8967,19.74665,17.1871
"6977","3_CHOYP_RFA2.1.1.m.6290",1,16.06165,18.21505,16.9988,23.72735,22.70955,16.589
"6978","3_CHOYP_RFC1.1.3.m.8918",4,0.1,0.1,0.5491,0.53515,0.1,0.6866
"6979","3_CHOYP_RFC2.1.2.m.12862",3,2.7161,4.0857,2.8764,2.8978,1.5662,0.1
"6980","3_CHOYP_RFC2.1.2.m.12863",3,1.55385,1.58845,1.67695,0.1,0.1,2.12985
"6981","3_CHOYP_RFC3.1.1.m.48357",3,2.8465,5.7341,7.45025,4.52985,4.85445,0.1
"6982","3_CHOYP_RFIP4.1.2.m.976",3,0.1,1.07615,2.19495,1.13285,0.1,2.84505
"6983","3_CHOYP_RFOX2.1.2.m.24118",6,13.0878,0.1,5.48605,0.1,0.1,0.1
"6984","3_CHOYP_RFX3.1.1.m.55790",1,10.03315,9.3332,6.84245,10.77755,12.90735,5.92305
"6985","3_CHOYP_RGD1309762.1.1.m.47917",4,0.1,0.37465,0.2615,0.1795,0.41735,0.34025
"6986","3_CHOYP_RGD1310712.1.1.m.16487",3,0.1,1.34535,1.41725,1.89175,0.55855,0.6615
"6987","3_CHOYP_RGD1561408.1.2.m.4308",1,6.31145,13.21985,10.3385,16.7877,11.443,12.4624
"6988","3_CHOYP_RGN.1.1.m.30406",1,19.1261,12.83755,8.33985,5.0707,14.3767,17.5678
"6989","3_CHOYP_RGPA1.1.1.m.50924",4,0.1,0.1,0.34475,0.1,0.1,0.1
"6990","3_CHOYP_RHDF1.2.3.m.45435",4,0.1,0.1,0.1,0.1,0.1,0.1
"6991","3_CHOYP_RHDF1.3.3.m.54744",4,0.77825,0.1,0.1,0.1,0.1,0.1
"6992","3_CHOYP_RHG07.1.1.m.14019",4,0.37485,0.38065,0.1,0.1,0.1,0.1
"6993","3_CHOYP_RHG17.1.2.m.32099",1,6.33485,7.99675,4.9997,6.75865,5.3532,6.5446
"6994","3_CHOYP_RHG18.1.1.m.24618",4,0.8669,0.8815,0.9293,0.1,0.98475,0.1
"6995","3_CHOYP_RHG44.1.1.m.982",1,6.7974,5.1231,5.40575,6.0587,4.4754,8.578
"6996","3_CHOYP_RHO.1.1.m.2313",1,38.67285,22.2828,38.12675,32.3051,9.5672,34.28275
"6997","3_CHOYP_RHO1.3.3.m.44337",1,45.57495,48.8508,49.82565,53.2812,48.2367,58.7524
"6998","3_CHOYP_RHO1.3.3.m.44338",1,19.3644,22.2828,0.1,12.04985,21.8669,11.4945
"6999","3_CHOYP_RHOM172_0471.1.1.m.60636",4,0.1,0.1,0.1,0.1,0.1,0.1
"7000","3_CHOYP_RIF1.1.1.m.13682",4,0.2542,0.1,0.1,0.1,0.1,0.6108
"7001","3_CHOYP_RIMB2.3.5.m.17363",4,0.5446,0.8192,0.34385,0.3454,0.1,0.1
"7002","3_CHOYP_RINT1.1.1.m.9402",4,0.7559,0.7499,0.1,0.1,0.1,0.1
"7003","3_CHOYP_RIOK3.1.1.m.54195",4,0.1,0.90705,0.1,1.85885,0.1,0.1
"7004","3_CHOYP_RIPL1.1.1.m.59984",3,0.1,2.50615,0.1,1.34595,4.17595,1.75055
"7005","3_CHOYP_RIR1.2.2.m.30556",1,10.0489,14.19105,16.93365,12.17295,17.4853,3.6957
"7006","3_CHOYP_RIR2.1.1.m.19831",3,2.59715,3.941,2.7504,5.5418,1.5397,0.1
