"","Protein","X0","X3","X5","X7","X9","X11","X13","X15"
"6218","3_CHOYP_AIMP1.1.1|m.16360",7.5,9.5,10,7,8.5,9,8,6.5
"6219","3_CHOYP_BRAFLDRAFT_127466.1.1|m.62415",18,15,14,11.5,9,2.5,5.5,1
"6220","3_CHOYP_BRAFLDRAFT_115687.1.1|m.4876",8.5,7.5,9,9,7.5,10.5,7.5,7.5
"6221","3_CHOYP_EF1A.3.4|m.63416",9.5,8.5,10.5,7.5,10,6.5,6,9.5
"6222","3_CHOYP_LOC764722.1.3|m.16471",0,1,4.5,7,15,11.5,8.5,11
"6223","3_CHOYP_ISCW_ISCW021350.1.1|m.10332",10,10.5,8.5,9,6.5,8.5,8,8
"6224","3_CHOYP_TVAG_106580.1.1|m.44429",0,1.5,17,14,12,6.5,4,4
"6225","3_CHOYP_NEMVEDRAFT_V1G198897.2.6|m.4748",14.5,8,5,6,7,10,11.5,11.5
"6226","3_CHOYP_LOC100367069.1.1|m.14484",11.5,10.5,7.5,9.5,11,10.5,4.5,5.5
"6227","3_CHOYP_NEMVEDRAFT_V1G135670.1.1|m.18689",14.5,13.5,11,7.5,6,8.5,5,7.5
"6228","3_CHOYP_RN45S.2.5|m.14111",5,0,5.5,10.5,5.5,21.5,10,6
"6229","3_CHOYP_contig_016567|m.19514",0,0,5,14.5,7,11,13,8.5
"6230","3_CHOYP_CEBPZ.1.1|m.12869",11,9,11,10,10.5,7,5,7
"6231","3_CHOYP_ATS2.1.2|m.39791",0,2,9,8.5,12,13.5,6.5,8
"6232","3_CHOYP_XRN2.1.1|m.13943",7.5,8.5,10.5,7,8,6,9,10.5
"6233","3_CHOYP_DANA_GF18010.1.1|m.6864",8,9,9,9.5,9,8,8.5,6.5
"6234","3_CHOYP_LDB3.1.1|m.371",12.5,12,7,9,10,10,4,7.5
"6235","3_CHOYP_GSK3B.1.1|m.62139",9,9.5,10,10,11,6.5,6.5,6
"6236","3_CHOYP_SPT5H.1.1|m.60053",7.5,7,9,11,10,7,7.5,8
"6237","3_CHOYP_ARRB.1.2|m.25932",6.5,9,10.5,7,8,7,8.5,9.5
"6238","3_CHOYP_ARC1A.1.1|m.56262",9.5,9,9,9,9,8,7,8.5
"6239","3_CHOYP_BRAFLDRAFT_259692.1.1|m.44099",10.5,8,8.5,9.5,9.5,7,8.5,9
"6240","3_CHOYP_CHRD1.1.1|m.42143",5.5,7.5,9,8,9,10,7,9.5
"6241","3_CHOYP_MTHR.1.1|m.54596",1,3.5,10.5,14,15,4,5.5,7.5
"6242","3_CHOYP_BRAFLDRAFT_124972.2.5|m.4101",12.5,13,11,9.5,8.5,5.5,7.5,5
"6243","3_CHOYP_LOC100375784.2.6|m.7640",19,24,11.5,10,10.5,0,1,3
"6244","3_CHOYP_NEMVEDRAFT_V1G957.1.1|m.27284",6,8,7.5,8,8,10,8.5,10
"6245","3_CHOYP_TOMM70A.1.1|m.42370",4.5,5.5,9,10.5,10,8.5,6,10.5
"6246","3_CHOYP_LOC100123907.1.1|m.2987",14.5,11.5,9.5,13,6.5,5,6.5,8
"6247","3_CHOYP_ATS6.3.3|m.56109",6,19,19.5,17,2,2,0,0.5
"6248","3_CHOYP_PUA1A.1.1|m.6287",10.5,12,10.5,7,8.5,11,6.5,5
"6249","3_CHOYP_TRIADDRAFT_64314.1.2|m.9124",5,7.5,10.5,9,8.5,7.5,9,8.5
"6250","3_CHOYP_ACBP.1.4|m.15501",8,9.5,6.5,10.5,8,8,9.5,8.5
"6251","3_CHOYP_NFH.1.1|m.53607",10.5,11,9,8.5,6.5,7.5,6.5,11.5
"6252","3_CHOYP_NEMVEDRAFT_V1G97278.1.2|m.34546",3.5,3.5,9,8,9.5,10,9,12
"6253","3_CHOYP_CPIPJ_CPIJ001623.1.1|m.19531",9.5,7,9,7.5,10.5,8.5,8,10.5
"6254","3_CHOYP_UBQL4.1.1|m.37426",7,10,10.5,10.5,11,7,6.5,5.5
"6255","3_CHOYP_AGAP_AGAP004868.1.1|m.60336",7,9,10,17.5,8.5,3,2,11
"6256","3_CHOYP_LOC100374370.1.1|m.56335",5.5,5.5,8.5,10,8,7.5,9.5,12
"6257","3_CHOYP_LOC100370909.1.1|m.30849",13,13,10,9.5,7,5,7,9.5
"6258","3_CHOYP_RS8.8.14|m.44842",0,0,21.5,0,0,39.5,0,0
"6259","3_CHOYP_BRAFLDRAFT_97881.1.1|m.46581",10.5,11,14,8,7.5,8,5,7.5
"6260","3_CHOYP_LOC100644321.6.7|m.56495",7,11,9,10.5,9,6.5,5.5,9.5
"6261","3_CHOYP_CAN5.1.1|m.42243",13.5,20.5,13,6,2.5,3.5,5.5,10
"6262","3_CHOYP_DNPH1.1.1|m.28418",9.5,10,10,8.5,8.5,8,7,9
"6263","3_CHOYP_NEMVEDRAFT_V1G183894.1.1|m.55454",10.5,14.5,8.5,10.5,10.5,5.5,4,7.5
"6264","3_CHOYP_RAB7A.1.2|m.23790",13.5,11,8.5,9,7,10,7.5,8
"6265","3_CHOYP_LOC100370478.2.2|m.16291",8.5,7.5,9.5,9,9,9,7.5,10
"6266","3_CHOYP_ALDR.1.1|m.50075",3.5,5.5,10,9,8,7,7,15
"6267","3_CHOYP_MTA1.1.1|m.12640",11.5,10.5,13.5,12,9,7,3.5,6
"6268","3_CHOYP_BRAFLDRAFT_121480.1.1|m.48790",0,1.5,8.5,11.5,12,11.5,7.5,9
"6269","3_CHOYP_SI_CH211-197G15.10.6.7|m.50389",12,9,12,9,9,6,7.5,9
"6270","3_CHOYP_LOC100372505.1.2|m.10261",10,10,11,10,9,6,7,8.5
"6271","3_CHOYP_ISCW_ISCW017655.1.1|m.22914",9,8,10,9,11,9.5,6,8
"6272","3_CHOYP_LOC100181095.1.1|m.8314",18,16.5,10,9.5,8.5,2,7,8
"6273","3_CHOYP_ANT_25430.2.2|m.5862",13,13.5,11.5,8.5,7.5,8.5,6.5,5.5
"6274","3_CHOYP_PPP1R7.1.1|m.37778",8.5,7,10.5,8.5,10.5,10,6.5,9
"6275","3_CHOYP_LOC100486063.5.9|m.39538",0,4,8.5,13,3,8.5,13,12.5
"6276","3_CHOYP_FMRP.1.2|m.37742",10.5,13,13,8,10.5,8,5,5
"6277","3_CHOYP_GPSM2.1.1|m.58302",7,8.5,11,8.5,9.5,9,6.5,9.5
"6278","3_CHOYP_LOC100748625.1.1|m.24479",10.5,9.5,9,9.5,11,5.5,8,10
"6279","3_CHOYP_contig_017941|m.21005",0,1,11.5,16,14.5,8,7.5,4
"6280","3_CHOYP_BRAFLDRAFT_115951.1.1|m.22622",9.5,8,8,6.5,9,11.5,10,9.5
"6281","3_CHOYP_GOLP3.1.1|m.52389",9,11.5,8.5,9,10,9,5.5,9
"6282","3_CHOYP_BRAFLDRAFT_266781.1.2|m.24881",7.5,8,7.5,9.5,10,10.5,7.5,9.5
"6283","3_CHOYP_SMP_143090.1.1|m.6805",26,20,8,10.5,10,6.5,7,0.5
"6284","3_CHOYP_RL18A.6.8|m.61646",8,9,15.5,6,7.5,13.5,4,7
"6285","3_CHOYP_ISCW_ISCW011341.1.1|m.18728",11.5,12,12,8,10,8.5,5,7.5
"6286","3_CHOYP_LOC100375405.1.1|m.48387",8.5,11.5,10,7.5,9.5,7,8,9.5
"6287","3_CHOYP_contig_034847|m.39553",4,7.5,10,11.5,8.5,10,7,8.5
"6288","3_CHOYP_SMP_006860.2.1.4|m.8660",9.5,7.5,7.5,8.5,8.5,11.5,8,11.5
"6289","3_CHOYP_EFTS.2.2|m.66393",10.5,8.5,9,12,9.5,9,7.5,7.5
"6290","3_CHOYP_FKBP4.1.1|m.15147",7,9,10,5.5,8.5,11,7,12
"6291","3_CHOYP_CG14207.1.1|m.41523",7,10.5,7,7.5,8,12.5,6.5,11
"6292","3_CHOYP_DCUP.1.1|m.7527",5.5,7,13,9,8,7.5,8.5,10
"6293","3_CHOYP_LOC100185549.1.6|m.31232",11.5,14.5,11,8,7,9,6,7.5
"6294","3_CHOYP_contig_051787|m.61994",14.5,10.5,7,7.5,9.5,10.5,8,10
"6295","3_CHOYP_XPO1.1.1|m.31560",11.5,9,11,11.5,9.5,6.5,7.5,8.5
"6296","3_CHOYP_FYN.1.1|m.44312",11.5,7.5,8.5,9,9,9,9,11.5
"6297","3_CHOYP_BRAFLDRAFT_126700.1.2|m.17811",12,10.5,10.5,11,11.5,9,4,7
"6298","3_CHOYP_STAR5.2.2|m.39352",8.5,7,8,8.5,9,10,10,11
"6299","3_CHOYP_EIF1B.1.3|m.29107",11.5,11,9,8.5,12,10,7,6.5
"6300","3_CHOYP_LOC579681.1.1|m.25827",8.5,10.5,11,10,7.5,11.5,5,8.5
"6301","3_CHOYP_LOC588440.1.1|m.4951",8.5,10,8.5,7.5,10,8.5,9,10.5
"6302","3_CHOYP_LOC663261.1.1|m.21784",6.5,8.5,11.5,12,13,12,4,3
"6303","3_CHOYP_DCTN2.1.1|m.1084",10.5,11,9.5,11.5,8.5,7.5,8.5,7.5
"6304","3_CHOYP_MPI.1.1|m.35645",9,10.5,8.5,9,9.5,8,9,9.5
"6305","3_CHOYP_NEMVEDRAFT_V1G162365.1.1|m.8038",9,7.5,12,10.5,9.5,7.5,9,8.5
"6306","3_CHOYP_BRAFLDRAFT_126943.1.3|m.6839",5,2.5,8.5,12.5,15.5,9,6.5,10
"6307","3_CHOYP_SSPO.12.14|m.53188",21.5,29.5,6.5,6,11,3.5,2.5,5.5
"6308","3_CHOYP_ACTC.3.6|m.21571",4,3,9,11.5,15,12,0,14
"6309","3_CHOYP_MTPN.2.2|m.58730",12.5,12.5,9.5,9.5,11.5,11,4.5,6
"6310","3_CHOYP_LOC100375089.1.1|m.1341",11,9,9,9,11,10.5,7.5,8.5
"6311","3_CHOYP_contig_022643|m.25874",0,6,0,15,16,0,13,14.5
"6312","3_CHOYP_SEC13.1.1|m.20714",10.5,8.5,12,9.5,9,7,9,9.5
"6313","3_CHOYP_SAHH3.2.2|m.51221",0,0,16,16.5,21,0,11,0
"6314","3_CHOYP_IVD.1.2|m.5213",12,10.5,10,10,10,9.5,6,8.5
"6315","3_CHOYP_CAPLA.1.2|m.51979",10,9,11.5,9.5,9.5,7.5,7.5,10
"6316","3_CHOYP_BUP1.1.1|m.13641",9,11,12,7.5,7,10.5,7,10
"6317","3_CHOYP_SC24B.1.2|m.95",8,10.5,10.5,11.5,9.5,6,7,10
"6318","3_CHOYP_LOC100114310.2.2|m.64228",9,9.5,8,9.5,9,12.5,7,9.5
"6319","3_CHOYP_ISCW_ISCW019590.1.1|m.30707",12,12,9,14,6.5,7,9.5,7
"6320","3_CHOYP_LOC100369954.1.1|m.22658",14.5,11,10,7.5,6.5,9.5,6.5,14
"6321","3_CHOYP_DLP.1.1|m.31353",6.5,9,11,14,8.5,8.5,6.5,7.5
"6322","3_CHOYP_LOC100369031.1.1|m.19197",9,10,10.5,11,9,10.5,5.5,8.5
"6323","3_CHOYP_IPO9.1.4|m.24013",5.5,8,11,11.5,11.5,5,6,12
"6324","3_CHOYP_contig_052083|m.62396",4,5,10.5,13,10,9.5,7,10
"6325","3_CHOYP_LOC101161976.1.1|m.43986",10.5,9.5,10.5,9,8.5,12.5,7.5,8
"6326","3_CHOYP_TITIN.19.19|m.66288",0.5,1,17.5,19,20.5,5.5,0,2
"6327","3_CHOYP_GRM1.2.2|m.65835",5,6.5,13,12.5,12,10,7,4.5
"6328","3_CHOYP_PACN2.2.2|m.25018",15,14,6.5,6,10,7.5,8.5,13
"6329","3_CHOYP_PHATRDRAFT_43152.1.1|m.15003",10,10.5,9,9.5,10.5,10.5,8.5,7
"6330","3_CHOYP_DNAH12.2.3|m.32353",37.5,22,9.5,9,9,6,7.5,2.5
"6331","3_CHOYP_RS21.1.4|m.13400",8,10.5,8,9,10.5,10,9,8.5
"6332","3_CHOYP_BRAFLDRAFT_115743.1.1|m.61177",7,9.5,10.5,9.5,10,8,9,9.5
"6333","3_CHOYP_ISCW_ISCW012366.1.1|m.3691",3.5,7,12,13.5,14,7,10.5,2
"6334","3_CHOYP_BRAFLDRAFT_127028.1.1|m.18415",12.5,10.5,7,12,10.5,9.5,8,8.5
"6335","3_CHOYP_AAEL_AAEL007173.1.1|m.41471",9,10,10,0,8,15.5,15,7.5
"6336","3_CHOYP_LOC101166335.1.1|m.5463",10.5,11.5,11,10,8,9.5,7,9
"6337","3_CHOYP_RD23B.1.1|m.38952",11.5,13,10.5,11.5,13,5.5,4.5,8
"6338","3_CHOYP_BRAFLDRAFT_113849.1.1|m.53398",9,9.5,11,7.5,9.5,12.5,8,8
"6339","3_CHOYP_BRAFLDRAFT_124020.1.1|m.22574",8.5,9,8.5,10.5,9,10,9,10
"6340","3_CHOYP_BRAFLDRAFT_281217.1.1|m.15677",9,8.5,11.5,9.5,9,7.5,10,10
"6341","3_CHOYP_BRAFLDRAFT_58684.1.1|m.13006",3.5,6.5,12,13,12,5.5,6.5,10.5
"6342","3_CHOYP_TFG.1.1|m.8487",8,6.5,10.5,9,10,13,8.5,8.5
"6343","3_CHOYP_LOC764806.1.2|m.17636",5.5,7.5,11,10,13.5,11.5,5.5,7
"6344","3_CHOYP_LOC101155522.1.1|m.45101",11.5,9,13,9.5,12,5.5,9,8.5
"6345","3_CHOYP_LOC100370026.1.1|m.42957",12.5,13,13.5,9,7,7,8,9
"6346","3_CHOYP_GSLG1.3.3|m.66468",11.5,7,10,11.5,9.5,8,11,9.5
"6347","3_CHOYP_NEMVEDRAFT_V1G237598.1.1|m.11619",8.5,10,10,11.5,8,7.5,9,10.5
"6348","3_CHOYP_XPP1.1.2|m.16748",6.5,9,10,8.5,13.5,8.5,8,9
"6349","3_CHOYP_CAPSLB.1.1|m.58887",9.5,10,10.5,10,8.5,9,10,8.5
"6350","3_CHOYP_LOC578680.1.1|m.49370",21,21.5,13,10.5,10.5,7,4,0.5
"6351","3_CHOYP_MYO18.1.1|m.3952",7.5,10.5,7,7,13,11.5,8.5,9.5
"6352","3_CHOYP_BRAFLDRAFT_118790.1.1|m.29970",2,4,10.5,14,13.5,8,9.5,7.5
"6353","3_CHOYP_GNPI2.1.1|m.55897",12,11.5,12,11.5,8.5,5.5,6,12
"6354","3_CHOYP_DJC13.1.1|m.46117",9,8.5,15,13,6.5,8.5,7.5,8
"6355","3_CHOYP_BRAFLDRAFT_251578.1.1|m.15566",10.5,10.5,11.5,9.5,10.5,7.5,7.5,10
"6356","3_CHOYP_BRAFLDRAFT_118803.1.1|m.14069",7,6,12,6,11.5,10,10.5,11
"6357","3_CHOYP_NDK7.1.1|m.64883",19,17,12,10.5,8.5,10,5,4.5
"6358","3_CHOYP_ACT5.3.3|m.41147",0,8.5,0,8,10,7,6,28
"6359","3_CHOYP_KCY.1.1|m.29973",7,11.5,8.5,13,7,12.5,7.5,7.5
"6360","3_CHOYP_LOC658201.1.1|m.42880",4,6,9.5,10,12,6.5,9.5,14.5
"6361","3_CHOYP_GLRX3.1.1|m.63529",11,10.5,10,9,13,10.5,6.5,8.5
"6362","3_CHOYP_XPO2.1.1|m.50289",7.5,9.5,12.5,12,10.5,5.5,6.5,11.5
"6363","3_CHOYP_BRAFLDRAFT_208819.1.1|m.61941",11.5,11.5,10.5,10,11.5,12,3.5,9
"6364","3_CHOYP_BRAFLDRAFT_117811.1.1|m.27127",10,9,15,9.5,9.5,8,7,10
"6365","3_CHOYP_KHDR1.1.1|m.8878",12,13,13,7.5,10.5,9,7,8
"6366","3_CHOYP_FKBP1AA.1.1|m.26101",10.5,10,11,9.5,10.5,10,8,9
"6367","3_CHOYP_ABCF2.1.2|m.28360",4,8,15,14,13.5,7,7,3.5
"6368","3_CHOYP_LOC100370913.1.1|m.19909",11,8,11.5,13,10,9,6,10.5
"6369","3_CHOYP_DNAH6.2.3|m.21512",38.5,27.5,14,11,6.5,2,3.5,3.5
"6370","3_CHOYP_SUCB1.1.1|m.41299",9,10.5,9.5,10,10.5,10,7.5,10
"6371","3_CHOYP_CHGG_10233.1.1|m.39238",9,9.5,9,9.5,11,9,8,12.5
"6372","3_CHOYP_ELDP2.1.2|m.39081",0,1.5,12.5,13,12.5,11.5,8,9.5
"6373","3_CHOYP_LOC656402.1.1|m.62053",13,8,9,7.5,8.5,10.5,12.5,12.5
"6374","3_CHOYP_LOC100743251.1.1|m.16814",14,14.5,13,8,9,10,7,7
"6375","3_CHOYP_ACAC.1.2|m.16888",6,11.5,11.5,9.5,13.5,9.5,5.5,7.5
"6376","3_CHOYP_RSMB.1.2|m.12400",9.5,10.5,11,9.5,9.5,9.5,8,10.5
"6377","3_CHOYP_TYRO.1.1|m.38876",0,2.5,11.5,16,17,12.5,4,5
"6378","3_CHOYP_BRAFLDRAFT_83552.1.1|m.55255",8,10.5,14,10.5,12,9.5,5,7.5
"6379","3_CHOYP_LOC100749463.1.1|m.6770",7.5,9,13.5,10.5,8.5,11,7.5,9
"6380","3_CHOYP_LOC100497129.7.8|m.41875",0,0,11,18,18.5,16,5.5,0
"6381","3_CHOYP_RL40.1.7|m.3623",8,9.5,10.5,9.5,15.5,9,8,7
"6382","3_CHOYP_CPIPJ_CPIJ007907.1.1|m.45771",9.5,9.5,10.5,13,9,12,8.5,6.5
"6383","3_CHOYP_DFA_06569.1.1|m.9782",77,63,5.5,0,0.5,0,0,0
"6384","3_CHOYP_contig_026567|m.30260",5.5,6,8,11,13.5,10,9.5,11
"6385","3_CHOYP_LOC100374573.1.1|m.24523",11.5,12,13,7.5,8.5,11.5,9.5,7.5
"6386","3_CHOYP_BRAFLDRAFT_206907.11.11|m.60961",8,9.5,10,10,10,10.5,8,11.5
"6387","3_CHOYP_contig_002826|m.3144",7.5,6.5,9,8,10,12,10,14
"6388","3_CHOYP_LOC577371.1.2|m.46335",31.5,25.5,17.5,13,9,1.5,2,1.5
"6389","3_CHOYP_LOC100366813.1.6|m.2829",10,6,15,9.5,16,9,7,7.5
"6390","3_CHOYP_BRAFLDRAFT_281658.1.1|m.6266",15.5,11,12.5,10,11.5,7,7.5,10.5
"6391","3_CHOYP_ISCW_ISCW013767.1.1|m.29335",11.5,12,9.5,10.5,10,9.5,8.5,10
"6392","3_CHOYP_CTSL2.1.2|m.2936",9.5,10.5,12.5,4,6.5,14.5,9,13
"6393","3_CHOYP_LOC100541322.1.1|m.43256",9.5,10,11,11,5.5,10.5,10.5,11.5
"6394","3_CHOYP_BRAFLDRAFT_264234.2.2|m.7063",11.5,11,10,9.5,12,13.5,8,6
"6395","3_CHOYP_ISCW_ISCW014579.2.2|m.5327",9.5,12.5,8.5,11,11.5,11,9.5,6
"6396","3_CHOYP_contig_020023|m.23276",8,11.5,9.5,8,8.5,12.5,10.5,9.5
"6397","3_CHOYP_IMDH3.1.1|m.51789",9.5,10.5,11.5,9.5,11.5,9.5,8.5,9.5
"6398","3_CHOYP_LOC100366455.1.3|m.13543",11,15,11.5,9.5,13,9.5,5.5,6.5
"6399","3_CHOYP_LOC100742289.1.1|m.25180",8.5,9.5,12,11,11.5,8.5,9,9
"6400","3_CHOYP_RFA1.1.1|m.16020",10,11.5,10.5,11,9.5,10.5,7.5,10
"6401","3_CHOYP_MP2K5.1.1|m.45312",9.5,7.5,11.5,10.5,11,9.5,9.5,11.5
"6402","3_CHOYP_UBR4.1.1|m.34997",10,13,13.5,9.5,8.5,11,6,9.5
"6403","3_CHOYP_SEPT7.1.1|m.59134",2,17,9,7.5,2,11,14,10.5
"6404","3_CHOYP_LOC100880757.2.2|m.41249",8,9,13,12.5,12,12.5,6.5,6
"6405","3_CHOYP_BRAFLDRAFT_118294.2.2|m.15439",12,10,10,12.5,8.5,9.5,9.5,11.5
"6406","3_CHOYP_LOC587705.2.2|m.11817",10.5,7.5,13.5,10.5,8.5,15.5,9,7
"6407","3_CHOYP_AKD1.3.3|m.63103",13.5,25.5,11.5,12,7.5,3.5,6,5.5
"6408","3_CHOYP_TPM.15.19|m.50851",10,18.5,12.5,13.5,8,19,0,0
"6409","3_CHOYP_ACT.19.27|m.53936",8.5,11.5,11.5,10,9,11.5,9,9.5
"6410","3_CHOYP_LOC100211409.1.1|m.4742",7,10.5,10.5,5.5,3.5,8,15,19
"6411","3_CHOYP_TBA1.2.9|m.9962",8.5,4.5,12.5,16,12,1.5,13,12.5
"6412","3_CHOYP_LOC100371557.1.1|m.57537",7,9.5,11.5,12.5,13.5,11.5,6,8
"6413","3_CHOYP_LOC100376984.1.1|m.15840",8.5,12.5,14,10,14.5,8,6,7.5
"6414","3_CHOYP_BDH2.1.2|m.30737",12,9.5,11,11.5,11.5,12.5,7.5,9
"6415","3_CHOYP_DHX15.2.2|m.62441",11,11,15.5,10.5,8.5,9,7,11
"6416","3_CHOYP_BRAFLDRAFT_276908.1.1|m.28793",11,10.5,15,13,12,6,7.5,8.5
"6417","3_CHOYP_HSP7D.3.3|m.41778",10.5,12.5,12.5,8.5,11,11.5,6.5,10
"6418","3_CHOYP_RL11.2.7|m.12991",8,10,11.5,8.5,9.5,11.5,8.5,13.5
"6419","3_CHOYP_DD19A.1.1|m.57641",13,13,10.5,10,10,10.5,8,11
"6420","3_CHOYP_LOC100690782.1.1|m.26094",10,11,11,13,12.5,11,6.5,8
"6421","3_CHOYP_NEMVEDRAFT_V1G179716.1.1|m.55972",11,11.5,12.5,11.5,9.5,13,7,8
"6422","3_CHOYP_VWDE.8.13|m.38775",9.5,7,14,12,12.5,10,9.5,8
"6423","3_CHOYP_BRAFLDRAFT_285738.1.1|m.21025",10,12.5,10,7,12,10.5,9,12
"6424","3_CHOYP_LOC662115.2.2|m.15477",8.5,7.5,10.5,9,12.5,12.5,11.5,10
"6425","3_CHOYP_GMPR2.1.1|m.63274",10,11,10.5,12,14.5,8,7.5,10
"6426","3_CHOYP_BRAFLDRAFT_117976.2.3|m.49156",25,21.5,11.5,11.5,14.5,6,5.5,3
"6427","3_CHOYP_LOC100370401.1.1|m.15416",10,12.5,10.5,11,9.5,10,9.5,10.5
"6428","3_CHOYP_LOC100377392.4.4|m.65974",12,20.5,11.5,12,5,7,8.5,9
"6429","3_CHOYP_LOC100372150.1.1|m.7059",12,11,12,9,9,12.5,10,10
"6430","3_CHOYP_RS15A.5.11|m.18785",10,11.5,16.5,8.5,6.5,12,13,6
"6431","3_CHOYP_NFS1.1.1|m.1622",11.5,13.5,14.5,15,13,9.5,4,4.5
"6432","3_CHOYP_DYH1.1.1|m.46156",47,34.5,11.5,11,7.5,3,4.5,2
"6433","3_CHOYP_CUL3B.1.1|m.61644",0,6,7,7.5,32.5,16,0,5
"6434","3_CHOYP_PP4R1.1.1|m.11682",6,7,16.5,14,14,8.5,5.5,8.5
"6435","3_CHOYP_MDN1.3.8|m.3846",16.5,18.5,7,3,4,0,24,17.5
"6436","3_CHOYP_LOC754396.1.1|m.39126",7,9.5,11.5,12,8.5,9.5,12,11.5
"6437","3_CHOYP_LOC100373522.5.5|m.54028",16,9.5,19,12.5,10,7.5,10,6
"6438","3_CHOYP_IQGA1.1.1|m.47731",5.5,6,12.5,10,11,7.5,10,17.5
"6439","3_CHOYP_contig_002999|m.3300",9.5,12,11,11.5,11,10,8,11
"6440","3_CHOYP_KAPR.2.3|m.56519",12.5,11.5,11.5,12,11.5,4.5,12.5,11.5
"6441","3_CHOYP_LOC581387.1.1|m.56997",23,15.5,15,13,12.5,8,7,4
"6442","3_CHOYP_ATP5H.1.1|m.22927",10,11,9,11.5,11,13,11.5,8
"6443","3_CHOYP_PAK1.1.1|m.50796",12.5,8,12.5,12,14,12.5,8.5,7.5
"6444","3_CHOYP_MCM4.1.1|m.61254",9,7.5,13.5,11,12,10,12,9
"6445","3_CHOYP_SARNP.1.1|m.46095",10,13.5,12,11.5,9.5,10,8.5,10
"6446","3_CHOYP_CALM.44.50|m.56751",9.5,8,13.5,13.5,12,9,8.5,10.5
"6447","3_CHOYP_NMT2.1.2|m.10421",10,10.5,13.5,14.5,13.5,6.5,8,8.5
"6448","3_CHOYP_CPIPJ_CPIJ003871.1.1|m.147",7.5,9,8.5,13.5,12.5,11,8.5,12.5
"6449","3_CHOYP_AAEL_AAEL009387.1.1|m.66163",9,14,11,9.5,10,10,8.5,12.5
"6450","3_CHOYP_LOC100377160.2.2|m.55835",10,6,12.5,14,11,13,9.5,9.5
"6451","3_CHOYP_LOC101160163.2.2|m.44944",10,12,11.5,8.5,11,12.5,11.5,8.5
"6452","3_CHOYP_LOC100366451.1.1|m.10501",8.5,9,11.5,10.5,7,9.5,13.5,14.5
"6453","3_CHOYP_LOC586039.1.1|m.27100",7.5,12,12.5,10.5,9,10.5,9.5,11.5
"6454","3_CHOYP_ISCW_ISCW008555.1.1|m.40873",10,10.5,13,12,12.5,9.5,8.5,9.5
"6455","3_CHOYP_SF3A3.1.1|m.50392",9,9.5,11,11.5,13,9,10.5,11
"6456","3_CHOYP_LOC100372889.2.2|m.57965",12.5,10,15.5,12.5,13,9,9,7
"6457","3_CHOYP_PPBT.1.4|m.5115",9,9,14.5,16,17.5,10,3.5,5.5
"6458","3_CHOYP_THIKA.1.1|m.13333",9,11.5,12.5,11,11,12.5,6.5,11
"6459","3_CHOYP_PYR1.1.1|m.61565",9,13,15.5,14,12,10,5,6.5
"6460","3_CHOYP_LOC587840.1.1|m.10143",13.5,18.5,16,9.5,9.5,10.5,5.5,7
"6461","3_CHOYP_LOC101416772.1.1|m.30815",11,10,10,11.5,11,14.5,9.5,10
"6462","3_CHOYP_Y1004.1.1|m.18927",13,15.5,12.5,10.5,8.5,6.5,11,12
"6463","3_CHOYP_LOC100367739.1.1|m.22741",28,22,11.5,10.5,10.5,11,6.5,5
"6464","3_CHOYP_BRAFLDRAFT_83096.1.1|m.27011",9.5,15,12.5,14,9,11,8.5,7
"6465","3_CHOYP_PAPSS.1.1|m.53055",13,11.5,12,10,13.5,13.5,5.5,11
"6466","3_CHOYP_HPRT.1.1|m.61881",8,10,13.5,11.5,11,11.5,10,9.5
"6467","3_CHOYP_LOC100161360.1.1|m.65809",13,12.5,15.5,14.5,14,10.5,5.5,4.5
"6468","3_CHOYP_EIF4BB.1.1|m.51065",14,12.5,13.5,12.5,14,8,8.5,8
"6469","3_CHOYP_PSDE.1.1|m.38562",12,13,11.5,11.5,10,12.5,7.5,11.5
"6470","3_CHOYP_BRAFLDRAFT_275724.1.1|m.54178",11.5,10.5,13,12.5,12,10.5,7,12
"6471","3_CHOYP_LOC100114736.1.1|m.18266",13.5,12.5,11,11,11,13,9.5,9.5
"6472","3_CHOYP_LOC100533357.1.2|m.56848",13,14,10.5,10.5,10,11,11,10.5
"6473","3_CHOYP_TEKT5.1.1|m.60033",23.5,24,12.5,14,10,7.5,6,3.5
"6474","3_CHOYP_BRAFLDRAFT_57395.1.1|m.9938",11,12.5,11.5,12,9.5,13,8.5,11
"6475","3_CHOYP_DYH2.1.1|m.28905",51.5,33,17,14,3,4.5,3.5,3
"6476","3_CHOYP_CYC.1.5|m.5663",3,5,5,9,14,16.5,15,13.5
"6477","3_CHOYP_LOC591797.1.3|m.11527",15.5,14,16,14.5,10.5,11,6.5,5.5
"6478","3_CHOYP_NOL5.1.1|m.49429",10,12,10,12,14,14.5,8,8
"6479","3_CHOYP_PSB1.2.2|m.63827",13,11,12.5,12,9.5,11,10.5,12
"6480","3_CHOYP_BRAFLDRAFT_128749.1.1|m.56605",10.5,12.5,13.5,12,10,10,10.5,10
"6481","3_CHOYP_LOC100370551.1.1|m.64375",25,18,16.5,13.5,12.5,9,4.5,4.5
"6482","3_CHOYP_ISCW_ISCW021601.2.2|m.20304",7,11,12,12.5,12.5,10.5,8.5,11.5
"6483","3_CHOYP_COPE.1.1|m.48265",7.5,9,12.5,11.5,12,13,11,9.5
"6484","3_CHOYP_SYYC.1.2|m.23460",10.5,13.5,16.5,14.5,13.5,4.5,8,8
