"","Protein","X0","X3","X5","X7","X9","X11","X13","X15"
"1823","3_CHOYP_BRAFLDRAFT_118793.1.1|m.20795",0.5,0,0,0,0,0,1,0.5
"1824","3_CHOYP_BRAFLDRAFT_223894.1.1|m.7024",0.5,0,0.5,0.5,0.5,0,0,0
"1825","3_CHOYP_LOC100366770.1.1|m.55784",0.5,0,0.5,0.5,0.5,0,0,0
"1826","3_CHOYP_LOC576797.1.1|m.8986",0.5,0,1,0,0,0,0,0.5
"1827","3_CHOYP_LOC585032.1.2|m.1235",0,0,0,0,1,0,0,0.5
"1828","3_CHOYP_LOC588827.1.1|m.11601",0,0,0,0.5,0.5,0.5,0,0
"1829","3_CHOYP_LSG1.1.1|m.14762",0,0,0,0,0.5,1,0,0
"1830","3_CHOYP_N2F1A.1.1|m.63063",0,0,0,0,0,0.5,0,1
"1831","3_CHOYP_RL44.1.2|m.28788",0,0,0,0,0.5,0,1,0
"1832","3_CHOYP_TRIADDRAFT_52608.1.2|m.25467",0,0.5,0,0,0,0.5,0,0.5
"1833","3_CHOYP_BRAFLDRAFT_118709.3.4|m.52468",0,0,0,0,0,0.5,0,1
"1834","3_CHOYP_contig_007858|m.9121",1.5,0.5,0,0.5,0,0,0.5,0
"1835","3_CHOYP_contig_010861|m.12544",0,0.5,0.5,0,0,0.5,0,0
"1836","3_CHOYP_LOC100353582.2.2|m.63483",0,0,0.5,0.5,0.5,0,0,0
"1837","3_CHOYP_contig_035697|m.40446",0,0,0,1,0.5,0,0,0
"1838","3_CHOYP_LOC100373492.1.1|m.24527",0,0,0,0.5,1,0,0,0
"1839","3_CHOYP_contig_029279|m.33207",0,0,0,0.5,0,0,0,1
"1840","3_CHOYP_contig_026389|m.30064",2.5,1.5,0,0,0,0,0,0
"1841","3_CHOYP_LOC590756.3.6|m.40372",0.5,0,0,0.5,0.5,0.5,0,0
"1842","3_CHOYP_contig_055335|m.66005",0,0,0,0.5,0.5,0,0.5,0
"1843","3_CHOYP_contig_024218|m.27505",0,0,0.5,0.5,0,0.5,0,0
"1844","3_K1M1_SHEEP",0,0,1.5,0,0,0,0,0
"1845","3_CHOYP_PDIA6.2.2|m.58490",0.5,1,0.5,0,0,0,0,0
"1846","3_CHOYP_LOC100372803.1.2|m.18615",0,0.5,0.5,0.5,0,0,0,0
"1847","3_CHOYP_TVAG_087170.4.8|m.31291",0,0.5,0,0,0,0,1,0
"1848","3_CHOYP_RLA0.5.7|m.56220",0,0,0,0.5,0.5,0.5,0,0
"1849","3_CHOYP_TIF1A.4.8|m.23900",1.5,1.5,0,0,0,0,0,0
"1850","3_CHOYP_contig_023399|m.26635",0,0,0,0,0,0,1,0.5
"1851","3_CHOYP_MEGF10.8.12|m.38635",0,0,0.5,0,0.5,0.5,0,0
"1852","3_CHOYP_LOC100679608.1.3|m.1597",0,0.5,0.5,0,0,0.5,0,0
"1853","3_CHOYP_BRAFLDRAFT_91636.8.11|m.58992",0,0,0,0,0,0,0.5,1
"1854","3_CHOYP_LOC100692795.2.2|m.50682",0,0,0,0,0.5,0,0.5,0.5
"1855","3_CHOYP_contig_014529|m.16671",0,0,0,0,0,0.5,0.5,0.5
"1856","3_CHOYP_DSRAD.3.4|m.24850",0,0,0,0,0,0.5,0.5,0.5
"1857","3_CHOYP_TIMP3.4.9|m.28669",1,0.5,0.5,0.5,0,0,0,0
"1858","3_CHOYP_BRAFLDRAFT_216893.1.1|m.18940",1,0.5,0,0,1,0,0,0
"1859","3_CHOYP_LOC100374662.1.6|m.7038",1,0.5,0.5,0.5,0,0,0,0
"1860","3_CHOYP_FRIS.9.11|m.53958",0,1,0,0,0.5,0,0,0
"1861","3_CHOYP_RS3A.8.15|m.27207",0,0,1,0.5,0,0,0,0
"1862","3_CHOYP_ATRP.1.1|m.22451",0,0.5,0.5,0.5,0,0,0,0
"1863","3_CHOYP_contig_053017|m.63597",0,0,0,0,0.5,0.5,0,0.5
"1864","3_CHOYP_contig_043041|m.49677",2,1.5,0,0,0,0,0,0
"1865","3_CHOYP_contig_039595|m.44817",0,0,0,0,0,0,1.5,0
"1866","3_CHOYP_contig_025411|m.28960",1.5,1.5,0,0,0,0,0,0
"1867","3_CHOYP_contig_024372|m.27722",2,1.5,0,0,0,0,0,0
"1868","3_CHOYP_contig_035493|m.40257",0.5,0,0,1.5,0,0,0,0
"1869","3_CHOYP_contig_027730|m.31434",0,0,0,0,1,0,0.5,0
"1870","3_CHOYP_contig_051311|m.61287",0.5,0,0.5,0.5,0.5,0,0,0
"1871","3_CHOYP_LOC100119236.1.1|m.22785",0,0.5,0.5,0,0,0.5,0,0
"1872","3_CHOYP_LOC100372197.3.3|m.56377",0.5,0,0,0,0,1,0,0.5
"1873","3_CHOYP_contig_055404|m.66082",0,1,0.5,0,0,0,0,0
"1874","3_CHOYP_contig_045193|m.52491",1,1,0,0,0,0.5,0,0
"1875","3_CHOYP_LOC764850.1.8|m.5396",0,0,0.5,0.5,0,0,0,0.5
"1876","3_CHOYP_BRAFLDRAFT_89870.1.1|m.15447",0,0.5,0,0,0,0.5,0,0.5
"1877","3_CHOYP_contig_052081|m.62393",0,0,1.5,0,0,0,0,0
"1878","3_CHOYP_LOC100372845.1.3|m.7734",2.5,1,0,0,0.5,0,0,0
"1879","3_CHOYP_BRAFLDRAFT_281651.2.8|m.5909",0,0.5,1,0,0,0,0,0
"1880","3_CHOYP_LOC100366404.1.2|m.22137",0,0.5,0,0,1,0,0,0
"1881","3_CHOYP_BRAFLDRAFT_150340.1.4|m.7435",0.5,0,0,0,0.5,0,0,1
"1882","3_CHOYP_contig_022855|m.26082",0.5,0,0,0,0,0.5,0.5,0.5
"1883","3_CHOYP_LOC100708199.3.6|m.23799",0,1,0,0,0,0,0,0.5
"1884","3_CHOYP_CPIPJ_CPIJ004536.3.3|m.52790",0.5,0,0,0.5,0,0,0.5,0.5
"1885","3_CHOYP_contig_027196|m.30937",0.5,0,0.5,0.5,0,0,0.5,0
"1886","3_CHOYP_contig_019263|m.22580",0,0,0.5,0,0.5,0.5,0,0
"1887","3_CHOYP_NEMVEDRAFT_V1G245280.11.11|m.63026",0,0,0.5,0,0,1,0,0
"1888","3_CHOYP_contig_035291|m.40069",0,0,0,0.5,0,1,0,0
"1889","3_CHOYP_CASP10.4.7|m.45631",1,1,0,0,0,0,0.5,0
"1890","3_CHOYP_contig_021858|m.25098",0,0,0,1,0.5,0,0,0
"1891","3_CHOYP_SORBIDRAFT_04G037735.1.1|m.52863",0,0,0.5,0,0.5,0.5,0,0
"1892","3_CHOYP_LOC100933589.3.3|m.59374",0,0.5,0.5,0,0.5,0,0,0
"1893","3_CHOYP_contig_041288|m.47081",0,0,0,1.5,0,0,0,0
"1894","3_CHOYP_LOC100168620.4.4|m.40081",4,1.5,0,0,0,0,0,0
"1895","3_CHOYP_contig_007082|m.8119",1,0,0,0,0,0,1,0.5
"1896","3_CHOYP_TIMP2B.1.1|m.29629",4,1.5,0,0,0,0,0,0
"1897","3_CHOYP_LOC100370625.2.3|m.26929",0.5,0.5,0,0,1,0,0,0
"1898","3_CHOYP_contig_028143|m.32002",0,0,0,1,0,0,0,0.5
"1899","3_CHOYP_DWIL_GK11849.1.1|m.12344",0,0,0.5,0.5,0,0.5,0,0
"1900","3_CHOYP_contig_016854|m.19834",1,0,0,0,0,0,1,0.5
"1901","3_CHOYP_contig_016292|m.19158",0.5,0,0,0,0.5,0,1,0
"1902","3_CHOYP_CBG09799.1.1|m.44038",0,0,0.5,0.5,0,0.5,0,0
"1903","3_ALBU_BOVIN",0,0,0,0,1.5,0,0,0
"1904","3_CHOYP_OS11G0657400.1.2|m.24816",0,0.5,0,0.5,0,0.5,0,0
"1905","3_CHOYP_contig_048369|m.57273",0,1.5,0,0,0,0,0,0
"1906","3_CHOYP_contig_041293|m.47088",0,0,0,0,0,0,0,1.5
"1907","3_CHOYP_contig_029710|m.33698",0,0,1,0,0,0,0.5,0
"1908","3_CHOYP_TTHERM_00599920.1.1|m.38926",0,0,0,0,0,0,1,0.5
"1909","3_CHOYP_YNY5.2.4|m.50761",0,0,0,0,0,0,1,0.5
"1910","3_CHOYP_contig_004401|m.5025",0,0,0,0,1,0.5,0,0
"1911","3_CHOYP_contig_026398|m.30077",3,1.5,0,0,0,0,0,0
"1912","3_CHOYP_LOC100374741.61.83|m.53306",0,0,0.5,0,0,0.5,0,0.5
"1913","3_CHOYP_BRAFLDRAFT_204923.2.2|m.63877",1,0.5,0.5,0,0,0,0.5,0
"1914","3_CHOYP_contig_036283|m.40992",0,0,0.5,0.5,0.5,0,0,0
"1915","3_CHOYP_LOC100496973.4.8|m.55256",1,1,0.5,0,0,0,0,0
"1916","3_CHOYP_contig_006063|m.6910",0,0.5,0,0,0.5,0,0,0.5
"1917","3_CHOYP_LOC100368926.5.5|m.55016",0,0,0,0.5,0.5,0.5,0,0
"1918","3_CHOYP_TSPAN18A.2.2|m.50689",0,0,0,0,0.5,0,1,0
"1919","3_CHOYP_BRAFLDRAFT_117365.1.2|m.12413",0,0,0,0,1,0,0.5,0
"1920","3_CHOYP_contig_035380|m.40136",0,0,0,0,0,0.5,0.5,0.5
"1921","3_CHOYP_MEG10.80.91|m.60740",0,0,0,0.5,0,0.5,0,0.5
"1922","3_CHOYP_ZF_U1LIKE_-10.1.1|m.18971",1.5,0,1,0,0,0.5,0,0
"1923","3_CHOYP_BRAFLDRAFT_119035.1.3|m.6973",0,1,0,0.5,0,0,0,0
"1924","3_CHOYP_contig_031003|m.35364",0,1.5,0,0,0,0,0,0
"1925","3_CHOYP_GIGA4.2.3|m.41265",0,0,0,1,0.5,0,0,0
"1926","3_CHOYP_VWDE.5.13|m.28163",0,0,0,0,0.5,0.5,0.5,0
"1927","3_CHOYP_BRAFLDRAFT_277494.2.3|m.57496",0.5,0.5,0,0,0.5,0.5,0,0
"1928","3_CHOYP_ACT.13.27|m.39351",0,0,0,0,0,0,1,0.5
"1929","3_CHOYP_ZBTB5.4.4|m.42642",0.5,0,0,0,0.5,0.5,0.5,0
"1930","3_CHOYP_LOC100371361.1.1|m.9282",0,0.5,0,0.5,0.5,0,0,0
"1931","3_CHOYP_LOC100934353.1.1|m.11772",0,0,0,0,0,1.5,0,0
"1932","3_CHOYP_contig_047569|m.56118",0,0,0,0,0.5,0,0.5,0.5
"1933","3_CHOYP_BLOC1S4.1.1|m.22903",1,0.5,0.5,0,1,0,0,0
"1934","3_CHOYP_BRAFLDRAFT_107506.1.1|m.15759",0,0,0,0,0,0,1.5,0.5
"1935","3_CHOYP_BRAFLDRAFT_123768.1.1|m.7223",3,2,0,0,0,0,0,0
"1936","3_CHOYP_BRAFLDRAFT_230143.1.1|m.15015",0.5,0.5,0.5,0.5,0,0.5,0,0
"1937","3_CHOYP_LOC100081619.1.1|m.33744",0.5,1,0,0,0,0.5,0,0.5
"1938","3_CHOYP_LOC100197511.1.1|m.22053",0,0,0.5,0,1.5,0,0,0
"1939","3_CHOYP_LOC100368803.1.1|m.12857",2,1,0,0.5,0,0,0.5,0
"1940","3_CHOYP_LOC100556034.2.2|m.15378",0.5,0,0,0,0.5,1,0,0.5
"1941","3_CHOYP_LOC582726.1.1|m.29762",0,0,0,0,0.5,0.5,0.5,0.5
"1942","3_CHOYP_LOC585972.1.1|m.25356",0.5,0.5,0,0.5,0.5,0.5,0,0
"1943","3_CHOYP_ONEC2.1.3|m.22857",1,1,0.5,0.5,0,0,0,0
"1944","3_CHOYP_TRIM56.2.2|m.59948",1,1,0,0.5,0,0,0,0.5
"1945","3_CHOYP_contig_003460|m.3916",0,0,0,0,0,0,1,1
"1946","3_CHOYP_BRAFLDRAFT_117157.1.3|m.7944",1,0.5,0.5,0,1,0,0,0
"1947","3_CHOYP_BRAFLDRAFT_63471.1.1|m.25619",0.5,0.5,0,0,0.5,1,0,0
"1948","3_CHOYP_BRAFLDRAFT_76662.3.3|m.61577",1,0.5,0.5,0,0,0.5,0.5,0
"1949","3_CHOYP_LOC100370716.1.1|m.35654",0.5,0,0,0.5,0.5,0,0.5,0.5
"1950","3_CHOYP_LOC100655005.1.1|m.51334",0.5,0.5,0,1,0,0,0.5,0
"1951","3_CHOYP_LOC552081.1.1|m.51439",0.5,0,0,1,0.5,0,0,0.5
"1952","3_CHOYP_LOC592709.1.1|m.22553",1,1,0.5,0.5,0,0,0,0
"1953","3_CHOYP_NEMVEDRAFT_V1G236658.5.6|m.34525",0,0,0.5,0,0,0.5,0,1
"1954","3_CHOYP_RSRC2.1.1|m.14844",1,1,0,0,0,0.5,0,0.5
"1955","3_CHOYP_WNK2.1.2|m.38552",0,0,0.5,0.5,0.5,0,0.5,0
"1956","3_CHOYP_CSN8.1.1|m.14798",0.5,0.5,0.5,0,0,0,1,0
"1957","3_CHOYP_FND2.4.4|m.44570",0,0,0,0,0.5,1,0,0.5
"1958","3_CHOYP_LOC100373569.1.1|m.280",0,0,0.5,0.5,0.5,0,0,0.5
"1959","3_CHOYP_LOC100379008.4.4|m.54023",0.5,0,0.5,0.5,0,0.5,0,0.5
"1960","3_CHOYP_LOC656741.1.1|m.19820",0,0,1,0.5,0.5,0,0,0
"1961","3_CHOYP_TVAG_355490.2.22|m.9582",0,0.5,0,1,0.5,0,0,0
"1962","3_CHOYP_contig_044078|m.50900",0,0,0,0,0,0,1,1
"1963","3_CHOYP_BRAFLDRAFT_127510.1.1|m.48935",1.5,2,0,0,0,0,0,0
"1964","3_CHOYP_BRAFLDRAFT_249141.1.1|m.6974",1,0.5,1,0,0.5,0,0,0
"1965","3_CHOYP_BRAFLDRAFT_88596.1.2|m.24206",0,0,0.5,0,0,0.5,0.5,0.5
"1966","3_CHOYP_CEG1A.1.6|m.815",0,0,0.5,0,0.5,0,0.5,0.5
"1967","3_CHOYP_LOC100183682.1.1|m.61630",0.5,0,0.5,0.5,1,0,0,0
"1968","3_CHOYP_LOC100372028.1.1|m.22341",0.5,0.5,0,0,0.5,0.5,0,0.5
"1969","3_CHOYP_LOC581886.1.3|m.23639",1.5,0.5,0.5,0,0.5,0,0,0.5
"1970","3_CHOYP_LOC584481.10.10|m.66365",0,0,0,0,2,0,0,0
"1971","3_CHOYP_SP3.1.1|m.9839",0,0,1,0,0.5,0,0,0.5
"1972","3_CHOYP_YL58.1.1|m.35411",0,0,0,0,2,0,0,0
"1973","3_CHOYP_ANXA7.1.4|m.4514",2.5,2,0,0,0,0,0,0
"1974","3_CHOYP_CBWD1.1.1|m.6825",0.5,0,1,0,0.5,0,0,0.5
"1975","3_CHOYP_GPX1.1.4|m.11300",0,0,0,1,0.5,0.5,0,0
"1976","3_CHOYP_LOC100030710.4.4|m.20819",0,0,0,0.5,0,0,1.5,0
"1977","3_CHOYP_BRAFLDRAFT_127252.1.1|m.16242",0,0,0.5,0,0,0.5,0.5,0.5
"1978","3_CHOYP_BRAFLDRAFT_88012.1.1|m.12815",1.5,1,0,0.5,0,0,0,0.5
"1979","3_CHOYP_DPOLB.1.1|m.15375",1,1,0,0,0.5,0,0.5,0
"1980","3_CHOYP_DSRAD.2.4|m.5410",2.5,0,0,0,0,0,0.5,1.5
"1981","3_CHOYP_KLHDB.3.5|m.46662",0,0,0,0,0.5,0,0.5,1
"1982","3_CHOYP_LOC100371085.1.1|m.44789",0,0,1,0,1,0,0,0
"1983","3_CHOYP_NAS13.1.1|m.30415",0,1,1,0,0,0,0,0
"1984","3_CHOYP_S12A2.2.2|m.39394",0,0,0.5,1,0.5,0,0,0
"1985","3_CHOYP_CPIPJ_CPIJ000723.1.1|m.7190",3.5,2,0,0,0,0,0,0
"1986","3_CHOYP_LOC100367736.2.2|m.66862",2,2,0,0,0,0,0,0
"1987","3_CHOYP_LOC100372967.1.1|m.16378",0,0.5,0,0,1,0,0,0.5
"1988","3_CHOYP_LOC100377560.1.1|m.66612",0.5,0,0,0.5,0.5,0.5,0.5,0
"1989","3_CHOYP_LOC100561894.1.1|m.45814",2,2,0,0,0,0,0,0
"1990","3_CHOYP_LOC100740246.1.1|m.25108",0,0.5,0,0.5,0.5,0.5,0,0
"1991","3_CHOYP_LOC101163682.1.1|m.10220",0,0,0,0,1.5,0,0,0.5
"1992","3_CHOYP_BRAFLDRAFT_282105.1.2|m.43460",1,0,0,0.5,0.5,0,1,0
"1993","3_CHOYP_BRAFLDRAFT_88223.5.22|m.23899",0,0,0,0,0,0,0,2
"1994","3_CHOYP_CTR1.2.4|m.39987",0,0,0,0,0.5,1,0,0.5
"1995","3_CHOYP_DHB4.2.2|m.19618",0,0.5,0,0.5,1,0,0,0
"1996","3_CHOYP_DWIL_GK24328.1.1|m.16490",0,0,0,0.5,1,0.5,0,0
"1997","3_CHOYP_HEM6.1.1|m.17205",0,0,0,0.5,0.5,0,0,1
"1998","3_CHOYP_HSPA12A.15.27|m.45635",0,0,0,0,0,1,0,1
"1999","3_CHOYP_LOC101164168.1.1|m.24728",0,0,0.5,0.5,0.5,0,0,0.5
"2000","3_CHOYP_LOC577351.1.1|m.17664",1,0.5,0.5,0,0.5,0,0,0.5
"2001","3_CHOYP_SSPO.2.14|m.3787",0,0,0,0,0.5,0,0.5,1
"2002","3_CHOYP_BRAFLDRAFT_122572.1.1|m.29320",2.5,1.5,0,0.5,0,0,0,0
"2003","3_CHOYP_BRAFLDRAFT_125356.3.3|m.35009",0.5,0,0.5,0.5,0.5,0,0,0.5
"2004","3_CHOYP_GD1L1.1.1|m.11963",0,0,0.5,0.5,0.5,0,0.5,0
"2005","3_CHOYP_GKAP1.1.1|m.18792",0,0,1,0.5,0.5,0,0,0
"2006","3_CHOYP_IRF5.1.1|m.58123",0.5,0,0,0,0.5,0,1,0.5
"2007","3_CHOYP_LOC100488894.1.5|m.4048",0,0.5,0,1,0,0.5,0,0
"2008","3_CHOYP_LOC101169524.1.1|m.4630",0,0,0,0.5,1.5,0,0,0
"2009","3_CHOYP_ARP8.1.1|m.10729",0,0,1,0,0.5,0,0,0.5
"2010","3_CHOYP_BRAFLDRAFT_126338.1.1|m.59058",0,1,0.5,0,0,0.5,0,0
"2011","3_CHOYP_BRAFLDRAFT_240864.1.1|m.24434",0,0.5,0.5,0,0,0.5,0,0.5
"2012","3_CHOYP_BRAFLDRAFT_98895.2.2|m.39575",0,1,0,0.5,0,0,0,0.5
"2013","3_CHOYP_FOCAD.2.2|m.52366",0,1,0.5,0.5,0,0,0,0
"2014","3_CHOYP_LOC100313655.1.1|m.52035",0,0,0.5,0.5,0.5,0.5,0,0
"2015","3_CHOYP_NCOA4.1.1|m.5549",0,0,0,0.5,0.5,0,0.5,0.5
"2016","3_CHOYP_ACH7.2.2|m.66217",0,0.5,0.5,0,0.5,0,0,0.5
"2017","3_CHOYP_BMS1.1.1|m.17619",0,0,1,0.5,0.5,0,0,0
"2018","3_CHOYP_BRAFLDRAFT_58035.2.2|m.65814",0,0,0,0,0,0.5,1,0.5
"2019","3_CHOYP_LOC100367470.1.1|m.51904",0,0,0,0,0.5,0.5,0.5,0.5
"2020","3_CHOYP_LOC100533225.1.2|m.36896",0,0,0.5,0.5,0.5,0,0,0.5
"2021","3_CHOYP_LOC100533400.3.4|m.28214",0.5,0,0,0.5,0,0.5,1,0
"2022","3_CHOYP_LRP4.5.5|m.48010",0,0,1,0,0.5,0,0,0.5
"2023","3_CHOYP_SMYD5.1.1|m.27234",0.5,0,0,0.5,0.5,1,0,0
"2024","3_CHOYP_STAB2.1.1|m.64132",0,0,0,0.5,0,0,1,0.5
"2025","3_CHOYP_HTF4.1.5|m.16262",0.5,0.5,0,0.5,0,0.5,0,0.5
"2026","3_CHOYP_LOC100368228.3.3|m.54183",0,0.5,0.5,0,0,0,0,1
"2027","3_CHOYP_LOC100536597.1.1|m.52329",0,1,0.5,0,0.5,0,0,0
"2028","3_CHOYP_LOC584015.1.1|m.10227",0,1,0.5,0,0,0,0.5,0
"2029","3_CHOYP_LOC590949.1.2|m.13540",1.5,1,1,0,0,0,0,0
"2030","3_CHOYP_ZNF382.1.1|m.21527",0,1,0.5,0,0,0.5,0,0
"2031","3_CHOYP_BRAFLDRAFT_223290.2.2|m.30918",0,0,0.5,0.5,0,0,1,0
"2032","3_CHOYP_DMOJ_GI17690.1.1|m.48369",0.5,0,0.5,0,0,0,1,0.5
"2033","3_CHOYP_EVI1.1.1|m.62064",0,0,0.5,0,0.5,0.5,0.5,0
"2034","3_CHOYP_LOC100720440.1.2|m.11473",0,0,0.5,1,0.5,0,0,0
"2035","3_CHOYP_LOC100890342.1.1|m.10194",0,0.5,0.5,1,0,0,0,0
"2036","3_CHOYP_LOC592411.1.1|m.19664",0,0.5,0.5,0.5,0.5,0,0,0
"2037","3_CHOYP_LOC754728.5.6|m.42237",0,1,0,1,0,0,0,0
"2038","3_CHOYP_NEMVEDRAFT_V1G233184.1.1|m.18285",0.5,0,0.5,0.5,0.5,0,0,0.5
"2039","3_CHOYP_NOL11.1.1|m.6423",0,0,0.5,0.5,0.5,0.5,0,0
"2040","3_CHOYP_SDHC.1.1|m.31276",0,0,0.5,1,0,0.5,0,0
"2041","3_CHOYP_BRAFLDRAFT_199108.1.2|m.24078",0,0,0,0,0.5,0.5,0,1
"2042","3_CHOYP_BRAFLDRAFT_68488.1.1|m.58466",2.5,0.5,1,0,0,0,0,0.5
"2043","3_CHOYP_HMCN1.39.44|m.61047",0,2,0,0,0,0,0,0
"2044","3_CHOYP_LOC100696985.1.1|m.17599",0.5,0,0,0,0,0,1,1
"2045","3_CHOYP_NEK1.4.5|m.32116",1,1,0,0,0,0.5,0.5,0
"2046","3_CHOYP_RADI.2.2|m.22446",0.5,0.5,0,1,0,0.5,0,0
"2047","3_CHOYP_RRP1B.1.1|m.21811",0,0,0,0,1,0,0.5,0.5
"2048","3_CHOYP_BRAFLDRAFT_121824.1.1|m.37419",0.5,2,0,0,0,0,0,0
"2049","3_CHOYP_BRAFLDRAFT_68242.2.3|m.26345",0,0,0,0,1,0,1,0
"2050","3_CHOYP_CLC10.2.5|m.4673",0,0,0.5,0.5,1,0,0,0
"2051","3_CHOYP_LOC100114159.1.1|m.53867",0,0,0,0.5,0.5,1,0,0
"2052","3_CHOYP_LOC100367064.1.1|m.52280",0,0,1.5,0.5,0,0,0,0
"2053","3_CHOYP_LOC100678410.1.1|m.16114",0.5,0.5,1,0,0.5,0,0,0
"2054","3_CHOYP_LOC100929997.1.1|m.23658",0,0,0,0,0.5,0,1,0.5
"2055","3_CHOYP_SAMH1.10.12|m.55275",3.5,2,0,0,0,0,0,0
"2056","3_CHOYP_AATF.1.1|m.34004",0,0,1,0,1,0,0,0
"2057","3_CHOYP_ACDOPBH.8.9|m.52946",0,0,0,2,0,0,0,0
"2058","3_CHOYP_PLK1.1.2|m.26371",0,0,0,0,0.5,0.5,0,1
"2059","3_CHOYP_BRAFLDRAFT_208436.18.32|m.58763",0.5,0.5,0.5,0.5,0,0,0,0.5
"2060","3_CHOYP_CRE_02254.1.1|m.12455",0.5,0,0,0.5,0,0,0.5,1
"2061","3_CHOYP_LOC100375467.1.1|m.42789",0,0,1.5,0,0,0.5,0,0
"2062","3_CHOYP_LTN1.1.2|m.7693",0.5,0,0,0.5,0,0,1,0.5
"2063","3_CHOYP_MIB2.5.6|m.43978",2.5,0.5,0,0,0,0,1.5,0
"2064","3_CHOYP_TSIB_0893.1.1|m.10314",0.5,0,0.5,0,0,0,0.5,1
"2065","3_CHOYP_BRAFLDRAFT_117821.1.1|m.16201",0,0,0.5,0,0,0.5,0,1
"2066","3_CHOYP_BRAFLDRAFT_215283.1.1|m.1467",0.5,0,0,0,0.5,0.5,0.5,0.5
"2067","3_CHOYP_CHMP7.1.1|m.15221",0.5,0,0.5,0.5,0,1,0,0
"2068","3_CHOYP_LOC100378849.1.1|m.21445",0,1,0,0,0,0,1,0
"2069","3_CHOYP_PHUM_PHUM537100.1.1|m.62217",1,0,0.5,0,1,0,0,0.5
"2070","3_CHOYP_ACSF2.2.4|m.30204",4.5,2,0,0,0,0,0,0
"2071","3_CHOYP_CCD53.1.1|m.6684",1,0.5,0,0,0.5,0.5,0.5,0
"2072","3_CHOYP_CPT1A.1.1|m.53985",0.5,0.5,0.5,0.5,0,0,0,0.5
"2073","3_CHOYP_ISCW_ISCW022842.1.1|m.5648",0,0,1,0,0.5,0,0.5,0
"2074","3_CHOYP_LOC100376200.1.1|m.19157",0,0.5,0,0.5,0.5,0,0.5,0
"2075","3_CHOYP_LOC100552087.1.1|m.26238",2,1,0.5,0,0.5,0,0,0
"2076","3_CHOYP_LOC100902565.1.1|m.19044",0,0,0,1.5,0,0.5,0,0
"2077","3_CHOYP_NEMVEDRAFT_V1G154974.1.1|m.44261",0,0,0,0.5,1,0.5,0,0
"2078","3_CHOYP_BRCC3.1.1|m.66615",0,0,0,0,0,0,0.5,1.5
"2079","3_CHOYP_CNTN6.1.2|m.781",0,1,0,0,0,0,0.5,0.5
"2080","3_CHOYP_CTR9.1.1|m.18832",0.5,0.5,0,0.5,1,0,0,0
"2081","3_CHOYP_LOC100371721.1.1|m.23143",0,1,0,0,0.5,0.5,0,0
"2082","3_CHOYP_LOC100372298.1.1|m.19547",0,0,0.5,0.5,0.5,0,0.5,0
"2083","3_CHOYP_LOC590125.6.7|m.53735",0,1.5,0,0,0,0,0.5,0
"2084","3_CHOYP_MEGF6.52.59|m.54262",0,0.5,0.5,0,0,1,0,0
"2085","3_CHOYP_PRP18.1.1|m.2214",1,1.5,0,0,0,0.5,0,0
"2086","3_CHOYP_SBP1.2.2|m.49372",0,0,0,0,0,0.5,1,0.5
"2087","3_CHOYP_BRAFLDRAFT_128828.1.2|m.7356",0.5,1,0,0.5,0.5,0,0,0
"2088","3_CHOYP_BRAFLDRAFT_217424.2.2|m.44576",0.5,0,1,0,0,0,0.5,0.5
"2089","3_CHOYP_BRAFLDRAFT_85511.17.23|m.55470",0.5,0.5,0,0.5,0,0,0.5,0.5
"2090","3_CHOYP_HSPA12A.16.27|m.48207",0.5,0,0.5,0,0,0.5,1,0
"2091","3_CHOYP_PPIB.2.4|m.40019",2,2,0,0,0,0,0,0
"2092","3_CHOYP_LOC100368104.1.1|m.22554",0,0.5,0.5,0.5,0.5,0,0,0
"2093","3_CHOYP_LOC100900162.1.1|m.58237",0,0.5,0,0.5,0.5,0,0.5,0
"2094","3_CHOYP_LOC101067905.1.1|m.42386",0,0.5,0.5,0,0,0.5,0,0.5
"2095","3_CHOYP_NEMVEDRAFT_V1G80846.1.1|m.24713",0.5,0,0,0.5,1.5,0,0,0
"2096","3_CHOYP_TOLL-1.1.1|m.37581",0,0,0.5,0.5,0,0,0,1
"2097","3_CHOYP_BRAFLDRAFT_202721.1.2|m.18687",1,0.5,0,0,1.5,0,0,0
"2098","3_CHOYP_CALM.37.50|m.52385",0,0,0.5,0,1.5,0,0,0
"2099","3_CHOYP_ERL2B.1.1|m.187",0.5,0.5,0.5,1,0,0,0,0
"2100","3_CHOYP_LOC101078033.1.1|m.42470",0,0.5,0,0,0,0,1,0.5
"2101","3_CHOYP_LOC579914.1.1|m.13347",0.5,0.5,1,0,0,0,0.5,0
"2102","3_CHOYP_BRAFLDRAFT_128129.1.1|m.63237",1.5,1.5,0,0,0,0.5,0,0
"2103","3_CHOYP_BRAFLDRAFT_284774.2.3|m.15260",1.5,0.5,0,0,0,0,0,1.5
"2104","3_CHOYP_LOC100142249.1.1|m.55762",0,0,0,0.5,0.5,0,0,1
"2105","3_CHOYP_LOC100187348.1.1|m.29904",1,2,0,0,0,0,0,0
"2106","3_CHOYP_LOC100369570.1.1|m.25302",0,0,0.5,1,0,0,0,0.5
"2107","3_CHOYP_LOC100647521.2.2|m.59908",0,0.5,0,0,0,1,0,0.5
"2108","3_CHOYP_LOC581711.1.1|m.14276",0,0,0,1,0,0.5,0,0.5
