"Cluster","Silo","ID","D3","D5","D7","D9","D11","D13"
1,"3","CHOYP_DHTK1.1.1.m.8425",0.1,0.1,7.1727,7.2018,6.1119,8.4591
4,"3","CHOYP_DICPUDRAFT_147269.1.1.m.34818",0.4481,0.1,0.1,0.1,0.1,0.1
1,"3","CHOYP_DICPUDRAFT_81027.1.1.m.5425",3.4644,6.9473,10.99275,7.38305,15.61165,7.20975
6,"3","CHOYP_DICPUDRAFT_93011.1.1.m.30650",10.8276,0.1,0.1,0.1,0.1,0.1
1,"3","CHOYP_DLL4.1.1.m.40197",0.1,5.31945,7.42475,1.95145,3.96765,1.2563
3,"3","CHOYP_DLP1.1.1.m.40279",1.45435,1.44245,1.5053,0.1,0.1,0.1
4,"3","CHOYP_DMOJ_GI17690.1.1.m.48369",0.1,1.02955,0.1,0.1,0.1,2.69255
3,"3","CHOYP_DMOJ_GI18492.1.1.m.8902",1.0158,1.00765,1.05085,0.1,0.1,2.65505
4,"3","CHOYP_DMOJ_GI18492.1.1.m.8903",0.1,0.1,0.1,0.1,5.59095,0.1
4,"3","CHOYP_DMOJ_GI19977.1.1.m.66449",0.1,0.1,0.1,0.1,0.1,0.1
3,"3","CHOYP_DNAH12.3.3.m.63246",0.3556,0.1,1.897,0.24285,0.1,0.1
1,"3","CHOYP_DNAH7.2.2.m.46648",15.26375,8.0285,7.5798,5.6692,2.6919,6.03595
3,"3","CHOYP_DNJA3.1.1.m.15026",2.17945,1.13925,2.2679,1.208,0.1,1.51925
1,"3","CHOYP_DNJC2.1.1.m.8941",6.8842,7.77955,5.461,6.46485,4.8241,5.92275
3,"3","CHOYP_DNMT1.1.1.m.54990",0.1,1.0416,0.4204,1.9117,0.77695,0.52245
5,"3","CHOYP_DPSE_GA10675.1.1.m.23860",0.1,0.1,0.1,1.73795,0.1,0.1
3,"3","CHOYP_DPY19L3.1.1.m.7532",0.1,0.1,0.8044,0.8117,0.1,0.1
1,"3","CHOYP_DSEC_GM12928.1.1.m.11933",0.1,3.0424,6.37905,6.25735,0.1,0.1
1,"3","CHOYP_DSEC_GM16292.1.1.m.12184",4.36195,0.1,26.6725,5.2822,0.1,0.1
4,"3","CHOYP_DTNBP1.1.1.m.66644",0.1,0.1,0.1,0.1,0.1,0.1
3,"3","CHOYP_DVIR_GJ20612.1.1.m.14542",0.1,3.47275,7.293,0.1,0.1,9.5291
3,"3","CHOYP_DWIL_GK10341.1.1.m.21304",2.8587,4.25135,2.96695,1.5194,0.1,0.1
4,"3","CHOYP_DWIL_GK11849.1.1.m.12344",0.1,2.42905,2.53645,0.1,2.7221,0.1
4,"3","CHOYP_DWIL_GK15715.1.1.m.52399",0.57975,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_DWIL_GK23042.1.1.m.38792",0.1,1.23225,0.1,0.47965,0.1,0.6138
5,"3","CHOYP_DYAK_GE11656.1.2.m.34706",0.1,0.1,0.1,1.935,0.1,0.1
1,"3","CHOYP_E2F4.1.1.m.25398",8.07295,4.04455,4.2441,5.68895,3.1345,5.55545
3,"3","CHOYP_ECMB.1.3.m.2566",0.90335,1.74225,0.93435,0.1,0.1,0.1
4,"3","CHOYP_ECR.1.1.m.28368",0.1,0.1,0.1,0.1,1.30725,0.1
3,"3","CHOYP_EDRF1.2.2.m.45353",0.5073,0.1,1.4584,0.1,0.1,0.6779
5,"3","CHOYP_EEF2.1.2.m.44023",0.1,0.1,0.1,2.2024,0.1,0.1
3,"3","CHOYP_EF1A.4.4.m.65743",0.9838,1.00045,1.05515,0.1,0.1,0.1
4,"3","CHOYP_EF2.4.5.m.30185",2.3277,1.17375,0.6553,1.3142,2.00155,0.1
5,"3","CHOYP_EGFR.2.3.m.61781",0.1,0.1,0.1,1.9224,0.1,0.1
3,"3","CHOYP_EHI_072050.2.8.m.16931",0.3844,0.73075,0.40995,0.1,0.1,0.1
3,"3","CHOYP_EHI_153670.1.2.m.21885",2.5057,0.1,1.402,0.1,0.1,3.4528
4,"3","CHOYP_EIN_201030.1.3.m.20334",0.1,0.1,0.6216,0.1,0.6812,0.80735
5,"3","CHOYP_ENOX2.1.1.m.7197",0.8844,0.90365,0.1,1.785,0.1,1.20145
3,"3","CHOYP_EPDR2.1.1.m.33988",0.1,0.1,8.28335,5.52835,8.837,0.1
5,"3","CHOYP_ERD22.1.1.m.12383",0.1,0.1,0.1,2.5382,0.1,0.1
1,"3","CHOYP_ERGI1.1.1.m.9684",0.1,9.2609,7.69545,2.03965,0.1,0.1
4,"3","CHOYP_EST1A.1.1.m.59161",0.3581,0.62215,0.3833,0.38505,0.75865,1.27635
1,"3","CHOYP_EXOS3.1.1.m.10596",4.41085,8.82725,7.05105,4.70595,0.1,0.1
1,"3","CHOYP_EXOS7.1.1.m.3323",6.56875,4.94055,8.6625,8.78975,5.6013,6.79125
1,"3","CHOYP_EXOSC2.1.1.m.9530",5.46,1.90875,2.0157,9.619,2.0837,7.5329
4,"3","CHOYP_F188B.1.1.m.8460",0.7935,0.1,0.1,0.1,0.88225,0.1
3,"3","CHOYP_F91A1.1.1.m.52980",0.6832,1.3057,3.3571,0.1,0.1,2.61205
3,"3","CHOYP_FA63B.1.1.m.52872",1.02285,0.1,1.05815,0.1,0.1,0.1
3,"3","CHOYP_FABP7.1.2.m.22674",3.9934,0.1,0.1,8.344,8.87775,0.1
4,"3","CHOYP_FAF1.1.1.m.35623",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_FAM193A.1.1.m.66343",0.3604,0.35935,0.38585,0.3876,0.407,1.28695
4,"3","CHOYP_FAM50.1.1.m.17123",0.1,3.1345,3.2957,0.1,1.78725,0.1
4,"3","CHOYP_FARP2.1.1.m.9404",0.5249,0.1,0.1,0.5494,0.1,0.1
1,"3","CHOYP_FASN.3.4.m.60278",12.809,10.7714,10.4208,12.31645,3.8151,4.33945
3,"3","CHOYP_FBLN2.1.1.m.25187",1.9629,6.5614,6.96145,8.38405,5.15815,7.2191
5,"3","CHOYP_FBX9.1.1.m.49865",0.1,0.1,0.1,2.53075,0.1,0.1
4,"3","CHOYP_FGD1.1.2.m.11030",0.1,0.1,0.1,0.1,0.1,0.9403
4,"3","CHOYP_FGFR2.1.3.m.20151",1.1331,0.1,0.1,0.1,0.1,0.1
7,"3","CHOYP_FLNA.6.6.m.37383",10.11835,16.00015,0.1,0.1,0.1,0.1
3,"3","CHOYP_FLNC.3.5.m.38669",9.49805,6.9623,3.64555,0.1,16.6073,0.1
4,"3","CHOYP_FLOT1.1.2.m.21435",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_FMRF.2.4.m.37051",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_FND2.4.4.m.44570",0.1,0.1,0.1,0.843,1.71125,0.1
3,"3","CHOYP_FOCAD.2.2.m.52366",0.7517,0.43355,0.4405,0.1,0.1,0.1
3,"3","CHOYP_FOXN2_3.1.1.m.8518",0.1,0.1,1.2302,1.23645,1.30465,0.1
4,"3","CHOYP_FRIS.10.11.m.66055",0.1,0.1,0.1,0.1,0.1,0.1
3,"3","CHOYP_FRM4B.1.1.m.2249",0.56545,1.0358,1.6439,0.6078,0.1,0.1
3,"3","CHOYP_FRRS1.2.3.m.41025",0.1,7.71955,8.20365,8.2588,5.8084,7.0716
4,"3","CHOYP_FUT2.4.5.m.54048",0.1,0.1,0.1,0.1,0.1,0.1
2,"3","CHOYP_FUT8.1.1.m.9231",0.9432,0.94015,0.98035,0.1,1.0498,7.4011
3,"3","CHOYP_GFM2.1.1.m.18396",1.3773,0.75275,0.76545,0.7971,0.1,0.1
4,"3","CHOYP_GIGA5.3.4.m.17227",0.1,0.1,0.1,0.1,0.1,0.1
3,"3","CHOYP_GIGA5.4.4.m.39598",0.1,0.1,2.768,0.1,0.1,0.1
3,"3","CHOYP_GLNA2.1.4.m.4134",0.1,2.12235,4.4157,2.2369,4.71935,0.1
2,"3","CHOYP_GLOD5.1.1.m.25831",0.1,0.1,0.1,0.1,0.1,4.6703
3,"3","CHOYP_GLRX2.1.1.m.19246",6.9313,6.98145,3.6505,3.8097,7.8451,0.1
4,"3","CHOYP_GLT13.2.2.m.10604",0.1,0.97425,1.9694,0.1,2.18335,0.1
5,"3","CHOYP_GNAS.3.3.m.55756",0.1,0.1,0.1,1.5777,0.1,0.1
3,"3","CHOYP_GOLGA4.1.3.m.4761",5.62355,5.62415,3.92505,2.0604,2.119,7.66375
3,"3","CHOYP_GPM6A.1.1.m.41817",0.1,1.8731,0.1,2.03965,6.193,0.1
4,"3","CHOYP_GPR98.4.5.m.21296",0.1,0.1,0.1,0.1,0.1,0.1
3,"3","CHOYP_GPSM2.1.1.m.58301",1.82465,1.783,0.96955,0.97845,0.1,0.1
3,"3","CHOYP_GPX1.1.4.m.11300",0.1,0.1,7.796,4.04305,4.15945,0.1
1,"3","CHOYP_GPX3.1.2.m.24838",13.86265,6.98145,7.3404,3.8097,0.1,9.55125
3,"3","CHOYP_GRK5.1.1.m.6617",0.9889,1.01055,1.0279,2.02475,0.1,0.1
4,"3","CHOYP_GSH1.1.1.m.8927",0.8558,0.849,0.1,0.1,0.1,0.1
6,"3","CHOYP_GSPATT00037947001.1.1.m.24620",33.4864,0.1,0.1,6.1082,0.1,14.32535
3,"3","CHOYP_GSTO1.1.2.m.14745",0.1,0.1,2.41045,2.4229,2.5593,6.02825
3,"3","CHOYP_GUN.1.2.m.26883",5.08295,5.10265,0.1,5.38185,0.1,0.1
3,"3","CHOYP_H2BL3.1.1.m.16594",0.1,3.63465,0.1,3.9621,4.07615,0.1
2,"3","CHOYP_HAAF.11.13.m.44366",0.1,0.1,0.1,0.1,0.1,15.9915
3,"3","CHOYP_HAAF.3.13.m.8849",5.16885,5.2867,0.1,0.1,0.1,0.1
3,"3","CHOYP_HACE1.1.2.m.24806",0.6318,0.1,0.656,0.1,0.1,0.1
3,"3","CHOYP_HACL1.1.1.m.6578",1.84355,2.79755,6.8889,4.9007,2.16495,3.8564
4,"3","CHOYP_HAND1.1.1.m.10874",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_HEAT1.1.1.m.11228",0.1,0.3487,0.3622,0.64125,0.7395,0.46455
4,"3","CHOYP_HELZ.2.2.m.43303",0.6784,0.6313,0.3756,0.39,0.40955,1.2951
1,"3","CHOYP_HEM2.1.1.m.6789",4.856,3.3507,3.42555,10.4111,7.3221,0.1
3,"3","CHOYP_HEM6.1.1.m.17205",0.1,0.1,1.45475,1.4622,0.1,0.1
4,"3","CHOYP_HERC2.1.1.m.65153",0.4138,0.69345,0.33685,0.1948,0.4666,0.5709
5,"3","CHOYP_HGFAC.1.1.m.5902",0.1,0.1,0.1,1.7212,0.1,0.1
3,"3","CHOYP_HIF1N.1.1.m.53726",1.62835,3.2631,0.1,1.75795,5.37,6.50595
4,"3","CHOYP_HMCN1.33.44.m.58938",0.1,5.1761,0.1,0.1,1.0304,1.22895
3,"3","CHOYP_HMCN2.8.12.m.39297",0.1,1.09035,0.87515,0.1,0.1,0.1
4,"3","CHOYP_HNRPR.1.2.m.44126",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_HS12A.10.33.m.38139",0.1,0.1,0.1,0.1,0.1,3.0122
3,"3","CHOYP_HS12A.12.33.m.39763",1.3453,5.23185,6.90215,0.1,0.1,7.15765
4,"3","CHOYP_HS90A.3.3.m.28299",0.1,1.68745,0.1,0.1,0.1,0.1
2,"3","CHOYP_HSC70.1.1.m.335",0.1,0.1,0.1,0.1,0.1,7.54305
4,"3","CHOYP_HSPA12A.15.27.m.45635",0.1,0.1,0.1,0.1,0.8719,0.1
4,"3","CHOYP_HSPA12A.16.27.m.48207",0.1,0.9492,0.1,0.1,1.08775,2.5458
4,"3","CHOYP_IF122.2.2.m.59794",4.01395,0.50575,0.53195,1.43755,0.1,0.1
1,"3","CHOYP_IFT57.1.1.m.13249",10.2081,8.98555,5.4087,1.38935,5.7806,1.8114
3,"3","CHOYP_IMA2.2.2.m.49279",0.1,3.06775,2.14095,3.25345,0.1,0.1
4,"3","CHOYP_IMG5_163910.1.1.m.46747",0.9432,0.1,0.1,0.1,0.1,0.1
2,"3","CHOYP_IMSP5.2.2.m.17779",0.1,4.1626,0.1,0.1,0.1,28.49935
3,"3","CHOYP_INT7.1.1.m.14480",0.1,0.1,0.6401,0.6236,0.1,0.1
2,"3","CHOYP_IPO11.1.1.m.10815",0.1,0.1,0.1,3.4359,0.1,8.6017
3,"3","CHOYP_IQCA1.1.3.m.4290",9.16875,1.8554,3.27405,0.7132,0.1,0.8915
3,"3","CHOYP_IRF5.1.1.m.58123",0.1,0.1,0.1,1.26635,0.1,3.1367
4,"3","CHOYP_IRO.4.4.m.24034",0.1,0.1,1.1909,0.1,0.1,0.1
2,"3","CHOYP_ISCA1.1.2.m.17578",0.1,0.1,0.1,0.1,0.1,5.41225
4,"3","CHOYP_ISCW_ISCW000210.4.4.m.38490",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_ISCW_ISCW000642.1.1.m.4065",0.1,0.1,1.62795,0.1,0.1,0.1
3,"3","CHOYP_ISCW_ISCW004420.1.8.m.5439",8.67825,4.4778,0.1,4.75725,0.1,0.1
3,"3","CHOYP_ISCW_ISCW005083.2.2.m.40343",0.1,2.9023,0.1,3.0599,0.1,0.1
4,"3","CHOYP_ISCW_ISCW006277.2.2.m.66212",0.1,0.1,0.1,0.1,0.1,0.1
3,"3","CHOYP_ISCW_ISCW008174.1.2.m.8360",4.5463,4.62665,9.4993,4.9155,5.19515,0.1
4,"3","CHOYP_ISCW_ISCW008316.1.3.m.11997",0.1,0.1,0.1,0.1,0.1,0.1
3,"3","CHOYP_ISCW_ISCW008669.1.1.m.20227",0.1,1.9757,4.2311,0.1,0.1,0.1
4,"3","CHOYP_ISCW_ISCW009103.1.1.m.24140",0.1,0.1,0.1,0.1,2.47965,2.97165
2,"3","CHOYP_ISCW_ISCW012957.1.2.m.51659",0.1,1.472,2.95145,7.40865,14.13075,7.67665
3,"3","CHOYP_ISCW_ISCW013378.2.3.m.11858",5.079,6.834,4.7344,6.57055,7.0501,3.888
4,"3","CHOYP_ISCW_ISCW013810.2.2.m.19882",0.1,0.1,0.1,0.1,1.66975,0.1
1,"3","CHOYP_ISCW_ISCW014726.5.5.m.47210",11.5848,6.98115,4.91485,4.95145,7.84355,0.1
3,"3","CHOYP_ISCW_ISCW016212.2.2.m.46221",4.61665,9.9509,1.68855,3.23545,2.66285,2.0923
1,"3","CHOYP_ISCW_ISCW016254.2.5.m.38599",7.73495,7.7909,0.1,4.10685,0.1,15.9821
3,"3","CHOYP_ISCW_ISCW018108.1.1.m.43365",1.31945,0.7232,1.3973,0.742,0.1,0.1
4,"3","CHOYP_ISCW_ISCW021591.1.1.m.13969",0.5756,0.1,0.59465,0.1,0.65145,0.1
3,"3","CHOYP_ISCW_ISCW023591.1.1.m.9921",1.1827,5.67385,7.2611,7.22845,6.40885,3.18305
1,"3","CHOYP_ITB1.3.4.m.28565",13.7909,2.9865,6.2173,6.2682,4.4476,0.1
3,"3","CHOYP_ITB1B.1.1.m.59423",0.7146,0.7299,0.1,0.1,0.7939,1.8843
4,"3","CHOYP_IWS1.1.1.m.13973",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_K11G12.5.1.1.m.55605",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_KARG.4.11.m.5401",0.1,0.1,0.1,0.1,0.1,0.1
1,"3","CHOYP_KC1D.1.3.m.12297",0.1,6.49375,6.8356,1.44515,2.9112,0.1
3,"3","CHOYP_KCP.7.13.m.40006",0.1,2.31925,4.71005,4.74515,0.1,3.11095
3,"3","CHOYP_KDM2B.1.1.m.58689",0.1,2.6434,0.1,2.7115,0.1,0.1
3,"3","CHOYP_KDM5A.1.1.m.51935",0.563,1.9959,0.9,1.4966,0.96015,0.1
3,"3","CHOYP_KIAA1143.1.1.m.1249",6.97665,3.5175,3.674,7.44335,7.8964,0.1
3,"3","CHOYP_KPRB.1.1.m.17501",5.97995,4.53715,6.393,3.19005,3.4801,10.2935
3,"3","CHOYP_KPYK.2.4.m.19753",0.1,0.1,0.1,8.7561,3.20605,0.1
1,"3","CHOYP_KPYK.3.4.m.47446",2.0627,2.03245,7.54,13.06165,12.6696,4.16925
3,"3","CHOYP_KS6A5.1.1.m.51330",2.3668,1.22635,3.1212,2.54635,0.1,1.6307
1,"3","CHOYP_KS6B1.1.1.m.8274",10.8478,4.3705,7.97615,7.02195,2.47225,2.9896
4,"3","CHOYP_L1CAM.2.2.m.49542",0.1,0.1,0.1,0.1,1.80515,0.1
3,"3","CHOYP_LARP7.1.1.m.35019",0.8669,0.1,0.1,2.5934,0.95975,2.2456
4,"3","CHOYP_LDBPK_300810.1.1.m.29406",0.1,0.1,0.1,0.1,0.1,1.0128
4,"3","CHOYP_LIG4.1.1.m.6295",4.0771,0.6292,0.1,1.2433,0.1,0.852
1,"3","CHOYP_LINJ_09_0950.1.1.m.64023",0.1,0.1,0.1,54.1412,0.1,0.1
1,"3","CHOYP_LIPB1.1.1.m.35961",3.65975,6.1276,7.7269,5.8459,2.7615,0.1
3,"3","CHOYP_LMO7.1.1.m.27803",3.3973,5.1283,4.6976,6.512,6.5211,1.4049
3,"3","CHOYP_LOC100005182.1.1.m.53007",1.07305,0.1,1.1102,0.1,0.1,0.1
3,"3","CHOYP_LOC100005318.1.1.m.30043",0.1,0.1,0.1,1.50475,1.5884,1.8958
4,"3","CHOYP_LOC100007585.5.7.m.51610",0.1,0.1,0.1,0.1,0.87075,0.1
4,"3","CHOYP_LOC100024134.1.1.m.61877",0.1,0.1,1.56565,0.1,0.1,0.1
5,"3","CHOYP_LOC100049762.1.1.m.1777",0.1,0.1,0.1,3.50585,0.1,0.1
4,"3","CHOYP_LOC100081619.1.1.m.33744",7.5334,0.1,0.1,0.1,4.21695,0.1
3,"3","CHOYP_LOC100081920.1.4.m.1772",3.5756,3.5634,3.722,0.1,0.1,0.1
3,"3","CHOYP_LOC100113671.1.1.m.18491",10.2957,2.96185,0.1,1.59225,0.1,0.1
3,"3","CHOYP_LOC100114159.1.1.m.53867",0.1,0.1,0.96955,1.0102,2.0036,0.1
3,"3","CHOYP_LOC100117917.1.1.m.21225",1.154,3.4717,0.64945,3.67285,1.95025,0.84595
3,"3","CHOYP_LOC100118063.2.4.m.29108",1.64725,0.1,2.60015,0.1,2.8093,0.1
3,"3","CHOYP_LOC100118291.1.1.m.54817",3.1116,3.1178,6.5433,3.3356,4.7237,8.562
4,"3","CHOYP_LOC100119086.1.1.m.55425",0.66685,0.1,0.1,0.1,0.74045,0.1
3,"3","CHOYP_LOC100119236.1.1.m.22785",3.2349,3.2079,0.1,0.1,3.6945,0.1
1,"3","CHOYP_LOC100119577.1.1.m.47861",8.52235,11.73265,9.06815,6.7429,2.41145,1.5196
3,"3","CHOYP_LOC100119750.1.1.m.7019",1.6041,1.14035,1.7081,2.2991,1.20935,0.1
2,"3","CHOYP_LOC100120260.1.1.m.41887",0.1,0.86045,0.1,0.1,0.1,4.37525
5,"3","CHOYP_LOC100120260.1.1.m.41888",1.20985,0.1,0.1,4.96225,0.1,0.1
4,"3","CHOYP_LOC100121363.1.1.m.46369",0.68225,0.1,0.1,0.73765,0.1,0.1
1,"3","CHOYP_LOC100122067.1.1.m.49811",7.3829,14.85005,9.3681,9.38495,5.0288,4.0632
4,"3","CHOYP_LOC100123521.1.2.m.20656",0.1,0.1,0.1,0.1,0.1,0.1
5,"3","CHOYP_LOC100123667.1.1.m.22353",0.1,0.1,0.1,1.9805,0.1,0.1
5,"3","CHOYP_LOC100142119.1.2.m.2339",0.1,0.1,0.1,3.38715,0.1,0.1
3,"3","CHOYP_LOC100145215.1.1.m.6904",0.1,0.1,2.4819,0.1,0.1,0.1
4,"3","CHOYP_LOC100160385.1.2.m.40193",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_LOC100162380.1.1.m.23942",0.1,0.1,0.1,0.1,0.1,0.1
3,"3","CHOYP_LOC100168017.1.1.m.40316",0.1,0.1,0.1,0.1,1.68255,2.06715
4,"3","CHOYP_LOC100176232.1.1.m.24645",3.2055,1.20545,0.46625,1.3109,0.50965,0.1
5,"3","CHOYP_LOC100178700.1.1.m.37554",0.1,0.1,0.1,1.45875,0.1,0.1
1,"3","CHOYP_LOC100179516.1.2.m.45110",21.6552,3.72985,11.3844,0.1,4.07615,9.93845
1,"3","CHOYP_LOC100181095.1.1.m.8314",9.12355,5.5707,5.5587,5.02055,1.2435,5.33315
3,"3","CHOYP_LOC100181159.1.1.m.6127",0.1,0.1,5.45275,4.59145,5.83825,2.4327
3,"3","CHOYP_LOC100183682.1.1.m.61630",0.1,0.69,0.7268,1.41075,0.1,0.1
3,"3","CHOYP_LOC100184451.1.8.m.30146",3.79905,7.57145,0.1,0.1,0.1,0.1
4,"3","CHOYP_LOC100186203.1.1.m.7875",0.4505,0.4471,0.4811,0.4834,0.1,1.14975
1,"3","CHOYP_LOC100199222.1.1.m.17588",7.1162,7.16765,11.23265,7.7699,0.1,9.8451
3,"3","CHOYP_LOC100199663.1.1.m.22109",1.3487,0.1,1.4479,0.1,0.1,3.61615
5,"3","CHOYP_LOC100200424.1.1.m.16669",0.1,0.1,0.1,4.9567,0.1,0.1
1,"3","CHOYP_LOC100208544.1.1.m.54499",6.0563,7.64515,5.56635,3.33505,6.85475,7.30345
3,"3","CHOYP_LOC100210536.1.1.m.18414",5.46,5.49945,2.8911,4.39345,3.08985,3.76185
4,"3","CHOYP_LOC100210677.7.8.m.42871",0.1,0.4758,0.4835,0.5027,0.9446,1.19875
4,"3","CHOYP_LOC100210677.8.8.m.43132",0.1,0.1,0.4468,0.679,0.7195,0.341
3,"3","CHOYP_LOC100213744.7.19.m.33062",1.06725,0.1,1.10415,1.15075,0.1,0.1
3,"3","CHOYP_LOC100215454.1.1.m.40627",0.1,0.1,1.36195,3.8758,2.75205,0.1
3,"3","CHOYP_LOC100222774.1.1.m.56990",1.93445,5.70875,2.01275,2.03175,4.30565,1.3531
4,"3","CHOYP_LOC100227090.1.1.m.1313",0.1,0.1,0.1,0.1,6.7452,0.1
3,"3","CHOYP_LOC100313573.1.1.m.62977",3.2188,0.1,3.35045,10.0472,0.1,0.1
3,"3","CHOYP_LOC100313636.2.3.m.26350",6.4804,5.25335,2.7437,4.1695,2.9426,5.3532
3,"3","CHOYP_LOC100313655.1.1.m.52035",0.1,1.26295,1.33275,1.3395,1.41365,0.1
3,"3","CHOYP_LOC100313661.1.1.m.17706",0.1,0.1,0.9485,0.9234,0.1,0.1
3,"3","CHOYP_LOC100313676.1.2.m.2193",1.30555,2.61895,1.35775,2.68595,0.1,0.1
4,"3","CHOYP_LOC100330792.1.2.m.48676",0.1,0.1,0.1,0.1,0.1,0.1
2,"3","CHOYP_LOC100330792.2.2.m.53521",0.1,0.1,0.1,3.0438,0.1,7.86575
4,"3","CHOYP_LOC100366455.2.3.m.25037",0.1,3.9798,0.1,0.1,0.1,0.1
1,"3","CHOYP_LOC100366482.1.1.m.9777",10.41165,4.8032,5.02975,7.0503,3.2277,3.91055
5,"3","CHOYP_LOC100366536.3.3.m.51739",0.1,0.1,0.1,4.9237,0.1,0.1
3,"3","CHOYP_LOC100366735.1.1.m.52023",2.5503,0.1,0.1,0.1,0.1,3.48285
1,"3","CHOYP_LOC100366906.1.1.m.61901",15.01745,5.0429,7.40285,5.3237,5.09235,3.45035
4,"3","CHOYP_LOC100367006.2.2.m.17211",0.1,0.1,0.1,0.1,0.1,0.688
1,"3","CHOYP_LOC100367053.1.1.m.18595",4.69195,0.1,1.26865,6.1942,2.65525,1.66455
3,"3","CHOYP_LOC100367089.1.4.m.1384",0.1,0.1,1.5976,2.20415,0.1,0.1
1,"3","CHOYP_LOC100367089.1.4.m.1412",21.68465,8.67645,0.1,0.1,9.739,0.1
3,"3","CHOYP_LOC100367137.1.1.m.23977",9.6848,3.3507,0.1,6.836,0.1,2.9715
3,"3","CHOYP_LOC100367237.1.2.m.43812",0.78855,0.50335,0.3577,0.1,0.1,0.2543
5,"3","CHOYP_LOC100367266.1.1.m.10803",0.1,0.1,0.1,2.2894,0.1,0.1
4,"3","CHOYP_LOC100367326.1.1.m.56733",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_LOC100367394.1.2.m.34992",2.6978,2.7269,0.1,0.1,0.1,0.1
3,"3","CHOYP_LOC100367414.1.7.m.21233",0.65245,1.09725,0.1,0.993,0.53525,0.1
4,"3","CHOYP_LOC100367535.1.2.m.4730",0.1,0.1,0.1,0.1,3.76075,0.1
1,"3","CHOYP_LOC100367604.1.1.m.52334",7.67885,7.7863,2.42015,12.90775,1.3098,6.05305
3,"3","CHOYP_LOC100367637.1.1.m.55661",4.98375,3.3494,0.1,3.53815,1.9063,4.5822
3,"3","CHOYP_LOC100367640.1.1.m.22070",0.1,3.982,2.1036,0.1,0.1,0.1
3,"3","CHOYP_LOC100367705.1.1.m.9297",0.96775,1.87,2.92685,0.1,0.1,0.1
1,"3","CHOYP_LOC100367949.2.3.m.55056",11.082,6.38065,8.41775,6.8155,1.86685,2.23475
4,"3","CHOYP_LOC100367954.2.2.m.66596",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_LOC100367956.2.2.m.62044",0.1,0.1,0.1,0.1,0.1,0.1
3,"3","CHOYP_LOC100368023.1.1.m.14890",4.919,2.55975,2.7041,2.62995,5.5675,0.1
1,"3","CHOYP_LOC100368053.1.1.m.25224",10.5125,3.0286,6.36855,3.20405,0.1,0.1
1,"3","CHOYP_LOC100368360.1.1.m.9672",28.99205,7.443,2.55895,7.773,0.1,0.1
3,"3","CHOYP_LOC100368376.1.2.m.11023",0.1,0.1,1.101,1.10655,0.1,1.39055
1,"3","CHOYP_LOC100368394.1.2.m.22888",10.48605,4.81235,6.075,3.5845,1.11405,3.2811
3,"3","CHOYP_LOC100368803.1.1.m.12857",1.2866,0.1,0.694,0.1,0.1,0.90325
3,"3","CHOYP_LOC100368820.1.1.m.12090",0.1,5.94005,3.232,3.24885,6.67485,0.1
4,"3","CHOYP_LOC100368844.1.1.m.45290",4.2086,1.40725,0.1,0.1,0.57225,0.1
5,"3","CHOYP_LOC100368907.1.1.m.22004",0.1,0.1,0.1,7.9529,0.1,0.1
3,"3","CHOYP_LOC100368913.1.1.m.25628",0.1,1.76135,1.9079,0.1,0.1,0.1
4,"3","CHOYP_LOC100368924.1.1.m.5031",6.309,0.1,2.3175,0.1,2.39595,0.1
3,"3","CHOYP_LOC100368926.5.5.m.55016",0.1,0.1,1.31305,1.3197,1.35675,0.1
4,"3","CHOYP_LOC100369014.9.9.m.53367",1.0106,0.1,0.1,0.1,0.1,0.1
5,"3","CHOYP_LOC100369259.1.1.m.7509",0.1,0.1,0.1,2.5493,0.1,0.1
4,"3","CHOYP_LOC100369290.1.1.m.66929",0.1,0.1,0.1,0.1,0.1,0.1
3,"3","CHOYP_LOC100369488.1.1.m.10559",0.1,0.1,2.07365,0.1,0.1,0.1
1,"3","CHOYP_LOC100369566.1.1.m.41492",13.978,6.58305,6.14585,2.6469,0.9934,4.5328
3,"3","CHOYP_LOC100369816.1.1.m.23060",4.6612,0.1,0.1,0.1,0.1,1.65755
6,"3","CHOYP_LOC100369839.2.4.m.27857",25.19545,1.27385,0.1,0.1,0.1,0.1
1,"3","CHOYP_LOC100369901.1.2.m.9586",1.6145,4.69495,3.3053,6.60385,0.1,0.1
2,"3","CHOYP_LOC100370040.1.2.m.55411",0.1,0.1,0.1,0.1,0.1,5.1531
4,"3","CHOYP_LOC100370061.1.1.m.41505",4.52295,0.1,0.1,0.1,0.1,0.1
