"Cluster","Silo","ID","D3","D5","D7","D9","D11","D13"
6,"3","CHOYP_IRO.4.4.m.24034",0.1,0.1,1.1909,0.1,0.1,0.1
3,"3","CHOYP_ISCA1.1.2.m.17578",0.1,0.1,0.1,0.1,0.1,5.41225
6,"3","CHOYP_ISCW_ISCW000210.4.4.m.38490",0.1,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_ISCW_ISCW000642.1.1.m.4065",0.1,0.1,1.62795,0.1,0.1,0.1
4,"3","CHOYP_ISCW_ISCW001487.2.2.m.61505",0.98325,1.64775,1.75675,1.74405,1.4952,1.8091
8,"3","CHOYP_ISCW_ISCW003928.1.1.m.18079",3.30475,1.73615,0.1,0.94625,0.9978,1.1872
4,"3","CHOYP_ISCW_ISCW004420.1.8.m.5439",8.67825,4.4778,0.1,4.75725,0.1,0.1
4,"3","CHOYP_ISCW_ISCW005083.2.2.m.40343",0.1,2.9023,0.1,3.0599,0.1,0.1
4,"3","CHOYP_ISCW_ISCW005596.1.1.m.60561",0.8807,0.8871,1.3902,0.5277,1.502,1.21365
9,"3","CHOYP_ISCW_ISCW005878.1.1.m.39374",0.1,0.1,0.1,1.9224,2.0429,0.1
6,"3","CHOYP_ISCW_ISCW006277.2.2.m.66212",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_ISCW_ISCW008174.1.2.m.8360",4.5463,4.62665,9.4993,4.9155,5.19515,0.1
6,"3","CHOYP_ISCW_ISCW008316.1.3.m.11997",0.1,0.1,0.1,0.1,0.1,0.1
5,"3","CHOYP_ISCW_ISCW008669.1.1.m.20227",0.1,1.9757,4.2311,0.1,0.1,0.1
9,"3","CHOYP_ISCW_ISCW009103.1.1.m.24140",0.1,0.1,0.1,0.1,2.47965,2.97165
6,"3","CHOYP_ISCW_ISCW011328.1.1.m.8861",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_ISCW_ISCW012232.1.1.m.38746",2.45025,0.88275,2.5763,3.48265,0.9611,4.49815
1,"3","CHOYP_ISCW_ISCW012366.1.1.m.3691",27.7339,47.732,56.5607,58.6962,31.1401,57.19835
3,"3","CHOYP_ISCW_ISCW012957.1.2.m.51659",0.1,1.472,2.95145,7.40865,14.13075,7.67665
4,"3","CHOYP_ISCW_ISCW013378.2.3.m.11858",5.079,6.834,4.7344,6.57055,7.0501,3.888
10,"3","CHOYP_ISCW_ISCW013556.1.1.m.26406",0.1,2.63795,0.1,0.1,0.1,0.1
4,"3","CHOYP_ISCW_ISCW013795.1.1.m.12153",5.51635,4.4719,2.42995,5.9022,0.1,0.1
9,"3","CHOYP_ISCW_ISCW013810.2.2.m.19882",0.1,0.1,0.1,0.1,1.66975,0.1
2,"3","CHOYP_ISCW_ISCW014726.5.5.m.47210",11.5848,6.98115,4.91485,4.95145,7.84355,0.1
4,"3","CHOYP_ISCW_ISCW016212.2.2.m.46221",4.61665,9.9509,1.68855,3.23545,2.66285,2.0923
2,"3","CHOYP_ISCW_ISCW016254.2.5.m.38599",7.73495,7.7909,0.1,4.10685,0.1,15.9821
6,"3","CHOYP_ISCW_ISCW016328.1.1.m.10256",0.1,0.1,0.1,0.1,0.1,0.1
5,"3","CHOYP_ISCW_ISCW018108.1.1.m.43365",1.31945,0.7232,1.3973,0.742,0.1,0.1
5,"3","CHOYP_ISCW_ISCW018298.1.1.m.741",0.1,1.5115,1.5775,0.1,0.1,0.1
8,"3","CHOYP_ISCW_ISCW019177.4.4.m.63940",3.0748,0.1,0.1,0.1,0.1,0.1
8,"3","CHOYP_ISCW_ISCW021476.1.1.m.29578",1.89505,1.928,0.1,0.1,0.1,0.1
6,"3","CHOYP_ISCW_ISCW021545.1.1.m.25379",0.1,0.1,0.1,0.1,0.1,0.1
9,"3","CHOYP_ISCW_ISCW021591.1.1.m.13969",0.5756,0.1,0.59465,0.1,0.65145,0.1
6,"3","CHOYP_ISCW_ISCW022609.1.1.m.26988",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_ISCW_ISCW023591.1.1.m.9921",1.1827,5.67385,7.2611,7.22845,6.40885,3.18305
6,"3","CHOYP_ISL1.1.1.m.10993",0.1,0.1,0.1,0.1,0.1,0.1
8,"3","CHOYP_ITA7.1.1.m.1060",1.00375,0.1,0.1,1.531,0.1,0.1
2,"3","CHOYP_ITB1.3.4.m.28565",13.7909,2.9865,6.2173,6.2682,4.4476,0.1
4,"3","CHOYP_ITB1B.1.1.m.59423",0.7146,0.7299,0.1,0.1,0.7939,1.8843
8,"3","CHOYP_ITIH3.1.3.m.21736",5.6932,0.1,0.1,0.1,0.1,0.1
8,"3","CHOYP_IVBI.2.2.m.67049",3.5524,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_IWS1.1.1.m.13972",0.77235,0.1,0.80235,0.1,0.88075,1.049
6,"3","CHOYP_IWS1.1.1.m.13973",0.1,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_K11G12.5.1.1.m.55605",0.1,0.1,0.1,0.1,0.1,0.1
10,"3","CHOYP_K1468.1.1.m.24917",0.1,0.50775,0.1,0.53305,0.1,0.1
9,"3","CHOYP_KALRN.1.2.m.891",0.1,0.4184,0.1,0.1,0.4195,0.1
6,"3","CHOYP_KARG.4.11.m.5401",0.1,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_KARG.9.11.m.50527",0.1,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_KAT5.1.1.m.9015",0.1,0.1,0.1,0.1,0.1,0.1
2,"3","CHOYP_KC1D.1.3.m.12297",0.1,6.49375,6.8356,1.44515,2.9112,0.1
9,"3","CHOYP_KC1D.3.3.m.61498",0.1,0.1,0.1,0.1,1.1094,0.1
1,"3","CHOYP_KCIP4.1.1.m.46682",25.04655,39.73385,49.3856,41.97335,56.6485,39.48705
9,"3","CHOYP_KCP.10.13.m.44423",0.1,0.1,0.1,0.1,1.50335,0.1
4,"3","CHOYP_KCP.7.13.m.40006",0.1,2.31925,4.71005,4.74515,0.1,3.11095
7,"3","CHOYP_KDM1A.1.1.m.60230",0.9144,0.90705,1.8262,4.61495,4.86615,0.1
4,"3","CHOYP_KDM2B.1.1.m.58689",0.1,2.6434,0.1,2.7115,0.1,0.1
5,"3","CHOYP_KDM5A.1.1.m.51935",0.563,1.9959,0.9,1.4966,0.96015,0.1
6,"3","CHOYP_KI16B.1.3.m.42636",0.1,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_KI21A.1.2.m.43900",0.1,0.1,0.37905,0.1,0.1,0.1
4,"3","CHOYP_KIAA1143.1.1.m.1249",6.97665,3.5175,3.674,7.44335,7.8964,0.1
8,"3","CHOYP_KLH26.1.2.m.8792",4.44385,0.1,0.1,0.1,0.1,0.1
9,"3","CHOYP_KLHL24.1.4.m.8833",0.1,0.1,0.1,0.1,1.1093,0.1
7,"3","CHOYP_KPC2.1.3.m.22368",2.23435,1.5319,3.18755,1.6673,4.22985,0.1
4,"3","CHOYP_KPCD3.1.1.m.10808",0.67045,0.1,1.3175,0.7025,0.1,2.57055
5,"3","CHOYP_KPOL_1058P4.2.2.m.61989",1.44125,0.54065,0.54955,1.53035,1.0884,1.98845
4,"3","CHOYP_KPRB.1.1.m.17501",5.97995,4.53715,6.393,3.19005,3.4801,10.2935
7,"3","CHOYP_KPYK.2.4.m.19753",0.1,0.1,0.1,8.7561,3.20605,0.1
2,"3","CHOYP_KPYK.3.4.m.47446",2.0627,2.03245,7.54,13.06165,12.6696,4.16925
6,"3","CHOYP_KPYK.4.4.m.48513",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_KS6A5.1.1.m.51330",2.3668,1.22635,3.1212,2.54635,0.1,1.6307
2,"3","CHOYP_KS6B1.1.1.m.8274",10.8478,4.3705,7.97615,7.02195,2.47225,2.9896
7,"3","CHOYP_KTNA1.1.2.m.16373",3.1679,1.10055,1.1905,4.4723,9.5695,0.1
9,"3","CHOYP_L1CAM.2.2.m.49542",0.1,0.1,0.1,0.1,1.80515,0.1
4,"3","CHOYP_LARP7.1.1.m.35019",0.8669,0.1,0.1,2.5934,0.95975,2.2456
6,"3","CHOYP_LDBPK_300810.1.1.m.29406",0.1,0.1,0.1,0.1,0.1,1.0128
6,"3","CHOYP_LECG.3.4.m.29627",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_LEG4.1.1.m.22079",4.08305,0.1,0.1,0.1,0.1,2.83885
4,"3","CHOYP_LEO1.1.1.m.41626",1.683,3.27635,2.5842,0.93805,0.1,2.256
8,"3","CHOYP_LIG4.1.1.m.6295",4.0771,0.6292,0.1,1.2433,0.1,0.852
9,"3","CHOYP_LIN9.1.1.m.12005",0.1,2.0597,1.1122,0.1,2.3959,0.1
12,"3","CHOYP_LINJ_09_0950.1.1.m.64023",0.1,0.1,0.1,54.1412,0.1,0.1
2,"3","CHOYP_LIPB1.1.1.m.35961",3.65975,6.1276,7.7269,5.8459,2.7615,0.1
10,"3","CHOYP_LIPR1.2.3.m.4679",0.1,1.4723,0.1,0.1,0.1,0.1
4,"3","CHOYP_LMBL3.1.1.m.14251",2.1967,0.79655,1.53485,1.1643,0.46965,1.5117
4,"3","CHOYP_LMO7.1.1.m.27803",3.3973,5.1283,4.6976,6.512,6.5211,1.4049
6,"3","CHOYP_LOAG_00625.1.1.m.34418",0.1,0.1,0.1,0.1,0.1,0.1
5,"3","CHOYP_LOAG_05095.2.2.m.58023",0.7491,0.51215,0.49235,1.4797,0.30955,0.96055
8,"3","CHOYP_LOAG_05814.1.1.m.56611",2.82235,0.1,0.1,0.1,0.1,0.1
5,"3","CHOYP_LOC100005182.1.1.m.53007",1.07305,0.1,1.1102,0.1,0.1,0.1
4,"3","CHOYP_LOC100005318.1.1.m.30043",0.1,0.1,0.1,1.50475,1.5884,1.8958
9,"3","CHOYP_LOC100007585.5.7.m.51610",0.1,0.1,0.1,0.1,0.87075,0.1
9,"3","CHOYP_LOC100008030.1.1.m.10817",0.1,0.4616,0.1,0.4992,0.525,0.1
6,"3","CHOYP_LOC100017222.1.1.m.19930",0.1,0.4683,0.1,0.1,0.1,0.1
9,"3","CHOYP_LOC100023660.1.1.m.30865",0.1,0.1,0.1,0.1,1.3454,0.1
6,"3","CHOYP_LOC100024134.1.1.m.61877",0.1,0.1,1.56565,0.1,0.1,0.1
11,"3","CHOYP_LOC100049762.1.1.m.1777",0.1,0.1,0.1,3.50585,0.1,0.1
8,"3","CHOYP_LOC100081619.1.1.m.33744",7.5334,0.1,0.1,0.1,4.21695,0.1
4,"3","CHOYP_LOC100081920.1.4.m.1772",3.5756,3.5634,3.722,0.1,0.1,0.1
9,"3","CHOYP_LOC100083076.1.1.m.35327",0.1,0.1,0.1,0.1,0.5028,0.1
8,"3","CHOYP_LOC100089326.1.1.m.19184",0.91705,0.937,0.1,1.8548,0.1,0.1
4,"3","CHOYP_LOC100113671.1.1.m.18491",10.2957,2.96185,0.1,1.59225,0.1,0.1
5,"3","CHOYP_LOC100114159.1.1.m.53867",0.1,0.1,0.96955,1.0102,2.0036,0.1
8,"3","CHOYP_LOC100114310.1.2.m.39843",0.48535,0.1,0.1,0.5211,0.1,0.1
2,"3","CHOYP_LOC100114310.2.2.m.64227",35.7334,37.9651,38.31235,39.50615,39.9455,46.79915
9,"3","CHOYP_LOC100117425.1.1.m.1256",0.1,0.1,0.1,0.1,0.73335,0.1
4,"3","CHOYP_LOC100117917.1.1.m.21225",1.154,3.4717,0.64945,3.67285,1.95025,0.84595
5,"3","CHOYP_LOC100118063.2.4.m.29108",1.64725,0.1,2.60015,0.1,2.8093,0.1
1,"3","CHOYP_LOC100118098.1.1.m.14795",40.01715,44.68025,42.36095,33.1895,41.8812,46.9891
4,"3","CHOYP_LOC100118291.1.1.m.54817",3.1116,3.1178,6.5433,3.3356,4.7237,8.562
7,"3","CHOYP_LOC100118502.1.1.m.57420",2.86675,2.857,0.1,3.01215,12.78465,0.1
9,"3","CHOYP_LOC100119086.1.1.m.55425",0.66685,0.1,0.1,0.1,0.74045,0.1
4,"3","CHOYP_LOC100119236.1.1.m.22785",3.2349,3.2079,0.1,0.1,3.6945,0.1
6,"3","CHOYP_LOC100119310.1.1.m.22031",0.1,0.1,0.1,0.1,0.1,1.46545
2,"3","CHOYP_LOC100119577.1.1.m.47861",8.52235,11.73265,9.06815,6.7429,2.41145,1.5196
4,"3","CHOYP_LOC100119750.1.1.m.7019",1.6041,1.14035,1.7081,2.2991,1.20935,0.1
3,"3","CHOYP_LOC100120260.1.1.m.41887",0.1,0.86045,0.1,0.1,0.1,4.37525
11,"3","CHOYP_LOC100120260.1.1.m.41888",1.20985,0.1,0.1,4.96225,0.1,0.1
9,"3","CHOYP_LOC100120994.1.1.m.54109",0.1,1.29915,1.37095,0.1,1.4543,0.1
8,"3","CHOYP_LOC100121363.1.1.m.46369",0.68225,0.1,0.1,0.73765,0.1,0.1
8,"3","CHOYP_LOC100121425.1.1.m.10532",5.747,0.1,1.54455,0.1,1.65615,0.1
6,"3","CHOYP_LOC100121969.1.1.m.52130",0.1,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_LOC100121991.1.1.m.13778",0.1,0.1,0.1,0.1,0.1,0.1
2,"3","CHOYP_LOC100122067.1.1.m.49811",7.3829,14.85005,9.3681,9.38495,5.0288,4.0632
6,"3","CHOYP_LOC100122438.2.2.m.60108",0.1,0.1,0.1,0.1,0.1,0.1
5,"3","CHOYP_LOC100123075.1.1.m.8128",0.1,0.1,1.1245,0.1,1.1617,2.7442
1,"3","CHOYP_LOC100123216.1.1.m.28671",31.6841,44.32015,40.499,46.8623,53.78195,35.7324
6,"3","CHOYP_LOC100123307.1.1.m.13647",0.1,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_LOC100123521.1.2.m.20656",0.1,0.1,0.1,0.1,0.1,0.1
11,"3","CHOYP_LOC100123667.1.1.m.22353",0.1,0.1,0.1,1.9805,0.1,0.1
11,"3","CHOYP_LOC100142119.1.2.m.2339",0.1,0.1,0.1,3.38715,0.1,0.1
5,"3","CHOYP_LOC100145215.1.1.m.6904",0.1,0.1,2.4819,0.1,0.1,0.1
6,"3","CHOYP_LOC100146233.1.1.m.36400",0.1,0.1,0.1,0.9515,0.1,0.1
8,"3","CHOYP_LOC100148223.1.1.m.10633",0.7025,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_LOC100160385.1.2.m.40193",0.1,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_LOC100162380.1.1.m.23942",0.1,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_LOC100165317.1.1.m.8504",0.1,0.1,0.1,0.1,0.1,0.1
5,"3","CHOYP_LOC100165685.1.1.m.13583",0.1,1.02425,3.0141,2.12155,1.11595,0.1
4,"3","CHOYP_LOC100168017.1.1.m.40316",0.1,0.1,0.1,0.1,1.68255,2.06715
5,"3","CHOYP_LOC100169229.1.1.m.25981",0.5211,1.01395,1.51005,3.05735,2.1383,1.9518
8,"3","CHOYP_LOC100175021.11.11.m.63958",5.02535,0.1,0.1,0.1,0.1,0.1
8,"3","CHOYP_LOC100175021.7.11.m.58378",5.02535,0.1,0.1,0.1,0.1,0.1
8,"3","CHOYP_LOC100176099.1.1.m.40368",2.7253,0.1,0.1,0.1,0.1,0.1
8,"3","CHOYP_LOC100176232.1.1.m.24645",3.2055,1.20545,0.46625,1.3109,0.50965,0.1
7,"3","CHOYP_LOC100177909.1.1.m.29356",3.89575,0.1,2.07365,2.09325,4.4093,0.1
4,"3","CHOYP_LOC100178034.1.2.m.13282",0.1,1.86065,0.1,1.96075,0.1,2.55725
11,"3","CHOYP_LOC100178700.1.1.m.37554",0.1,0.1,0.1,1.45875,0.1,0.1
9,"3","CHOYP_LOC100178916.1.1.m.26391",0.1,0.1,0.1,0.1,1.7052,0.1
2,"3","CHOYP_LOC100179516.1.2.m.45110",21.6552,3.72985,11.3844,0.1,4.07615,9.93845
2,"3","CHOYP_LOC100181095.1.1.m.8314",9.12355,5.5707,5.5587,5.02055,1.2435,5.33315
4,"3","CHOYP_LOC100181159.1.1.m.6127",0.1,0.1,5.45275,4.59145,5.83825,2.4327
10,"3","CHOYP_LOC100183583.1.2.m.3863",0.1,3.7692,0.1,0.1,0.1,0.1
5,"3","CHOYP_LOC100183682.1.1.m.61630",0.1,0.69,0.7268,1.41075,0.1,0.1
4,"3","CHOYP_LOC100184451.1.8.m.30146",3.79905,7.57145,0.1,0.1,0.1,0.1
8,"3","CHOYP_LOC100185060.2.2.m.18100",0.59655,0.60915,0.1,0.1,0.1,0.1
8,"3","CHOYP_LOC100185472.1.1.m.66178",6.5835,0.1,0.1,4.65775,0.1,0.1
8,"3","CHOYP_LOC100185473.1.1.m.5316",1.39095,0.1,0.1,0.1,0.1,0.1
10,"3","CHOYP_LOC100186203.1.1.m.7875",0.4505,0.4471,0.4811,0.4834,0.1,1.14975
9,"3","CHOYP_LOC100186936.1.2.m.12235",0.1,0.1,0.1,0.1,0.4296,0.1
8,"3","CHOYP_LOC100187348.1.1.m.29904",2.737,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_LOC100197511.1.1.m.22053",0.1,1.01285,0.1,3.0829,0.1,0.1
2,"3","CHOYP_LOC100199222.1.1.m.17588",7.1162,7.16765,11.23265,7.7699,0.1,9.8451
4,"3","CHOYP_LOC100199663.1.1.m.22109",1.3487,0.1,1.4479,0.1,0.1,3.61615
11,"3","CHOYP_LOC100200424.1.1.m.16669",0.1,0.1,0.1,4.9567,0.1,0.1
4,"3","CHOYP_LOC100202203.1.1.m.27309",2.63555,0.7232,1.3973,2.79175,0.1,1.81815
8,"3","CHOYP_LOC100207216.2.2.m.28185",2.15655,0.1,0.1,0.1,0.1,0.1
9,"3","CHOYP_LOC100208023.1.8.m.8628",0.1,0.1,0.1,0.1,0.53095,0.1
6,"3","CHOYP_LOC100208023.8.8.m.49917",0.1,0.1,0.75325,0.1,0.1,0.1
2,"3","CHOYP_LOC100208544.1.1.m.54499",6.0563,7.64515,5.56635,3.33505,6.85475,7.30345
4,"3","CHOYP_LOC100210536.1.1.m.18414",5.46,5.49945,2.8911,4.39345,3.08985,3.76185
10,"3","CHOYP_LOC100210677.7.8.m.42871",0.1,0.4758,0.4835,0.5027,0.9446,1.19875
10,"3","CHOYP_LOC100210677.8.8.m.43132",0.1,0.1,0.4468,0.679,0.7195,0.341
9,"3","CHOYP_LOC100212386.1.2.m.33906",0.1,0.1,0.1,0.4319,0.44305,0.1
5,"3","CHOYP_LOC100213744.7.19.m.33062",1.06725,0.1,1.10415,1.15075,0.1,0.1
5,"3","CHOYP_LOC100215454.1.1.m.40627",0.1,0.1,1.36195,3.8758,2.75205,0.1
7,"3","CHOYP_LOC100222629.1.1.m.9927",0.1,0.1,0.8914,2.5986,2.7375,0.1
4,"3","CHOYP_LOC100222774.1.1.m.56990",1.93445,5.70875,2.01275,2.03175,4.30565,1.3531
9,"3","CHOYP_LOC100227090.1.1.m.1313",0.1,0.1,0.1,0.1,6.7452,0.1
4,"3","CHOYP_LOC100313573.1.1.m.62977",3.2188,0.1,3.35045,10.0472,0.1,0.1
5,"3","CHOYP_LOC100313589.1.1.m.31479",0.82155,1.5582,1.6383,0.8891,0.1,2.13175
6,"3","CHOYP_LOC100313617.1.1.m.18024",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_LOC100313636.2.3.m.26350",6.4804,5.25335,2.7437,4.1695,2.9426,5.3532
5,"3","CHOYP_LOC100313655.1.1.m.52035",0.1,1.26295,1.33275,1.3395,1.41365,0.1
5,"3","CHOYP_LOC100313661.1.1.m.17706",0.1,0.1,0.9485,0.9234,0.1,0.1
4,"3","CHOYP_LOC100313676.1.2.m.2193",1.30555,2.61895,1.35775,2.68595,0.1,0.1
2,"3","CHOYP_LOC100329062.1.2.m.10150",37.60435,50.4101,55.4729,40.41455,34.0323,44.89785
2,"3","CHOYP_LOC100329078.2.3.m.30776",34.3533,32.24,43.66425,31.8934,51.8518,50.50275
6,"3","CHOYP_LOC100329955.1.1.m.11340",0.1,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_LOC100330792.1.2.m.48676",0.1,0.1,0.1,0.1,0.1,0.1
3,"3","CHOYP_LOC100330792.2.2.m.53521",0.1,0.1,0.1,3.0438,0.1,7.86575
6,"3","CHOYP_LOC100332237.1.1.m.18128",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_LOC100346427.1.1.m.44592",0.1,0.1,0.76825,1.4752,2.35805,1.9053
4,"3","CHOYP_LOC100366344.1.1.m.7458",1.79325,1.80395,2.827,2.8662,0.1,0.6663
2,"3","CHOYP_LOC100366380.1.4.m.16838",13.0324,11.7085,10.50215,27.443,41.9616,2.2966
8,"3","CHOYP_LOC100366404.1.2.m.22137",0.55175,0.1,0.1,1.07335,0.1,0.1
10,"3","CHOYP_LOC100366455.2.3.m.25037",0.1,3.9798,0.1,0.1,0.1,0.1
2,"3","CHOYP_LOC100366482.1.1.m.9777",10.41165,4.8032,5.02975,7.0503,3.2277,3.91055
6,"3","CHOYP_LOC100366486.1.1.m.15010",0.1,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_LOC100366518.5.6.m.43397",0.1,0.1,0.1,0.4164,0.1,0.1
11,"3","CHOYP_LOC100366536.3.3.m.51739",0.1,0.1,0.1,4.9237,0.1,0.1
8,"3","CHOYP_LOC100366606.1.2.m.47289",1.54685,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_LOC100366728.1.1.m.57452",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_LOC100366735.1.1.m.52023",2.5503,0.1,0.1,0.1,0.1,3.48285
4,"3","CHOYP_LOC100366857.1.1.m.38884",0.1,3.0895,1.6433,1.71375,1.7623,0.1
6,"3","CHOYP_LOC100366892.2.3.m.51427",0.1,0.1,0.1,0.1,0.1,0.1
2,"3","CHOYP_LOC100366906.1.1.m.61901",15.01745,5.0429,7.40285,5.3237,5.09235,3.45035
10,"3","CHOYP_LOC100366918.1.1.m.31506",0.27185,0.1,0.1,0.1,0.1,0.35455
8,"3","CHOYP_LOC100366927.1.1.m.6140",4.39125,0.1,0.1,0.1,1.25865,0.1
8,"3","CHOYP_LOC100366965.1.2.m.40982",0.70805,0.1,0.1,0.1,0.1,0.1
9,"3","CHOYP_LOC100367001.1.1.m.55663",0.1,0.1,0.1,0.1,1.1764,0.1
6,"3","CHOYP_LOC100367006.2.2.m.17211",0.1,0.1,0.1,0.1,0.1,0.688
2,"3","CHOYP_LOC100367053.1.1.m.18595",4.69195,0.1,1.26865,6.1942,2.65525,1.66455
6,"3","CHOYP_LOC100367071.1.1.m.27695",0.1,0.1,1.52075,0.1,0.1,0.1
5,"3","CHOYP_LOC100367089.1.4.m.1384",0.1,0.1,1.5976,2.20415,0.1,0.1
2,"3","CHOYP_LOC100367089.1.4.m.1412",21.68465,8.67645,0.1,0.1,9.739,0.1
6,"3","CHOYP_LOC100367089.2.4.m.1910",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_LOC100367137.1.1.m.23977",9.6848,3.3507,0.1,6.836,0.1,2.9715
5,"3","CHOYP_LOC100367237.1.2.m.43812",0.78855,0.50335,0.3577,0.1,0.1,0.2543
4,"3","CHOYP_LOC100367237.2.2.m.47349",0.99795,0.87675,0.7966,1.59055,1.82735,0.1
11,"3","CHOYP_LOC100367266.1.1.m.10803",0.1,0.1,0.1,2.2894,0.1,0.1
6,"3","CHOYP_LOC100367291.1.1.m.51818",0.1,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_LOC100367326.1.1.m.56733",0.1,0.1,0.1,0.1,0.1,0.1
8,"3","CHOYP_LOC100367352.1.1.m.27863",6.5174,1.22765,0.1,0.1,0.1,0.1
8,"3","CHOYP_LOC100367394.1.2.m.34992",2.6978,2.7269,0.1,0.1,0.1,0.1
6,"3","CHOYP_LOC100367405.1.2.m.10570",0.1,0.1,0.1,0.1,0.1,0.1
5,"3","CHOYP_LOC100367414.1.7.m.21233",0.65245,1.09725,0.1,0.993,0.53525,0.1
6,"3","CHOYP_LOC100367423.1.1.m.23397",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_LOC100367470.1.1.m.51904",0.1,0.1,0.1,1.45665,1.5884,1.8958
9,"3","CHOYP_LOC100367535.1.2.m.4730",0.1,0.1,0.1,0.1,3.76075,0.1
8,"3","CHOYP_LOC100367581.3.3.m.56472",2.33975,0.5888,0.61905,0.3566,0.1,1.20785
2,"3","CHOYP_LOC100367604.1.1.m.52334",7.67885,7.7863,2.42015,12.90775,1.3098,6.05305
4,"3","CHOYP_LOC100367637.1.1.m.55661",4.98375,3.3494,0.1,3.53815,1.9063,4.5822
5,"3","CHOYP_LOC100367640.1.1.m.22070",0.1,3.982,2.1036,0.1,0.1,0.1
5,"3","CHOYP_LOC100367705.1.1.m.9297",0.96775,1.87,2.92685,0.1,0.1,0.1
8,"3","CHOYP_LOC100367736.2.2.m.66862",6.7464,0.1,0.1,0.1,0.1,0.1
1,"3","CHOYP_LOC100367787.1.1.m.52250",72.87085,52.44605,41.40915,44.4424,20.5869,25.1168
6,"3","CHOYP_LOC100367809.2.2.m.44174",0.1,0.1,0.1,0.1,0.1,0.1
10,"3","CHOYP_LOC100367880.1.1.m.12770",0.1,4.19475,0.1,0.1,0.1,0.1
2,"3","CHOYP_LOC100367949.2.3.m.55056",11.082,6.38065,8.41775,6.8155,1.86685,2.23475
4,"3","CHOYP_LOC100367954.1.2.m.66390",5.2898,0.1,0.1,3.35615,3.56895,0.1
6,"3","CHOYP_LOC100367954.2.2.m.66596",0.1,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_LOC100367956.2.2.m.62044",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_LOC100368023.1.1.m.14890",4.919,2.55975,2.7041,2.62995,5.5675,0.1
2,"3","CHOYP_LOC100368053.1.1.m.25224",10.5125,3.0286,6.36855,3.20405,0.1,0.1
8,"3","CHOYP_LOC100368071.1.1.m.6755",3.0498,1.60605,0.1,1.64955,0.1,0.1
10,"3","CHOYP_LOC100368104.1.1.m.22554",0.41325,0.41975,0.441,0.44305,0.1,0.1
6,"3","CHOYP_LOC100368109.1.1.m.18734",0.1,0.1,0.1,0.1,0.1,2.1727
5,"3","CHOYP_LOC100368117.1.1.m.27153",4.3784,0.1,3.08855,1.57965,1.7229,0.1
6,"3","CHOYP_LOC100368128.1.1.m.9893",0.1,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_LOC100368228.3.3.m.54183",0.48105,0.4796,0.1,0.1,0.1,0.1
6,"3","CHOYP_LOC100368251.3.6.m.40053",0.1,0.1,0.1,0.1,0.1,0.1
2,"3","CHOYP_LOC100368360.1.1.m.9672",28.99205,7.443,2.55895,7.773,0.1,0.1
5,"3","CHOYP_LOC100368376.1.2.m.11023",0.1,0.1,1.101,1.10655,0.1,1.39055
2,"3","CHOYP_LOC100368394.1.2.m.22888",10.48605,4.81235,6.075,3.5845,1.11405,3.2811
8,"3","CHOYP_LOC100368410.2.2.m.44510",1.3145,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_LOC100368521.3.3.m.41435",0.1,0.1,0.1,0.1,0.1,0.1
8,"3","CHOYP_LOC100368636.1.1.m.6631",1.5733,1.27545,0.66615,0.3912,0.40115,0.1
1,"3","CHOYP_LOC100368639.1.1.m.56563",44.81195,48.01825,36.7034,47.8114,50.59315,59.8012
9,"3","CHOYP_LOC100368715.1.3.m.31823",0.1,0.1,0.1,0.1,0.7112,0.1
5,"3","CHOYP_LOC100368803.1.1.m.12857",1.2866,0.1,0.694,0.1,0.1,0.90325
