"Cluster","Silo","ID","D3","D5","D7","D9","D11","D13"
9,"3","CHOYP_ACLA_093460.1.1.m.41459",0.1,0.1,0.1,0.1,1.5662,0.1
2,"3","CHOYP_ACO13.1.1.m.30659",3.316,0.1,3.4517,3.48465,0.1,9.0239
4,"3","CHOYP_ACOX1.3.3.m.26948",0.851,0.1,1.7101,0.8881,1.80865,3.3017
8,"3","CHOYP_ACSF2.2.4.m.30204",3.80345,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_ACSS3.1.1.m.64144",3.9263,5.5649,9.19045,5.93205,0.9263,4.32615
18,"3","CHOYP_ACT.5.27.m.15585",563.3507,0.1,0.1,0.1,0.1,0.1
20,"3","CHOYP_ACT.6.27.m.15622",0.1,0.1,334.28085,0.1,0.1,425.9015
6,"3","CHOYP_ACT3.1.3.m.23292",0.1,0.1,0.1,0.1,0.1,0.1
8,"3","CHOYP_ACT3A.1.1.m.25941",2.27745,2.26975,0.1,0.1,0.1,0.1
2,"3","CHOYP_ACT5.3.3.m.41147",20.47925,0.1,20.317,25.32515,18.8812,19.9497
3,"3","CHOYP_ACTP1.1.1.m.30455",0.1,0.1,0.1,0.1,0.1,5.7682
4,"3","CHOYP_ADA17.1.3.m.798",4.84605,4.9565,0.1,10.1373,5.41825,6.683
3,"3","CHOYP_ADA17.3.3.m.54971",0.1,0.1,3.0882,3.22255,0.1,6.04255
8,"3","CHOYP_ADAMTS12.1.2.m.29930",5.42525,1.0208,0.4025,0.4059,0.1,0.1
8,"3","CHOYP_ADAR.2.3.m.45677",3.12505,0.1,0.1,0.1,0.1,0.1
2,"3","CHOYP_ADD.3.5.m.17639",0.1,0.1,28.22865,51.82455,54.7064,61.4296
8,"3","CHOYP_AFUA_1G01020.7.50.m.19296",2.00005,0.1,0.1,0.1,0.1,0.1
9,"3","CHOYP_AFURIN2.1.1.m.59865",0.1,1.51625,1.06745,0.59675,1.17535,0.1
8,"3","CHOYP_AGAP_AGAP000232.1.1.m.1999",1.0268,0.1,0.1,0.1,0.1,0.1
10,"3","CHOYP_AGAP_AGAP000991.1.1.m.5123",0.1,1.2422,0.1,1.3081,0.1,0.1
5,"3","CHOYP_AGAP_AGAP002199.1.1.m.25337",2.1539,2.1771,3.0388,0.8025,0.1,0.1
8,"3","CHOYP_AGAP_AGAP004179.1.1.m.33303",1.3115,0.1,0.1,0.1,0.1,0.1
9,"3","CHOYP_AGAP_AGAP004499.1.1.m.13546",0.1,0.1,0.1,0.8977,0.92245,0.1
10,"3","CHOYP_AGAP_AGAP004861.2.2.m.54567",0.1,1.9345,0.1,0.1,0.1,0.1
10,"3","CHOYP_AGAP_AGAP006590.1.1.m.42108",0.3366,0.33415,0.1,0.1,0.1,0.4435
10,"3","CHOYP_AGAP_AGAP006810.1.2.m.12514",0.1,2.9333,0.1,0.1,0.1,0.1
8,"3","CHOYP_AGAP_AGAP007340.1.2.m.2953",1.04695,0.1,0.1,1.13425,0.1,0.1
5,"3","CHOYP_AGAP_AGAP007368.1.1.m.8474",0.1,0.1,1.31015,0.1,0.1,1.7233
8,"3","CHOYP_AGAP_AGAP007681.1.1.m.36727",1.56575,0.1,0.1,0.1,0.1,0.1
2,"3","CHOYP_AGAP_AGAP008046.1.1.m.58394",26.8874,38.288,42.6123,35.85265,48.12325,37.00015
3,"3","CHOYP_AGAP_AGAP010186.1.1.m.62505",0.1,0.1,0.1,0.1,0.1,6.12135
6,"3","CHOYP_AGAP_AGAP010490.1.1.m.51445",0.52615,0.1,0.1,0.1,0.22765,0.1
11,"3","CHOYP_AGAP_AGAP013102.1.1.m.50186",0.1,0.1,0.1,3.64625,0.1,0.1
6,"3","CHOYP_AGO2.1.1.m.17145",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_AGPS.1.1.m.62910",1.76455,0.927,1.82035,2.7662,1.9455,2.3686
8,"3","CHOYP_AGRIN.4.5.m.27580",1.42195,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_AGSA.1.1.m.5200",0.1,0.1,0.1,0.1,0.1,0.1
10,"3","CHOYP_AHCTF1.1.1.m.17461",0.26835,0.1,0.4637,0.46715,0.5523,0.352
6,"3","CHOYP_AJL2.1.1.m.26431",0.1,0.1,0.1,0.1,0.1,0.1
13,"3","CHOYP_AKD1.2.3.m.49697",14.2801,0.1,0.1,0.1,2.2142,0.1
2,"3","CHOYP_AKD1.3.3.m.63103",14.02985,6.38415,6.97015,4.3978,2.1754,4.54915
5,"3","CHOYP_AKP13.1.5.m.12951",0.61085,0.6061,0.6312,0.63685,0.3623,0.1
3,"3","CHOYP_ALF.3.3.m.66837",0.1,0.1,0.1,1.67275,8.77845,10.6563
2,"3","CHOYP_ALPHATUB84D.1.1.m.16562",0.1,31.2574,25.41815,0.1,0.1,0.1
6,"3","CHOYP_ALS2.1.3.m.33568",0.1,0.1,0.1,0.3938,0.40385,0.48625
4,"3","CHOYP_ALS2.2.3.m.37861",4.64095,0.1,2.46075,2.4841,5.2528,6.3952
4,"3","CHOYP_AMACR.1.1.m.21950",4.20995,2.8293,4.49045,2.9969,4.74745,1.98755
6,"3","CHOYP_AMO.1.5.m.28337",0.1,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_AMO.5.5.m.66428",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_AMY.2.3.m.15473",0.1,2.00205,2.1143,2.0566,0.1,2.68895
4,"3","CHOYP_AN13B.1.1.m.15287",0.9314,3.56005,0.968,2.8124,1.0637,1.2663
3,"3","CHOYP_ANGP4.4.7.m.33574",0.1,0.1,0.1,2.77765,0.1,5.3833
14,"3","CHOYP_ANK.2.3.m.19487",1.9267,11.83485,0.1,0.1,0.1,2.05405
11,"3","CHOYP_ANK3.7.9.m.43272",0.7483,0.7608,0.1,5.75935,1.0005,0.1
8,"3","CHOYP_ANKRD5.1.2.m.11711",4.78185,1.37665,0.75995,0.1,0.83395,0.1
4,"3","CHOYP_ANKY2.2.2.m.44213",4.41085,4.44275,4.67115,4.83505,4.99235,0.1
6,"3","CHOYP_ANLN.1.1.m.6530",0.1,0.1,0.1,0.4751,0.1,0.1
5,"3","CHOYP_ANM12.1.1.m.53881",0.1,2.02325,4.0957,2.0784,0.1,0.1
9,"3","CHOYP_ANR11.1.1.m.56842",0.9964,0.1,0.56195,0.1,1.0739,0.1
4,"3","CHOYP_ANT_25430.1.2.m.613",4.04325,8.08825,4.25055,2.1706,0.1,0.1
8,"3","CHOYP_ANXA7.1.4.m.4514",2.39335,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_AOF.1.1.m.7109",1.06985,2.13665,0.1,0.1,3.4874,2.8647
9,"3","CHOYP_AP2S1.1.1.m.61530",3.7728,0.1,0.1,0.1,4.21695,0.1
2,"3","CHOYP_ARB_02478.1.1.m.29725",0.1,3.90255,12.2705,15.484,9.852,6.67525
2,"3","CHOYP_ARC1A.1.1.m.56262",36.5278,36.79205,38.68355,38.9716,36.7497,39.15545
2,"3","CHOYP_ARC1A.1.1.m.56263",29.47705,36.3211,24.33865,41.8029,48.0267,45.1194
13,"3","CHOYP_ARGI.1.2.m.3263",25.5751,3.2268,0.1,0.1,1.83405,0.1
10,"3","CHOYP_ARH.2.2.m.25884",0.1,1.87145,0.1,0.1,0.1,0.1
4,"3","CHOYP_ARHGAP8.1.1.m.25503",5.4266,6.61305,3.46825,3.58045,2.45555,0.1
4,"3","CHOYP_ARI2.1.1.m.34963",0.1,3.0296,2.1329,2.14875,1.1743,0.1
6,"3","CHOYP_ARI4B.1.1.m.56056",0.69675,0.3963,0.1,0.1,0.1,0.1
9,"3","CHOYP_ARID3A.1.1.m.55743",0.1,1.10545,2.1907,0.1,1.2366,0.1
4,"3","CHOYP_ARL6.1.2.m.29833",2.86675,5.81315,3.0973,6.0256,0.1,3.93695
7,"3","CHOYP_ARL6IP1.1.1.m.13877",0.1,2.6938,0.1,2.7677,5.8648,0.1
2,"3","CHOYP_ARMC6.1.1.m.28786",3.39655,6.84805,8.42295,8.44235,2.56505,0.1
4,"3","CHOYP_ARMC9.1.1.m.57265",0.1,0.1,0.7008,0.1,1.44875,1.7264
5,"3","CHOYP_ARNT.1.1.m.19078",0.8221,1.55145,1.6312,0.85785,0.90985,0.1
10,"3","CHOYP_ARP8.1.1.m.10729",0.1,1.8333,0.1,0.9909,0.1,0.1
9,"3","CHOYP_ARRD3.2.2.m.64983",0.1,0.1,0.1,0.1,1.657,0.1
10,"3","CHOYP_ASCC2.1.1.m.34978",0.1,1.4666,0.1,0.79745,0.1,0.1
10,"3","CHOYP_ASCC3.1.1.m.51755",0.53395,0.5451,0.51385,0.3132,0.86255,0.66855
11,"3","CHOYP_ASGR2.3.4.m.47793",0.1,0.1,0.1,3.4637,0.1,0.1
6,"3","CHOYP_ASPM.1.4.m.6650",0.1,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_AT10A.1.1.m.56662",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_ATP6AP1.1.1.m.18150",2.3721,3.56815,1.28215,3.90995,0.1,1.6825
10,"3","CHOYP_ATP7A.1.1.m.23099",0.1,0.7339,0.1,0.1,0.1,0.55145
10,"3","CHOYP_ATRIP.1.1.m.15992",0.1,0.6279,0.1,0.1,0.1,0.85205
4,"3","CHOYP_ATRP.1.1.m.22451",4.9142,4.87295,5.0907,0.1,0.1,0.1
9,"3","CHOYP_ATRX.1.1.m.14705",0.31265,0.1,0.1,0.33565,0.596,0.1
5,"3","CHOYP_ATS10.1.1.m.43473",0.1,0.98005,1.03045,1.03815,0.1,0.1
8,"3","CHOYP_ATS16.2.4.m.14579",2.19455,1.0726,0.4204,0.424,0.1,0.1
9,"3","CHOYP_ATXN10.1.1.m.33209",0.1,0.1,0.1,0.1,1.2837,0.1
12,"3","CHOYP_AUHM.1.2.m.28847",0.1,0.1,0.1,21.0049,0.1,0.1
5,"3","CHOYP_B3GT2.1.1.m.35771",0.1,0.1,1.5486,1.61485,0.1,2.0399
9,"3","CHOYP_BACH1.3.17.m.6935",0.1,0.1,0.1,0.1,1.8445,0.1
8,"3","CHOYP_BACH1.8.17.m.18006",1.5403,0.1,0.1,0.1,0.1,0.1
2,"3","CHOYP_BAG6A.1.1.m.25802",6.4006,7.6667,8.41935,7.24385,4.07855,6.0605
5,"3","CHOYP_BAI1.1.2.m.4434",1.0804,0.60125,0.1,0.63605,0.6697,0.7952
2,"3","CHOYP_BAP18.1.1.m.48944",6.1346,6.179,9.8067,6.7051,0.1,0.1
6,"3","CHOYP_BARBAKC583_0145.1.1.m.10555",0.1,0.3916,0.1,0.1,0.1,0.1
5,"3","CHOYP_BAT1.4.4.m.32273",0.1,0.1,1.1634,0.1,0.1,1.52845
4,"3","CHOYP_BBOV_II003210.5.13.m.30678",3.03915,6.0064,0.1,6.3622,3.4705,0.1
8,"3","CHOYP_BBS4.1.1.m.50943",2.6887,0.94165,0.1,0.9909,1.05145,0.1
6,"3","CHOYP_BCL3.1.2.m.56007",0.1,0.1,0.1,0.1,0.1,0.1
8,"3","CHOYP_BDHB.1.1.m.9128",3.81225,0.1,0.1,0.1,0.1,0.1
2,"3","CHOYP_BET1L.1.1.m.8210",4.50885,8.95955,4.84955,9.4903,0.1,0.1
8,"3","CHOYP_BH13620.1.1.m.41020",1.51655,0.1,0.1,0.1,0.1,0.1
2,"3","CHOYP_BICD2.1.1.m.9177",3.9437,10.6099,7.64355,10.57775,1.4879,6.33905
10,"3","CHOYP_BIG3.1.1.m.51447",0.1,0.99645,0.1,0.1,0.1,0.1
5,"3","CHOYP_BIRC6.1.2.m.51516",0.65605,0.44345,0.8172,0.7078,0.24755,0.2005
9,"3","CHOYP_BLIMP.1.1.1.m.55502",0.1,0.1,0.1,0.1,0.79215,0.1
4,"3","CHOYP_BLOC1S4.1.1.m.22903",2.881,2.9316,0.1,5.9743,0.1,0.1
2,"3","CHOYP_BM1_00205.2.4.m.5170",1.8985,5.62415,5.8503,5.9647,0.1,2.6008
5,"3","CHOYP_BM1_57400.5.7.m.58033",0.1,0.1,2.895,1.01195,0.1,0.1
5,"3","CHOYP_BM8F.1.2.m.3009",0.1,0.1,5.2387,0.1,0.1,0.1
8,"3","CHOYP_BN6_64710.1.1.m.52168",4.37815,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_BPHL.1.1.m.55822",8.34345,8.37755,3.5326,5.3084,3.8767,0.1
6,"3","CHOYP_BPTF.1.1.m.25244",0.4606,0.26005,0.1,0.4966,0.46595,0.56725
10,"3","CHOYP_BRAF.2.3.m.21192",1.52605,1.5135,0.1,0.8222,0.1,1.06555
9,"3","CHOYP_BRAFLDRAFT_102226.1.1.m.48829",0.1,0.1,0.1,0.1,0.99885,0.1
10,"3","CHOYP_BRAFLDRAFT_104092.10.11.m.53767",0.83,0.1,0.4562,0.47415,0.49855,0.5894
9,"3","CHOYP_BRAFLDRAFT_104267.1.1.m.52332",0.1,1.41155,1.4362,0.1,3.0204,0.1
10,"3","CHOYP_BRAFLDRAFT_106560.10.14.m.46985",0.34425,0.44535,0.20245,0.1,0.21385,0.25245
8,"3","CHOYP_BRAFLDRAFT_106560.13.14.m.62780",1.18615,0.26985,0.1,0.1,0.1,0.5934
2,"3","CHOYP_BRAFLDRAFT_106560.13.14.m.62781",20.5765,5.9625,1.5775,0.1,1.6915,10.13235
4,"3","CHOYP_BRAFLDRAFT_106560.4.14.m.5053",0.1,0.1,0.1,1.01525,0.1,2.536
3,"3","CHOYP_BRAFLDRAFT_107506.1.1.m.15759",0.1,0.1,0.1,0.1,0.1,10.21075
5,"3","CHOYP_BRAFLDRAFT_108792.2.5.m.31493",3.03565,0.1,2.23575,0.1,0.1,0.1
6,"3","CHOYP_BRAFLDRAFT_108792.3.5.m.34514",0.1,0.1,0.1,0.1,0.1,0.1
5,"3","CHOYP_BRAFLDRAFT_108792.4.5.m.45892",0.7024,0.7554,0.6908,0.79415,0.1543,0.90055
11,"3","CHOYP_BRAFLDRAFT_113696.1.1.m.54166",1.2852,0.1,1.3365,2.6423,0.1,1.75825
8,"3","CHOYP_BRAFLDRAFT_114204.1.1.m.15168",1.70845,0.1,0.1,1.79405,0.1,0.1
2,"3","CHOYP_BRAFLDRAFT_114350.1.1.m.14176",9.30895,6.2099,3.3985,9.87605,0.1,2.18555
5,"3","CHOYP_BRAFLDRAFT_114488.1.1.m.6260",0.6247,2.30965,1.2142,0.6719,0.69005,0.1
4,"3","CHOYP_BRAFLDRAFT_114633.1.1.m.49577",0.1,4.6543,0.1,0.1,2.62955,6.3675
6,"3","CHOYP_BRAFLDRAFT_114866.4.5.m.35626",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_BRAFLDRAFT_115029.1.2.m.8365",0.1,3.8585,8.10515,4.0989,12.61555,0.1
8,"3","CHOYP_BRAFLDRAFT_115265.1.1.m.5158",4.02815,0.1,0.1,0.1,0.1,0.1
5,"3","CHOYP_BRAFLDRAFT_115611.1.1.m.33392",0.1,0.1,1.2886,1.25395,0.1,0.1
13,"3","CHOYP_BRAFLDRAFT_116053.1.1.m.63017",9.20195,0.1,2.44,0.1,0.1,0.1
8,"3","CHOYP_BRAFLDRAFT_117083.3.3.m.59001",3.25825,1.1592,0.1,1.1902,0.1,0.1
10,"3","CHOYP_BRAFLDRAFT_117157.1.3.m.7944",0.4944,0.49065,0.1,0.97995,0.1,0.1
6,"3","CHOYP_BRAFLDRAFT_117187.2.4.m.3553",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_BRAFLDRAFT_117216.1.1.m.25201",6.0142,2.04445,0.1,2.1547,0.1,0.1
8,"3","CHOYP_BRAFLDRAFT_117315.1.2.m.7247",0.5856,0.1,0.1,0.1,0.1,0.1
11,"3","CHOYP_BRAFLDRAFT_117365.1.2.m.12413",0.1,0.1,0.1,2.9358,0.1,1.9434
13,"3","CHOYP_BRAFLDRAFT_117365.2.2.m.31681",12.10265,0.1,0.1,0.1,0.1,1.90045
4,"3","CHOYP_BRAFLDRAFT_117560.1.1.m.18467",1.57875,3.07185,1.69555,4.85335,0.1,0.1
4,"3","CHOYP_BRAFLDRAFT_117631.1.1.m.45793",11.20675,4.5174,5.52625,0.1,1.6921,2.0601
10,"3","CHOYP_BRAFLDRAFT_117675.1.1.m.33772",0.1,0.5979,0.1,0.6132,0.1,0.1
6,"3","CHOYP_BRAFLDRAFT_117750.1.1.m.12162",0.1,0.1,0.1,0.1,0.1,2.2528
2,"3","CHOYP_BRAFLDRAFT_117811.1.1.m.27127",36.24195,60.8573,40.646,40.7901,36.53425,38.85375
3,"3","CHOYP_BRAFLDRAFT_117811.1.1.m.27128",0.1,0.1,0.1,8.2229,0.1,16.0987
9,"3","CHOYP_BRAFLDRAFT_117821.1.1.m.16201",0.1,2.37685,0.1,0.1,2.7354,0.1
5,"3","CHOYP_BRAFLDRAFT_117849.1.3.m.2806",1.25135,0.1,2.00045,0.1,0.1,0.1
6,"3","CHOYP_BRAFLDRAFT_117849.3.3.m.5503",0.1,0.1,0.1,0.80045,0.1,0.1
13,"3","CHOYP_BRAFLDRAFT_117858.3.3.m.61651",45.9083,8.7348,10.5155,5.2524,4.23355,3.4207
4,"3","CHOYP_BRAFLDRAFT_117875.1.1.m.48427",0.54185,0.54575,2.5658,3.998,1.8315,1.49325
6,"3","CHOYP_BRAFLDRAFT_118054.1.1.m.18488",0.1,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_BRAFLDRAFT_118099.2.6.m.3049",0.1,1.5939,1.68275,5.23945,2.58385,0.1
5,"3","CHOYP_BRAFLDRAFT_118103.1.1.m.41767",0.1,0.1,3.0654,3.0814,2.3898,0.1
10,"3","CHOYP_BRAFLDRAFT_118108.1.1.m.58962",0.1,1.16145,0.1,1.2316,0.1,0.1
8,"3","CHOYP_BRAFLDRAFT_118365.1.1.m.44334",4.52365,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_BRAFLDRAFT_118423.3.3.m.30322",0.1,0.1,0.75725,0.1,0.1,0.1
6,"3","CHOYP_BRAFLDRAFT_118430.2.2.m.44188",0.1,0.1,0.1,0.1,0.1,0.1
9,"3","CHOYP_BRAFLDRAFT_118535.3.8.m.35521",0.1,0.1,0.1,0.1,0.7061,0.1
9,"3","CHOYP_BRAFLDRAFT_118602.3.5.m.19626",0.1,0.1,0.1,0.1,5.61615,0.1
8,"3","CHOYP_BRAFLDRAFT_118619.2.2.m.4663",1.84245,1.88375,0.1,0.1,0.1,0.1
6,"3","CHOYP_BRAFLDRAFT_118709.2.4.m.41225",0.1,0.1,0.1,0.1,0.3643,0.4383
9,"3","CHOYP_BRAFLDRAFT_118709.3.4.m.52468",0.1,0.1,0.1,0.1,1.1356,0.1
6,"3","CHOYP_BRAFLDRAFT_118735.1.1.m.6990",0.1,0.1,1.55375,0.1,0.1,0.1
6,"3","CHOYP_BRAFLDRAFT_118793.1.1.m.20795",0.1,0.1,0.1,0.1,0.1,2.11635
8,"3","CHOYP_BRAFLDRAFT_118819.1.2.m.29565",1.0432,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_BRAFLDRAFT_118867.1.1.m.27944",0.9616,2.7736,1.0362,1.96725,2.09065,1.30795
8,"3","CHOYP_BRAFLDRAFT_118961.1.1.m.8363",2.16955,1.1283,0.1,0.1,0.1,0.1
4,"3","CHOYP_BRAFLDRAFT_119036.1.1.m.18576",3.97955,3.9942,0.1,1.44265,1.53225,1.87745
13,"3","CHOYP_BRAFLDRAFT_119209.1.1.m.4850",12.2975,1.3049,2.7041,0.1,0.1,0.1
9,"3","CHOYP_BRAFLDRAFT_119363.1.1.m.41627",0.1,0.1,0.1,0.77895,1.57315,0.1
6,"3","CHOYP_BRAFLDRAFT_119424.1.1.m.15350",0.1,0.1,0.1,0.1,0.1,0.1
10,"3","CHOYP_BRAFLDRAFT_119484.2.3.m.60445",0.1,0.67785,0.7316,2.03295,1.4298,0.1
9,"3","CHOYP_BRAFLDRAFT_119491.1.1.m.58761",1.0322,0.1,0.1,0.1,1.17965,0.1
8,"3","CHOYP_BRAFLDRAFT_119549.1.1.m.56597",1.7872,0.1,0.1,0.1,0.1,0.1
10,"3","CHOYP_BRAFLDRAFT_119617.1.1.m.50138",0.1,1.6105,0.1,0.1,0.1,0.1
4,"3","CHOYP_BRAFLDRAFT_119901.1.1.m.7089",0.5872,1.0849,1.14065,0.1,1.83695,1.48425
5,"3","CHOYP_BRAFLDRAFT_119906.1.1.m.45319",1.84965,1.48145,0.7839,0.1,0.1,0.55945
2,"3","CHOYP_BRAFLDRAFT_119955.1.1.m.16485",8.37195,2.1305,4.433,8.85695,7.07455,5.7682
6,"3","CHOYP_BRAFLDRAFT_119982.1.1.m.62398",0.7025,0.1,0.1,0.7561,0.1,0.9459
8,"3","CHOYP_BRAFLDRAFT_120041.1.1.m.6386",5.00425,0.1,0.1,0.1,0.1,0.1
8,"3","CHOYP_BRAFLDRAFT_120139.4.5.m.50713",0.7459,0.1,0.1,0.1,0.1,0.1
2,"3","CHOYP_BRAFLDRAFT_120433.1.1.m.66614",5.0787,5.09735,1.81025,9.06875,5.7791,0.1
8,"3","CHOYP_BRAFLDRAFT_120588.1.1.m.22993",3.73225,0.1,0.1,0.1,0.1,0.1
2,"3","CHOYP_BRAFLDRAFT_120607.1.3.m.8455",9.5488,4.33385,6.05705,3.09015,1.63565,2.3035
6,"3","CHOYP_BRAFLDRAFT_120767.1.1.m.16005",0.1,0.1,0.1,0.1,0.1,0.1
5,"3","CHOYP_BRAFLDRAFT_120970.1.1.m.63798",0.1,0.1,1.0437,0.1,0.1,2.636
8,"3","CHOYP_BRAFLDRAFT_120990.1.18.m.2376",0.67335,0.1,0.1,0.1,0.1,0.1
9,"3","CHOYP_BRAFLDRAFT_120993.1.2.m.41307",0.1,0.1,0.1,1.2613,1.2966,0.1
5,"3","CHOYP_BRAFLDRAFT_121459.1.1.m.21810",0.1,0.1,2.35075,0.1,0.1,0.1
1,"3","CHOYP_BRAFLDRAFT_121507.1.2.m.30603",65.70795,25.2949,39.10385,39.2338,19.6089,39.96695
2,"3","CHOYP_BRAFLDRAFT_121667.1.2.m.12193",26.1511,17.0209,21.2059,23.02885,1.7672,0.1
8,"3","CHOYP_BRAFLDRAFT_121824.1.1.m.37419",4.8348,0.1,0.1,0.1,0.1,0.1
6,"3","CHOYP_BRAFLDRAFT_121887.1.1.m.59668",0.1,0.5046,0.51285,0.1,0.1,0.1
2,"3","CHOYP_BRAFLDRAFT_121902.1.1.m.64757",1.9474,3.81255,8.09325,10.13005,4.28425,5.2717
4,"3","CHOYP_BRAFLDRAFT_121927.1.1.m.47211",5.31385,1.6726,1.23435,0.52855,0.1,0.68625
4,"3","CHOYP_BRAFLDRAFT_122339.1.1.m.58748",9.00275,3.10965,0.1,0.1,3.3976,0.1
8,"3","CHOYP_BRAFLDRAFT_122376.1.1.m.49446",1.03175,0.1,0.1,0.1,0.1,0.1
4,"3","CHOYP_BRAFLDRAFT_122572.1.1.m.29320",6.4357,0.1,2.36305,0.1,0.1,0.1
2,"3","CHOYP_BRAFLDRAFT_122687.1.1.m.47713",12.51945,4.19475,4.38185,8.79755,4.8334,0.1
5,"3","CHOYP_BRAFLDRAFT_122791.1.6.m.8640",0.1,0.7735,0.8149,0.1,0.1,0.40085
6,"3","CHOYP_BRAFLDRAFT_122887.1.1.m.62170",0.1,0.1,0.2946,0.29695,0.3201,0.1
8,"3","CHOYP_BRAFLDRAFT_122927.1.1.m.51870",1.6568,4.8295,0.1,0.1,0.1,0.1
8,"3","CHOYP_BRAFLDRAFT_122970.1.1.m.52022",2.1542,2.14695,0.1,0.1,0.1,0.1
